"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
-0.418047,0.211635,0.983468,1.465524,0.095959,0.425946,0.166982,0.256584,-0.187842,0.401496,N
-0.281382,-0.124388,-0.431395,-0.133318,-0.68578,1.904947,1.126097,1.116114,-1.086356,1.076542,N
-0.602158,-0.40009,0.229804,1.450013,-0.17157,-0.168297,-0.53633,-0.95872,-0.497796,0.482056,N
0.413738,0.863128,0.199243,-1.109376,0.06694,1.554778,0.398562,0.669211,1.296166,1.215163,P
-0.024579,-0.022613,0.18133,0.292579,-0.181987,0.445519,1.432216,-1.46503,-0.728453,0.177502,N
-0.130192,0.080439,0.871775,0.55906,0.235792,0.058165,1.317248,-1.664127,1.445636,-0.597615,N
1.085078,0.66677,0.309454,0.327676,0.53728,-0.278635,0.272891,-0.677794,-0.546386,0.489837,P
-0.875658,-0.702688,-0.412417,0.586572,-0.3504,1.998969,1.338716,1.276243,-0.896398,0.378154,N
-1.441856,-0.950143,-0.912036,-0.959146,-1.094314,-0.706765,-1.657634,-0.310944,-0.299504,-0.895169,P
-1.560233,-1.418625,-1.403737,0.480123,-0.910964,2.148216,1.155082,1.554559,-0.50626,0.407849,N
-0.302177,0.23254,0.722854,1.229023,0.190375,-1.080695,-0.713138,0.258054,1.592758,-0.306638,N
-0.313247,-0.115114,-0.36578,-0.103397,-0.307462,-0.289175,0.979973,-0.975166,-1.712444,-0.493296,N
1.520669,1.062809,2.006721,0.781251,2.199903,-0.361818,0.732548,-1.008948,-0.807935,-0.406758,N
-0.964886,-0.690508,-1.572676,-1.236386,-1.061074,-0.796907,-0.401261,1.220835,1.193006,-0.886733,N
0.459446,0.70641,0.775459,0.740187,0.68888,-0.271969,0.428175,-1.033073,-1.156492,-0.26279,P
1.592127,1.329852,2.514339,1.364771,3.469688,1.229988,1.363524,0.639726,-0.617202,-0.643604,N
1.111353,0.666529,-0.703874,-0.970212,-0.645614,-0.547179,-0.998357,-0.980791,-1.496817,0.749547,P
1.018024,1.138627,1.287741,0.972061,1.514829,0.973232,1.10553,-0.867716,-0.127585,0.843864,P
-0.37243,-0.434375,1.172532,0.625134,0.0965,-1.689023,-1.772724,1.044514,-1.063949,-0.198191,N
-1.231486,-0.529705,0.080762,-0.93303,-0.279335,2.444382,1.098266,0.580599,0.405927,1.623294,P
-2.078228,-1.442072,-0.607786,1.247594,-0.601586,1.531691,1.370982,-0.05282,0.084935,0.652389,P
-1.297946,-1.272873,-1.151062,0.693712,-0.717613,-0.482391,1.122626,-1.653171,-0.431734,-0.786742,N
-1.545249,-0.904022,-0.661288,-0.502239,-0.800258,-0.804178,-1.517383,-0.411474,0.35046,-0.234485,P
1.032538,1.346928,1.619519,1.341599,1.636473,0.781818,1.617857,0.078953,-0.996818,-0.278395,N
1.449028,1.14226,0.946724,0.374109,0.900802,2.779144,0.930076,1.697329,-0.907295,1.642049,P
-1.614768,-1.573017,-1.316963,1.455593,-0.658061,-0.02824,-0.601621,-0.197431,0.441517,1.519001,N
1.385379,1.085557,2.322565,0.91374,2.390979,-0.115062,-1.084709,-0.688628,0.343354,0.203367,N
-1.481476,-1.186489,-1.149183,-1.696252,-0.936058,-0.725345,-1.095069,-0.891764,1.260417,1.707276,P
-0.121838,-0.48906,-0.455102,0.194047,-0.476705,0.32436,1.417586,0.013383,-0.001701,-1.648191,N
-0.804077,-0.568185,-0.815704,-1.520023,-1.033677,-1.754641,-0.903098,-1.31611,-1.281769,-1.728855,N
0.890138,1.419552,1.194076,1.062255,0.898489,-1.47471,-1.088799,-0.842536,-0.133857,1.104333,P
0.767548,0.614596,1.20847,0.214096,1.023429,0.096423,0.341633,-0.715382,0.62038,0.606187,P
0.490599,-0.200322,-0.800178,-0.916856,-0.827161,-0.754911,-1.633007,-0.015225,-0.366586,-0.808829,N
-0.828341,-1.080003,-0.961798,-1.426399,-0.836689,0.421764,-0.002667,0.846433,0.758502,1.243873,P
1.502091,1.404702,2.219371,0.523177,3.029266,0.036112,-0.274014,-0.479807,-0.1048,0.76191,N
-0.396839,0.2069,-0.620654,-0.287478,-0.54079,0.722768,0.862253,-0.866354,0.927718,0.225948,N
1.157623,0.803031,0.146626,0.170646,0.428203,-1.037913,0.29698,-1.613696,0.707452,-1.475518,P
-1.931621,-1.53541,-0.199541,-1.824435,-1.023857,0.061056,0.344843,-0.798613,1.691597,-0.461824,P
1.944394,1.641236,0.934473,-0.123809,1.390832,0.000969,0.396981,-0.985368,1.169118,0.053138,N
1.62317,1.352303,0.162424,-0.914651,0.168712,-0.584374,1.078442,-1.693417,0.917706,-0.260702,N
-1.515597,-1.55106,-1.281145,0.130213,-0.915782,-0.62893,-0.458299,0.458126,1.357468,0.177152,P
0.73311,1.586287,-0.862375,-1.225307,-0.589973,0.610451,0.254441,1.400927,0.970915,1.121396,P
-0.485174,-0.84553,0.073517,0.115653,-0.038387,-0.587957,-0.195453,-0.385235,0.766827,-0.038641,N
-1.180407,-1.152379,-1.787013,-0.092288,-1.081046,-0.694982,1.146109,-1.200854,0.333693,-1.387559,N
-0.19171,0.217261,0.712065,0.353957,0.05262,-0.283386,-0.28576,-1.244119,1.259824,0.475723,N
1.61399,1.699696,0.446956,-1.166788,0.970838,0.959398,1.326769,1.09519,1.281099,-0.329768,N
-0.466872,-0.585088,-0.790208,-0.862339,-0.867277,0.401885,0.163715,0.98131,0.521842,-1.042472,N
-1.31932,-0.639044,0.575523,1.014204,-0.404958,-0.060421,1.255038,0.469386,-1.662098,-1.500134,N
1.253327,1.211049,-0.530591,-1.815958,-0.238775,0.660785,0.986878,-1.643911,-0.447169,1.573254,P
0.412454,0.712215,1.249581,0.356383,0.875313,0.502313,0.766159,-1.224072,-0.788002,0.265326,P
1.371512,1.582956,0.116445,-0.783847,0.631384,0.572079,0.097361,0.789564,0.635131,-0.978419,N
0.624931,0.200773,0.64344,1.150438,0.780642,1.018551,0.746557,-0.624096,0.556127,1.335573,P
-0.643685,-1.592978,-1.575996,1.001363,-1.178341,-0.368431,0.292416,-1.262174,-0.209717,0.098239,N
-0.155829,0.207902,0.342463,0.960108,0.129819,1.084942,1.269841,-0.708233,-1.205729,0.589775,N
0.172105,1.001811,1.386466,0.955342,0.791878,-0.986864,-1.701583,-0.874721,1.690618,1.388877,P
1.094606,1.201065,-0.043581,-0.724792,0.089471,-1.119117,-1.544196,0.536571,0.399184,-1.391264,P
-0.380114,-0.76032,-0.578495,-0.237353,-0.696652,-1.221091,-1.685855,-1.469821,-0.011469,0.049077,N
-0.489752,0.151042,0.550738,-0.378856,-0.034236,0.247358,-0.082478,0.903749,-0.340574,0.606922,N
-1.292364,-0.471505,-0.020664,1.187499,-0.522368,0.301617,0.640352,-0.030763,1.272574,-0.389801,N
-1.720756,-1.374702,-0.871941,-1.242563,-0.661841,1.444977,1.48288,-0.296754,0.524266,1.349999,P
0.894124,0.387484,1.523555,1.363806,1.58955,-1.53833,0.35661,-0.790715,-0.716628,-1.536091,P
-0.570488,-1.176479,-0.340409,1.326653,-0.155776,0.380033,0.745554,0.256808,1.242549,-1.229527,N
-0.691462,-0.340684,-1.142805,-1.665035,-0.860599,-0.587411,-0.861102,-0.517083,1.590687,-0.76551,N
1.674036,1.363352,1.194665,0.720276,1.96576,-0.40207,-1.030075,-0.162339,0.884434,-0.263927,N
2.303083,1.559702,3.092283,1.501605,4.994361,-0.969086,-1.813789,0.407926,-0.034896,0.600612,N
-1.29273,-1.306313,-0.108397,-0.571248,-0.763868,-1.00149,-1.768179,-1.013094,0.291919,-1.281981,P
-0.94984,-0.706934,-0.388859,0.612593,-0.815163,-0.091367,0.89902,-1.162256,-1.022387,-0.649472,N
1.228223,0.479059,0.729668,0.729627,1.047367,-0.206167,-0.02812,-0.973143,1.303759,-0.75836,P
2.001922,1.644589,-0.309644,-0.79495,0.235709,-1.361792,-0.342775,-1.035896,0.808741,-1.681089,N
1.046625,0.668117,0.054982,-0.593152,0.060015,-0.952623,-0.775144,-0.337655,-0.633025,-1.234312,P
-0.961716,-0.510585,-0.030997,0.895754,-0.640211,-1.472843,-1.043519,-1.351877,-0.26268,-0.920659,N
-1.286218,-0.499276,0.925611,1.254319,-0.388623,-1.081124,-1.32332,-1.177554,0.060011,-1.648847,N
0.104415,0.70609,1.162657,1.214594,0.614277,-1.426312,-1.707082,-0.191457,0.888913,0.294544,P
1.133176,0.803444,0.631351,-0.155291,0.918689,2.544293,1.560641,1.277969,-0.610553,0.885525,P
1.16027,1.388595,1.61885,0.988376,1.913955,0.824427,1.523511,1.021968,0.546373,-1.048912,N
0.546904,0.755448,2.06492,1.325659,1.589534,-1.308452,-1.310193,-0.453001,-1.130067,0.416786,P
-1.230534,-1.313058,-0.618525,-1.064776,-0.587605,-0.635431,-0.987499,1.206758,0.980817,0.806216,P
-1.144871,-1.118346,-0.443474,1.427598,-0.57398,-0.70755,-1.511716,0.359642,1.073473,-1.686592,N
1.548545,1.511518,-0.866411,-1.45065,-0.789461,0.835764,0.244342,1.676731,0.164653,1.091637,N
1.316052,0.626442,0.726937,0.589387,1.060116,-0.255997,0.75396,-1.678612,-0.46711,0.612391,P
1.426341,0.801666,0.762505,0.086114,1.125266,0.451196,0.080515,0.552596,0.419589,-0.297784,P
0.742718,0.741864,0.71602,-0.471022,0.721409,-0.389237,-0.308201,-1.125418,-0.231513,-0.070939,P
0.508323,0.350429,0.266351,-0.637143,0.092974,-1.226209,-1.116376,-0.916261,0.563259,-1.416186,P
0.604292,1.234437,-0.036058,-1.265159,-0.111065,-0.942717,-1.134593,-1.469746,-0.953764,-0.706235,P
-1.45973,-1.611158,-1.364106,-0.620407,-0.836389,-0.655122,-0.687511,1.459637,-1.27715,-0.418447,P
-0.082558,-0.487999,0.242431,0.1324,0.084322,-1.258777,-1.707205,0.787445,-0.375403,0.228895,N
1.663409,1.338189,0.281714,-0.368873,0.365214,-0.053414,-0.121947,-1.221812,0.887065,1.223132,N
-0.736058,-0.915396,-0.228926,0.316278,-0.373055,-0.982868,-1.160105,-1.48763,1.051139,0.985963,N
1.612109,1.073143,-0.682012,-0.884495,-0.512968,1.051703,0.322381,0.037394,-1.425641,1.32401,P
-0.122592,0.441729,1.205131,1.228951,0.286523,0.726598,0.036869,-0.878356,-0.76768,1.498233,N
-0.41659,-0.548757,-0.510192,-0.452697,-0.591303,-0.430946,-0.852071,-0.01568,-1.642524,-0.032542,N
0.6078,0.993157,0.497075,0.38978,0.527234,-0.105074,0.281368,-1.164626,-1.338999,-1.18163,P
