"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","binaryClass"
-0.011033,-0.625309,-0.764584,-1.494503,-0.779762,1.090535,0.346419,1.331498,-0.036023,1.16647,1.017673,-0.931952,1.308632,0.470697,-0.17696,-1.162205,-0.216091,0.44401,1.702825,0.718334,1.03065,0.511807,0.86173,0.699208,-0.425513,N
0.582608,0.091797,0.293294,-0.425995,0.345351,1.945225,1.286948,1.203417,0.84867,0.435066,-0.413172,-0.308295,1.819946,0.696122,-1.577588,1.450137,0.370261,0.738425,-1.501298,0.724003,1.357079,1.495301,0.537381,0.218772,0.941769,P
-0.224,-0.414387,-1.090939,-1.176043,-0.939616,0.659834,0.930574,-0.09228,-0.112735,0.195342,0.694929,-1.750477,-0.848287,1.335268,1.108541,1.376546,0.366363,-1.085653,-1.223972,0.345436,-0.98058,1.452016,0.041189,-0.202602,0.396747,N
0.970021,1.497425,0.803058,-0.247429,0.996461,-1.255161,-1.172719,-1.368124,-0.37449,1.39282,-0.204818,-1.209505,-1.355012,0.506931,-0.562245,-0.331023,0.445606,0.093469,-1.331589,-0.19851,-1.107922,-0.881934,-1.257169,-1.354514,-1.605607,P
-0.299428,0.167615,-0.812021,-1.630881,-1.152184,0.591161,0.836663,0.859839,-0.542936,-0.978381,1.193342,1.543637,0.422479,0.089413,-0.738194,-0.208746,1.367821,-0.806527,0.516749,1.423191,-1.048451,-0.254105,0.196507,1.024662,-0.387333,N
-1.480521,-1.249385,-1.136654,-1.318119,-0.855514,0.484379,0.078528,-0.315991,-0.043946,1.001288,1.734374,-0.439302,-0.213409,0.018575,-0.616253,-0.218838,1.021522,1.360517,0.674049,0.570311,0.424668,0.112477,1.005123,-0.103019,-0.299061,P
1.638388,0.994889,1.935276,1.247745,2.66284,-1.483241,-1.369359,-1.030342,-1.244245,-1.488559,-1.615532,1.723742,-1.354362,1.475747,-0.199732,0.94433,-1.701288,0.642015,-0.704309,-1.089073,-0.23543,-1.444641,0.938758,0.347168,1.359613,N
-1.349828,-1.288691,-0.70167,1.401904,-1.033147,1.029799,0.207132,1.352931,0.683467,0.004225,0.612619,-1.027841,-1.503497,0.59614,-1.667239,0.450627,-1.549634,-1.632176,0.002016,-0.803168,0.702681,0.634615,0.389582,1.084128,-0.21593,N
-0.160766,-0.79917,-0.175399,-0.485564,-0.188897,0.016412,-0.277077,0.689966,1.080691,0.759134,-0.599407,-0.762082,0.118237,-0.639094,0.994533,-0.978871,-0.357709,1.128746,-0.840251,0.69155,0.252035,-0.091237,-1.19886,-1.096813,0.380944,N
1.7691,1.622482,-0.297444,-1.510373,-0.028503,-1.54105,-0.173207,-1.673553,-1.589794,-1.29253,0.614631,-0.219932,1.867613,-1.281611,0.734646,1.107487,-0.351335,0.53072,-0.325068,-0.768181,0.783949,0.28551,1.451855,-0.075618,1.581405,N
