"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","binaryClass"
0.217846,1.158053,2.213722,1.043849,1.21512,0.824617,-1.656243,1.236607,0.7696,-1.664825,0.269523,-0.996292,-0.378371,1.047819,-1.528058,1.507314,-0.215125,-0.712927,-0.203799,-1.475659,-0.216812,-0.612212,-0.222927,-0.559168,0.590991,P
-1.645986,-1.349924,-1.09096,0.185417,-1.203359,0.388845,0.260794,-0.303113,-1.165477,-0.370073,-1.168115,0.441122,0.192288,1.620133,0.357506,0.173769,-0.572085,0.81755,-0.372659,-0.036789,-1.777173,0.863043,0.999412,-1.111968,0.278971,P
0.928575,0.699625,0.74095,0.32742,0.915615,0.811575,0.61717,1.054703,1.379178,1.560563,-0.721327,0.539386,-1.30274,-1.098586,0.609284,-0.922038,0.735251,1.492375,-1.527168,1.119387,-1.113638,-1.458108,-0.044506,-0.444419,-0.511205,P
0.771882,1.23331,0.062129,-0.590209,0.455703,-1.182721,-0.921493,1.332626,-1.145374,1.692248,0.998887,0.985706,1.47129,-0.807564,1.543725,-0.432964,1.448288,0.59052,0.413841,1.475276,-1.282948,0.626061,1.084607,-1.174848,0.002039,P
0.246933,1.401917,0.556746,0.017401,0.225742,1.707307,-1.034318,0.117636,-0.451231,-0.852177,0.446659,-1.225108,1.183083,1.252325,-0.279159,0.565646,-0.807827,-0.030302,0.185218,1.001716,-1.095246,-0.546334,1.183805,1.015318,1.663992,P
1.340906,1.307944,1.065418,0.727762,1.415524,-1.33597,-1.433259,1.17052,0.259536,-1.148992,1.167421,-1.177958,0.461534,-0.17634,-0.472976,-0.28207,0.60382,-1.489461,1.163049,-0.90713,0.178753,1.320066,1.541671,-0.125212,-0.209018,N
-1.49932,-1.691653,-0.905446,-0.688471,-0.352821,0.149486,1.30311,-1.158613,1.549266,1.06526,-0.128311,0.558143,-1.696014,-0.451271,-0.504378,1.314747,-1.405612,-0.928797,0.846117,0.112636,1.162699,-1.358634,1.335811,-1.297337,-1.462188,P
1.300514,1.47396,1.803077,0.746756,2.05314,0.781689,-1.603281,1.128993,0.636814,-1.132144,0.028652,-0.110286,-1.589025,0.279193,0.717782,0.18547,-0.977235,-0.550487,-0.901622,-0.554464,-0.45664,-0.230238,0.357676,0.433929,-1.549944,N
-0.095853,-0.840499,-1.291003,-0.792853,-0.98197,1.676102,-1.023233,0.702915,1.665998,1.58328,-1.353253,-1.203774,1.39193,0.422371,-0.858592,1.647551,0.451743,0.222182,0.872826,-1.445572,-1.458004,-0.646417,1.24338,-0.283927,-0.070433,N
-0.500832,-0.233433,0.490056,-0.034037,0.170828,1.625177,-1.297532,-0.170396,0.619552,0.331789,-0.556138,-1.63241,1.663134,0.109142,0.776506,0.299055,-1.058379,0.632943,-1.091472,0.679993,1.61756,-1.107949,-0.052642,-1.17293,0.935388,N
-0.509135,-0.200279,-0.6326,-0.892576,-0.483549,0.540759,1.297823,1.095549,-0.51985,-0.42063,1.822591,-1.505476,0.306393,1.53451,-1.423903,0.2459,-1.576215,1.679275,-1.445284,1.096449,0.539371,1.314007,-1.7007,-1.130547,1.144771,N
1.220754,1.272392,0.180447,-1.065969,0.324399,0.235712,0.707224,0.563106,-1.358742,0.283211,1.783045,-0.041679,1.585802,0.550474,1.666032,1.349726,-0.420696,-1.55054,1.687527,-1.525572,0.69003,-1.369771,0.97427,0.901247,0.165373,P
-0.439039,-1.113611,-0.853613,0.067274,-0.928013,-1.574022,0.1157,-1.169321,1.467316,-0.132045,0.233288,-0.685197,0.043908,1.602693,-0.756728,-0.772328,1.277775,-1.386376,-0.891938,1.754208,-1.247575,0.015612,-1.224469,-0.340551,-0.566999,N
-1.496828,-0.825524,-0.135277,0.38975,-0.364522,-1.530192,0.728499,-0.425526,0.121348,-1.238766,-0.58238,-0.386404,0.930377,0.931346,-1.23934,-1.287313,0.081951,-1.490005,1.149049,-1.231744,-0.310706,-1.42313,1.114442,0.619498,-1.601288,N
1.34913,1.124506,1.896703,1.199053,2.53916,-1.117694,1.485842,-0.949338,1.478751,-1.725099,-0.761637,0.154806,0.201749,1.513603,0.498558,-1.377072,1.246286,1.586196,1.678375,-0.320576,0.67679,-1.333224,1.39986,1.22851,-1.441462,N
-1.238025,-1.374652,-1.091029,0.830066,-0.441223,0.424063,1.661384,0.290973,-0.333464,-1.300774,1.221362,-1.125985,-1.271158,0.870376,-0.79782,1.369787,0.445238,0.118642,0.238239,-0.287309,-1.494269,1.393622,1.60682,-0.152843,-0.820701,N
0.094129,-0.318378,0.055322,-0.489333,0.023886,-0.270819,1.081253,1.209572,1.082831,0.528613,0.553938,0.726032,-1.347027,1.265812,0.804312,0.531147,-1.760835,0.920189,-0.722945,0.362298,1.035515,-0.828367,-0.165049,-0.327161,-1.317426,N
-1.379584,-0.690757,-0.600274,0.592351,-1.013994,1.325916,0.70458,-0.875607,-0.378458,0.852025,-1.611571,0.526623,0.387319,-0.766634,-0.298458,-1.105113,1.183036,-0.35415,1.176616,0.011263,-0.191718,0.912817,1.392935,-0.949629,1.226509,N
0.467404,-0.198003,-0.320582,-0.178913,-0.273436,-1.555439,-0.596387,-1.648205,0.799921,-0.647748,-1.58515,-1.39097,1.39388,-1.31219,-1.436994,0.365854,0.6478,-0.617361,1.641412,-0.160194,1.436717,0.117642,-1.561556,1.506351,-1.47863,N
-0.156293,0.083132,0.3908,1.528024,-0.16904,0.375918,-0.996942,1.508565,0.009627,1.622923,1.070629,-1.245186,-0.489995,-0.432595,-1.173603,-0.27487,-1.18741,-1.147495,0.008524,-0.615173,1.248101,-0.589433,-0.15455,-0.657975,0.960812,N
0.315039,0.662789,-0.110821,-0.28137,0.134326,-0.360938,-1.21145,-0.904705,0.133729,0.74953,0.608443,1.632498,-1.465315,-1.658368,0.484097,-1.530237,0.868666,-0.046711,0.181519,1.742089,0.025051,-0.313493,0.531613,1.005749,-0.561026,P
-1.970389,-1.207628,-1.307268,1.504307,-0.973476,-1.161009,1.605065,1.239656,1.464185,1.03949,1.190151,1.493524,-0.733499,0.356363,1.690794,0.453715,1.231174,0.193643,-0.444786,-1.509093,0.326898,0.934339,-1.444854,0.946322,0.491988,N
0.465937,-0.102549,-0.415018,0.418697,-0.35374,-0.819452,-0.834721,-0.430535,-0.42758,-1.324347,1.111928,1.441448,0.347873,-1.188595,-0.209553,1.720562,0.89758,0.92382,-1.516239,-0.216159,-0.835694,0.048325,1.364387,0.365328,0.052547,N
-0.617267,-0.811745,-0.326089,-0.785277,-0.737457,0.264807,0.319466,-0.208643,0.03273,-1.314771,-0.716524,-1.028548,-1.606351,0.62738,-1.5969,0.967974,-0.792238,-1.520285,-0.121106,-1.014056,0.035166,0.411432,0.552661,-0.210868,-0.664124,P
0.815131,0.897159,2.317933,1.502126,2.302323,-0.943075,1.196782,1.600502,-0.912758,0.215065,1.039196,0.223917,0.079621,0.676781,-0.44278,-0.932966,1.028337,0.216203,0.921094,-1.544011,-0.638123,-1.301634,-1.635157,0.99188,-1.221183,P
-0.215407,-0.254752,-0.155184,-1.270874,-0.57251,0.502511,0.764142,1.142021,-1.812021,-0.996097,-1.032343,-0.074601,0.112451,0.47467,0.633736,0.531931,1.13156,-1.455593,0.318129,-0.141299,-0.279236,-1.31656,0.821417,-0.048746,0.476729,N
0.364636,-0.800814,-0.691975,-0.93612,-0.292886,1.191068,-0.67008,0.257188,-0.195692,1.082523,-1.543416,0.280263,0.592301,1.564667,1.585649,1.085674,0.615622,-0.434738,1.495817,1.056886,0.623922,-1.299036,0.728811,1.257913,0.951299,N
-0.788259,-0.377532,0.751637,0.699582,-0.099423,1.386283,1.112134,-1.227335,1.600605,-1.08785,-0.17525,-1.508856,0.481482,0.979181,-1.369739,0.840038,-0.90877,1.124448,-1.161417,-0.414736,1.603279,-0.428892,-0.761447,-1.418625,0.6494,N
0.031036,-0.831584,-0.450998,-0.179415,-0.352389,0.978841,0.58448,-0.419683,-0.659948,-0.292003,0.55706,1.338561,0.991527,-0.391071,1.746629,0.61464,0.148246,-0.237541,-1.227121,-0.171399,1.151554,0.024552,0.023511,-0.760419,-0.806265,N
0.737579,0.601304,-0.625872,-1.612958,-0.401444,-1.500241,0.020528,1.610361,0.684964,0.843558,0.657468,-1.193206,0.523324,-0.952493,0.902734,-1.533216,1.380922,0.894825,0.121318,1.385475,-1.491914,1.282444,-1.083184,1.331264,-0.670099,P
1.185638,0.850327,-0.296578,-1.514622,0.012465,1.397851,-0.061324,-0.983041,-0.41355,-0.121946,-1.374192,0.980613,1.651292,0.287628,-1.20769,0.478043,1.237945,-0.440296,-0.778868,1.784274,1.143997,1.658052,-0.678153,0.917537,0.50104,P
-1.843764,-1.636495,-1.178726,-1.417524,-0.963603,0.921783,0.744217,1.377133,-1.254391,-0.065661,0.88732,-1.401146,0.845703,0.908665,0.2032,1.269825,1.494952,0.125829,0.39905,0.941402,1.082158,0.145919,0.096962,0.203667,-0.468155,P
0.622904,1.627744,1.667778,0.4286,1.590941,-0.260242,-1.427112,-0.48557,-0.968886,-0.809103,-0.725472,1.714846,-1.296175,1.15941,-1.293551,0.724967,-1.154494,-0.610146,-0.184891,1.836408,-0.909947,0.733928,-0.943271,-0.15488,0.641201,P
-0.586837,-0.96337,-0.325002,-1.083783,-0.404593,-0.095509,-0.312182,0.224644,-0.212025,1.041903,-0.773886,-1.515271,-0.685011,-0.68748,-0.001624,-1.584089,0.676443,1.18107,0.429712,0.286502,1.581622,1.006488,-0.719071,1.538002,0.302266,N
-0.924329,-0.606112,-0.015978,1.223461,-0.349152,0.702248,-0.054878,0.408232,-0.487508,1.119299,-0.771332,-1.051138,0.925035,-0.21745,0.309648,-0.703205,1.500105,-0.028779,0.580752,-1.081268,0.372429,0.58344,1.374931,0.65749,-0.716785,N
-1.474505,-1.388433,-1.046103,0.745093,-0.650213,1.112247,-0.808464,0.02048,-0.076598,-0.021119,-0.266257,1.264803,-0.965226,-1.321198,1.304884,0.878898,1.230891,-1.02574,0.68625,-0.885452,0.386158,-0.110491,0.018108,-1.472591,0.658385,N
-0.340079,-0.478971,0.329053,-1.101603,-0.289331,1.20095,-0.400425,-0.925737,1.427014,-1.540414,-1.1288,0.702096,-1.519596,0.007265,-0.245011,-0.355706,1.010981,-0.485266,-0.457068,-0.72214,-0.529798,1.71343,0.375557,0.915413,-1.309013,N
0.708164,1.242177,2.090824,1.16159,1.815692,-1.327993,-1.703315,0.74242,0.562231,1.309389,-0.195411,-0.09689,0.945491,-0.895733,-0.044255,0.200406,0.951873,-1.200424,-0.474157,1.152608,0.756933,-1.03031,1.040163,-1.322289,-0.096805,P
1.422501,1.337421,-1.241885,-1.561208,-1.032352,-1.468476,-0.107329,-1.105038,-1.309444,0.16069,-0.159828,-0.391033,0.608339,-1.479883,-0.119541,0.181421,-0.720416,-0.195587,0.667393,1.141744,-0.180587,1.590407,1.321936,-1.227701,-1.58782,P
-0.55897,-0.25216,-0.679575,-0.26237,-0.946782,1.23552,-1.277305,1.120062,0.088378,0.333859,-0.589311,1.132583,-0.907796,-0.840327,1.01983,0.288216,1.018958,-0.405674,1.209452,-0.622061,-0.301868,1.068745,-1.1755,1.074437,-0.346805,N
0.596517,0.071957,-0.097631,-0.303558,0.0078,0.433151,-1.168579,-1.541118,0.678404,-1.269107,-0.306791,-0.427729,-1.659221,-0.708814,0.272424,1.184784,0.454135,-0.311133,-0.727119,-0.930086,-0.751235,-0.243332,0.813458,0.9533,-1.029993,P
0.87793,0.777708,0.646127,-0.015402,0.526281,0.620837,-0.296935,-0.146383,-0.371893,1.045695,-0.158496,0.210478,1.027241,-0.203083,-1.260845,0.47243,0.993794,-1.549317,0.123215,-0.901055,1.024381,0.790027,-0.297974,0.376112,-1.147521,P
1.162186,1.412751,1.173102,-0.761139,1.362686,-0.675424,-0.501252,-0.072422,1.059261,-0.779916,-1.303802,-0.791099,0.399777,-1.222416,1.355429,0.919327,1.591916,-0.510004,1.137671,-0.745927,0.486899,-1.037071,1.479332,-0.753434,1.121045,P
0.019453,0.380026,-0.154705,0.543538,-0.266733,-1.294977,-1.040299,-1.661397,1.507099,0.892752,0.744209,0.290636,1.650839,1.635695,-0.818044,1.686313,1.014581,0.835599,-0.571378,0.455246,0.750131,0.663527,-1.068239,-0.540023,-0.770047,N
2.325996,1.508393,2.272001,1.547,3.705645,-0.165066,-0.482595,-1.020087,0.610796,0.575046,-0.148518,0.510667,-0.276375,-0.577012,1.386217,-0.476686,-0.269598,-1.237299,0.405633,-0.990291,0.821899,-1.333552,-0.307963,-1.106051,-0.165388,N
0.30845,0.259149,0.270471,0.755204,-0.056899,-0.222962,0.323833,0.128315,1.400866,-0.064413,-0.743806,1.718005,1.383975,-1.046832,-0.004414,-1.293685,1.256952,1.368105,0.632395,-0.051999,1.022138,-0.66558,-0.27708,0.883034,1.395868,P
-0.164534,0.560312,0.722577,0.22699,0.169061,-1.503878,-1.296672,-1.649874,0.039067,-1.055689,1.125812,0.305373,-1.18348,1.461912,-0.746895,1.604416,-0.566359,-1.264375,-0.360136,0.22676,-1.643987,-1.222244,1.567824,1.313197,0.09153,P
-0.53722,-0.704683,-1.176756,0.025845,-1.088121,-0.563648,-0.695125,-0.41315,-0.094964,0.446325,-0.478207,-1.53145,-1.422388,-1.387656,-0.953277,0.065894,-0.0863,1.270055,1.068701,-0.751686,0.146788,-1.024714,0.174413,-0.795853,1.325896,N
-1.609618,-1.227324,-0.778001,1.339425,-0.540149,-0.330446,-0.457347,-0.396635,1.557424,1.074328,-0.416477,-1.021005,0.8238,-1.742853,1.663108,1.431571,0.261048,-0.470364,-1.395117,-1.095128,1.007555,-1.557366,1.246835,-1.322272,-0.973003,N
-0.050969,-0.027675,-0.544353,-1.423169,-0.401324,1.432635,0.735086,1.426377,-1.22644,0.187746,1.884518,0.314956,-0.071667,-1.694332,-1.199133,0.581631,0.670948,-0.442795,-0.265451,0.069638,-0.823758,-0.810723,1.074744,0.936237,0.936281,N
-0.72999,-0.781179,-0.150161,1.718752,-0.384745,-0.381267,1.343298,0.524649,-0.109758,0.525459,1.628016,-1.294905,0.903675,-0.648533,-0.452598,-1.544568,0.140086,-0.345951,0.04913,0.282931,1.352855,-1.015492,-1.429288,0.950031,0.669842,N
-0.044566,-0.355544,-0.387534,0.18596,-0.365581,-0.111229,0.245617,-0.427076,-0.747817,-1.098231,0.668451,1.670427,-0.501678,0.336876,0.027677,-0.195573,1.292861,1.090463,-0.40681,-0.013499,-1.609352,1.706833,-1.181181,0.992821,-0.354359,N
0.952025,1.474387,-0.19216,-0.686921,-0.130518,-1.331093,1.113017,-0.237604,0.904809,-1.452071,-1.469165,-1.582418,-0.39708,-0.552105,-1.463983,-1.341223,-1.563761,-0.334105,0.673209,0.867042,-1.501714,-1.176468,-1.111506,-1.100646,-0.331731,P
-0.059393,-0.420913,-0.966567,-1.24789,-0.743538,1.197127,0.604249,0.501292,0.298246,-0.656392,-1.110443,-1.56195,-1.705985,1.199869,-0.904932,-1.256167,-0.418227,1.338287,0.050551,-1.203098,1.447072,-0.538985,1.341813,-0.948246,-0.262839,N
-1.53635,-1.635711,-1.298053,-0.849734,-0.724256,1.114796,-0.458401,-1.026192,-1.175953,-1.488572,1.56173,-0.879596,0.278402,-1.256342,1.559911,-1.484925,0.126424,1.656341,-0.348171,-1.498264,0.311733,1.44865,-0.573799,-1.257604,1.603081,P
0.851198,-0.056338,-0.360814,-0.727821,-0.158419,-0.223054,-0.532592,0.218138,-1.163044,-1.32939,-0.532843,1.058989,-1.663522,-0.854827,0.744743,-0.874835,-1.508152,-0.213689,-0.870269,-0.64407,-0.944042,0.033837,-0.560851,-0.783392,0.172752,P
0.754615,0.626953,1.028444,0.646069,0.934121,-0.219466,-0.527476,0.235489,0.620306,1.157678,0.879975,0.436841,0.598164,-0.948724,-1.157226,-0.724863,0.872169,-0.400019,-1.571981,0.135471,1.239551,-0.232257,-1.371435,-0.226996,-1.547638,P
-0.249373,-0.940887,-0.694579,0.628913,-0.844103,-0.396724,1.635448,-0.222718,1.284105,1.621428,-1.055594,-0.598484,-1.477318,-0.086482,-0.880174,0.35017,0.952468,-0.879853,0.821936,0.081562,-1.253001,-0.265235,0.470736,-0.915429,-1.548949,N
1.393031,1.395785,1.729959,1.019766,2.130803,-0.084573,-0.995823,-0.87056,1.428477,1.022736,1.541339,1.512639,-0.595057,-1.032155,1.363404,-0.991116,0.491325,-1.153588,1.105202,-1.533182,-0.587873,-0.069021,0.354815,0.835993,-0.827877,N
0.272697,-0.574174,0.207834,0.858725,0.051832,1.725815,-1.102598,-1.177197,-1.046175,1.463115,-1.408669,-0.627048,1.561,-0.887253,-1.223913,-0.644854,1.123579,-0.047874,-0.60634,0.222457,-0.257226,-0.566472,0.379639,0.702128,1.700421,N
-1.251321,-1.568665,-0.007267,-0.197103,-0.672085,-1.393641,-1.668831,1.593705,-0.737487,1.638698,-0.837432,-1.293794,-0.15459,1.032516,-0.088191,0.553211,-1.174015,-0.171093,-0.167812,-0.165331,-1.561219,-1.108855,-0.49562,-0.09031,-0.58812,P
