"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
-0.421932,0.197021,1.319642,0.992582,0.36955,-0.245403,1.166602,0.648172,-0.103719,1.094926,-1.501277,-0.247414,1.114887,-1.001785,0.077073,-0.897508,1.166644,-1.513324,0.979669,-0.859656,0.117878,-0.957418,-0.505675,1.854381,0.515767,0.945848,0.266199,-0.3246,-0.700377,-1.70647,1.02817,1.68318,0.432429,0.760073,-0.591361,-0.133667,-0.138768,0.897851,0.736756,-1.351251,1.117957,1.091354,-0.019896,0.122229,-1.446834,1.56715,-1.812585,1.332136,-0.656774,-1.046572,N
1.936241,1.729542,1.464029,0.452291,2.258568,1.360266,0.176198,0.130912,-1.735062,-0.81666,0.820969,-1.175812,0.793331,-1.010932,1.383709,1.352836,-1.505554,1.492007,-0.297461,-0.282541,-0.277901,-0.12636,0.786822,1.646576,-1.828262,0.885624,0.867916,-0.764645,-0.719518,-1.666804,1.855543,1.15433,1.371073,-0.268663,-0.749233,-1.522841,0.716171,-0.495119,-1.403375,0.722426,-0.442624,0.048873,0.405984,1.554883,-0.273898,1.479675,1.230389,0.665399,-0.913955,0.162906,N
-1.382818,-1.170037,-0.235583,1.740995,-0.558019,-1.44902,-0.45028,1.299726,0.422369,0.239175,0.730139,0.551287,-0.57984,0.240617,-1.233599,-0.308602,-0.525124,1.48303,1.538105,-1.555259,-0.735507,-0.137842,-0.710693,0.486514,-1.188846,-0.720287,-0.036315,0.004123,-1.534518,-1.283301,-0.199032,0.115221,0.379764,1.05645,-0.04906,0.529772,-1.556737,-0.801258,0.987382,1.445453,0.840108,-0.461062,0.880335,0.476822,1.020332,-1.325932,0.149145,-0.051318,-0.621344,0.830908,N
-0.810659,-0.77386,-0.765099,0.28886,-1.002726,-1.548143,-0.224647,0.541585,-1.324403,0.579206,0.540475,-0.491303,1.59072,1.240425,0.783113,-1.312412,-0.6941,1.47725,-1.404834,-0.702035,-0.572642,-1.171781,-1.511991,-1.236208,0.170953,1.311315,-0.933288,-0.208311,-0.774714,1.400264,0.454045,-0.032466,-0.709118,-1.483872,-1.220961,-1.942251,-1.300222,-1.679983,0.558069,0.690831,-0.321886,-1.373069,0.893041,-0.019397,0.594742,-0.469605,-0.087092,-0.648926,0.924048,-1.227524,N
-0.640942,0.152226,0.318674,0.51771,-0.291896,-0.022805,-1.48512,1.660428,0.087609,0.187507,-1.446444,-1.729277,-1.681881,0.5009,-0.597587,-0.731424,1.320208,1.138635,0.459114,-1.184521,-0.603821,0.918187,-0.393736,0.159312,-0.147138,1.135019,1.441042,0.019073,-0.894085,0.717109,0.244165,0.071934,-0.838423,-0.853991,-0.033205,1.266586,-1.098069,1.488687,1.548452,1.229103,0.15754,0.903076,1.079519,0.121999,-1.566111,-0.124438,-1.088905,-0.577549,0.791835,-0.56787,N
-0.136669,0.250489,0.947364,0.652796,0.129205,-1.054429,-0.265588,-0.361189,0.620885,0.692782,0.020144,0.808369,-1.080666,0.98708,-1.481618,-1.163981,0.974297,-0.06356,-1.708237,-0.142305,-0.913811,-1.492565,-0.839628,-1.615076,0.915857,0.416125,0.376677,0.914103,1.082583,0.871548,-0.455586,-0.283488,-0.531583,0.190772,1.52852,-1.596134,-1.556516,1.565211,1.352428,0.830488,1.338636,1.275136,1.026424,0.60673,1.054621,-1.072916,-0.022206,0.075501,0.779753,-1.455955,N
0.499981,0.792091,1.577675,1.51385,1.269996,-1.298175,0.561091,0.198066,-1.714396,-0.416517,1.83843,1.389637,0.60266,-1.53492,-0.758289,1.518837,-1.511745,-0.265091,-0.261328,-0.739475,-0.229573,1.256683,-0.223868,0.496821,-1.162696,1.262868,-0.537119,0.609348,-1.273481,0.728908,1.787364,0.05255,-0.965139,-0.836652,-1.324916,-1.211512,-0.647565,-0.518479,0.326008,0.8603,1.748442,-0.451291,1.254895,0.918279,-0.401819,-1.019066,-0.279474,-0.564959,-0.041219,-1.359502,P
1.271305,1.242017,0.871665,-0.463816,1.391781,0.138153,0.567517,-0.968794,-1.299164,1.850273,1.003058,0.10707,0.997936,-1.878499,0.960003,-0.89492,-1.15574,-1.194866,1.179064,-1.269555,1.23447,0.142594,0.300273,-1.611898,-0.599399,0.494258,-1.344979,1.496409,0.856174,-0.512142,1.016696,-0.12814,-0.304456,-0.179387,0.853389,1.149733,-1.376955,1.214383,0.64757,1.604388,1.179032,-0.863923,-0.284344,-0.224351,-1.799965,-0.15572,1.150861,1.328746,-1.056837,1.543683,P
-1.290288,-1.090542,-1.257795,-0.86952,-0.522767,-0.818377,0.418105,-1.438169,0.515911,-0.686233,-0.781905,0.994641,-0.653146,0.688912,-0.791617,0.354173,-1.004654,-1.639485,-0.528932,-1.650432,1.449488,-0.680907,-0.519595,-0.163386,-0.611429,0.166747,1.727402,-1.477157,-1.536337,0.991271,-1.056289,-0.49073,-1.265833,-0.968739,1.742856,0.710189,0.643836,1.497824,1.279619,-1.471518,1.55607,-0.993403,0.984669,0.866228,1.309848,-0.67847,-1.633946,-1.418515,1.417456,1.181436,P
-1.116533,-0.681971,-0.890115,-0.439957,-1.021253,-0.585894,0.774694,0.937335,-1.609066,-0.928346,-1.185754,0.959807,-1.133056,1.189466,-0.233086,-0.730057,0.611178,-0.440271,-0.671523,1.123251,0.672522,-0.889782,0.200924,0.988492,-0.434903,-1.190846,-1.414619,-0.869055,-1.151364,-1.162192,0.327259,-0.065694,1.161188,0.23171,-1.04028,0.312886,-0.303285,-1.526363,-0.00315,-0.550476,-0.750583,0.427337,0.017515,1.663043,0.307475,0.109041,-0.733879,0.73379,0.086787,-1.231631,N
-1.015248,-0.179445,0.195727,0.3154,-0.596454,-0.70754,0.814478,0.865409,0.067856,0.788904,-0.318782,0.166446,-1.722221,-0.294088,-0.983984,1.545906,-1.601961,-1.698269,0.394368,1.208286,0.1283,-1.107481,-1.653016,-0.620291,-0.916065,0.209363,1.176535,-0.146191,0.75269,0.182101,0.002352,1.117163,0.138424,0.191226,1.113905,0.359975,-1.739548,1.175186,1.360072,-1.35967,-1.400377,1.478388,-1.51271,1.373771,0.177995,-1.257698,-0.352775,0.934784,-1.180981,0.373062,N
0.811569,1.103812,-0.018678,-1.188373,-0.02793,-0.201517,0.859391,0.637509,1.054547,1.294092,0.036988,-1.124594,1.581416,-1.216419,1.14645,0.626883,0.95339,1.202171,-0.659556,1.061805,0.613015,1.286526,0.831041,-0.215791,0.465926,0.580172,-1.253556,0.891146,-0.17595,-1.764144,0.755719,-1.442557,-0.759302,0.722988,-0.624519,0.270387,1.591206,0.854464,0.284441,0.037693,0.683452,-0.147993,1.121246,0.65708,1.143522,0.644448,1.056043,-1.339945,-0.250955,-0.959817,P
1.047108,0.111942,1.864154,1.798259,2.138322,-0.634589,-0.401055,-0.681646,0.442832,-1.737793,-1.195249,0.05265,1.336321,-0.293478,-0.983179,0.995073,1.391532,0.343124,-1.022216,-1.17127,1.58123,1.279215,1.29971,-1.188508,0.391898,-0.139882,-0.289884,0.805936,-1.388324,0.954022,0.47199,1.371551,0.508678,-0.288264,-1.114662,1.468491,0.39125,1.432807,0.864027,1.532436,-1.403444,-1.283513,-0.85394,-0.023051,-0.254564,-1.473753,0.785597,-0.705496,0.483877,-1.424565,N
0.994973,1.629025,1.551721,-0.172811,1.865762,-0.288696,-0.852911,1.273353,1.11875,-1.26945,1.534176,-0.539801,1.749096,-0.681682,0.643214,1.632536,-1.10839,0.095813,1.172137,1.076381,0.342477,-0.353607,1.304315,0.11021,-0.779765,-0.947582,-0.032865,-1.098789,1.630511,-1.772541,0.752487,-0.324453,0.485406,1.179189,0.77035,-0.17073,-0.460787,1.159093,0.620971,0.608665,0.544138,-1.212447,-0.308418,1.071686,1.08628,1.365456,0.427606,-0.065744,-1.243831,-0.514041,P
