"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
-1.82938,-1.531561,-1.513673,1.136105,-1.036167,-0.575382,-0.006198,-0.452806,1.093906,-1.159417,0.702142,1.755292,0.740201,-0.332899,-0.831379,-0.984953,-1.390676,0.508823,-1.634614,-0.097814,-1.418216,-1.601521,0.855686,0.853085,0.839702,0.126622,0.888985,-1.015303,-1.299044,0.800139,-1.47885,-0.078877,-0.776352,-0.970587,0.945685,-1.30743,0.288327,1.511002,0.704586,-1.315265,-1.4002,-0.254284,-1.448155,-0.339039,0.836027,-0.857686,0.826896,0.665902,-0.083872,0.701489,N
-0.208804,0.014376,0.214626,-0.77928,0.053738,1.343375,0.873724,0.574268,0.610974,0.308038,-1.260028,0.591085,-1.148296,0.264519,0.792629,0.843231,1.587278,1.016247,-0.960421,0.400458,1.017646,0.599238,-1.34218,-1.333443,-0.486551,-1.644561,0.042568,1.376759,0.18097,-0.409697,-1.347503,1.641379,1.341813,1.054965,0.205745,1.443875,0.407772,-1.794209,-0.518438,-1.325876,-1.152226,1.227779,-1.097247,1.133854,-1.457494,0.968333,-0.915005,-0.911399,-1.511752,0.12269,N
0.180192,-0.289062,0.423979,0.73638,0.122972,-0.652892,-1.042801,1.079487,-1.658847,1.111966,-0.354699,-1.528437,-0.78199,1.507624,0.781263,-0.266222,-0.971672,1.592742,0.878449,-0.459139,1.424137,1.14456,0.236933,-1.046978,-0.868171,-0.337141,0.836944,-0.380682,-0.358078,1.710069,-1.302327,1.687076,-0.294377,-0.899656,1.432003,0.329748,0.878416,0.168066,-0.914458,-0.750227,-0.639794,-0.672988,-0.809483,-0.433492,-1.481265,-0.048291,-0.68577,-0.033323,0.518807,1.394785,N
-0.517541,-0.969882,-1.152796,-1.037773,-1.334941,-0.974033,-0.682415,-0.944033,-1.343865,-0.219077,-1.14698,1.778068,0.867074,0.023267,0.407929,1.279309,1.71031,-0.283847,-1.144542,-1.423266,-0.478254,0.885532,-1.152753,-0.376102,-0.594222,0.029952,-1.132886,-0.259593,1.269505,-1.492898,-0.431941,-0.669857,0.835145,0.520475,1.479446,-1.276329,-0.684226,-1.538338,-0.479266,-0.565294,-0.900525,1.409573,1.380166,0.373324,1.492059,-1.140576,0.082007,0.04471,1.174656,-0.641269,N
-0.527915,-0.694289,-0.225053,0.896963,-0.263313,-0.776879,-0.33035,-1.349311,0.579421,-1.390014,-0.676162,-0.935475,-0.029842,0.929363,0.274937,-0.895477,0.200257,0.002408,-1.579292,-1.00069,1.042016,1.094926,-1.114951,1.433632,0.127106,1.247553,1.68067,0.741974,-0.810699,-0.11754,1.388106,0.910074,1.103176,-1.509113,0.138088,0.430121,0.493546,0.098721,-1.639183,-1.289559,-1.120666,-0.784377,-1.602728,-0.984032,0.545004,-0.090169,-1.388497,-1.53922,0.195248,-1.311817,N
-0.594039,-0.479423,-0.206611,0.19502,-0.138551,-0.25311,-0.985546,-0.836168,1.693097,1.657466,1.141017,0.574333,-1.334889,-0.965159,-1.200579,0.248988,-0.918155,1.140711,1.32911,-1.361614,0.670065,-1.349649,1.384234,-1.680761,-0.397489,-1.030701,0.086827,1.496768,-0.39182,0.396879,0.266925,1.274924,-0.700291,0.493972,0.264439,0.323204,-1.412062,0.193116,-0.061043,-1.141725,0.420994,-0.743766,0.261694,-1.266592,0.958722,1.378858,1.447304,-0.833407,0.287787,-1.242089,N
-1.021639,-1.485852,0.185213,1.13767,-0.524019,-1.475644,-0.68546,-1.067053,1.212331,-1.62754,1.208961,0.157112,0.057094,-0.397505,-1.376767,0.201018,-0.670619,-0.451677,1.239773,0.584219,-1.755043,-0.778685,-1.653409,0.586054,0.075627,-1.712699,-1.14886,0.427648,-0.688356,-0.688561,-1.279973,1.028016,1.288468,-0.874116,1.156211,1.283286,0.372595,-1.622919,0.360446,-0.204874,1.130345,-0.671244,-1.132221,-0.858034,-0.906955,-0.44292,-1.729429,-0.04151,-1.05475,1.269039,P
-0.16633,-0.595589,-0.404661,0.603858,-0.262097,0.466278,0.010622,1.481858,-0.741848,-1.063769,0.042441,-0.376887,0.406863,0.358333,-0.722242,0.006985,-0.804759,1.047046,0.734667,1.28052,-1.719334,0.65978,-1.116814,-1.291402,-1.797347,1.570679,-0.477745,0.120398,-0.548759,-0.322588,1.397917,-0.525429,-0.73143,1.55752,-0.792858,-1.467375,-0.942453,-0.714357,-0.823496,0.943419,-0.339744,1.348529,0.794593,-1.648521,-0.927174,-0.969106,-1.113061,1.567731,0.943616,-1.102818,N
1.684633,1.408402,2.519242,1.030892,3.416754,-1.510915,-1.799717,-0.442079,0.358631,0.486136,1.175306,1.791595,1.017214,0.069746,-0.459517,-0.867055,0.126814,-0.424459,-0.889112,1.652342,-0.45991,1.489611,-1.113774,0.295823,1.035479,1.081649,1.177153,1.16995,1.281145,-0.849867,0.004131,1.378303,-0.957971,-1.036639,-0.000519,0.5322,1.57384,0.474657,-0.752031,0.938775,-0.646936,1.452075,-0.435868,-0.357523,-1.495098,-0.26318,0.549898,-0.233995,-1.408203,-0.201767,N
-1.023215,-0.536441,-1.279524,0.372134,-1.05957,0.3368,0.089188,0.852526,0.508279,-0.140475,1.207413,-0.536214,0.56434,0.90067,-0.053122,1.439253,0.836443,-1.607373,1.375227,1.218316,-1.349954,-1.163818,-0.224364,0.956054,1.201998,-0.534145,-0.90922,0.811036,-0.162907,0.373254,-1.059259,0.353666,1.330806,-1.315612,0.431501,-0.558688,-0.841384,-0.298623,-1.330882,-1.332693,-0.410751,0.864591,-0.338012,0.448118,-0.260899,1.613946,0.242808,0.158794,-0.097815,1.568811,N
1.519434,1.557686,1.699566,0.195592,2.013753,-0.336984,-0.912058,0.065434,1.596232,0.831775,0.678762,-0.765688,-0.950633,1.202962,-0.489876,-0.189457,-1.24226,1.460939,0.357063,-0.222087,-1.714604,-1.163078,0.641871,0.167525,0.756067,-0.290807,-0.982915,0.448268,0.640726,-1.451726,-0.516157,0.800123,-0.596948,1.260132,-0.614275,-1.019149,-0.47025,-0.494227,-0.26834,-0.765583,1.205327,1.384954,-1.675275,1.370133,0.804101,-0.957309,-1.237765,-0.446744,-1.473515,0.929444,N
-0.288349,-1.194011,-0.836463,-0.428452,-1.000105,-1.18664,-1.150406,0.218754,1.203802,-1.051482,0.38037,-1.346844,0.596871,0.34718,0.692958,-0.753099,0.45077,0.652805,-0.048877,1.488041,0.211876,0.144739,0.478023,1.091524,-0.251151,-0.959584,0.133971,-0.903126,0.11114,1.49512,-1.449385,-0.762428,-0.435546,0.123808,-0.051999,-0.92308,1.757972,0.61305,-1.609295,0.799039,1.462055,-0.626432,1.813772,-1.095128,-1.353736,-0.824707,0.265687,1.408087,0.459399,0.184487,P
0.799082,1.104517,0.739015,-0.376291,0.72563,0.242225,-0.136185,0.063978,-0.372866,1.181695,0.004466,0.332513,0.927779,-1.039065,-0.480504,1.426872,-0.459944,-0.508444,1.163833,-1.54992,-0.948403,-0.783315,-0.848806,1.227214,-1.548602,0.285958,1.461627,-1.292502,-1.059365,1.476106,-1.096054,1.28761,-1.513632,-1.447881,-0.794037,-0.1526,-1.176915,-1.468852,-0.841923,-1.323094,-0.362987,-0.332988,1.122429,0.276156,-1.151888,-1.701822,-0.199386,0.708234,0.178449,1.105669,P
0.851295,1.013869,1.209519,0.22773,1.462038,-1.267344,-0.084557,0.162489,0.408059,-1.009539,0.744646,-1.222695,0.303217,1.363906,1.573021,1.037184,-1.700247,-0.57359,-1.595644,0.609058,-0.96057,-0.838147,-0.561249,-1.683873,0.616516,-1.264044,-1.474997,-0.185906,-0.98318,-1.552241,0.236442,1.511216,-0.56547,-0.740781,0.337631,1.109644,1.621136,0.613604,-0.798163,-1.435817,1.012277,1.437626,-0.237807,-0.994705,-1.255629,1.690007,0.722134,-0.854716,-1.230336,-1.18315,P
-1.356807,-1.43827,-0.160146,-0.481666,-0.530485,-0.276095,1.224264,-1.243377,-0.903549,0.320626,-0.711768,1.401018,1.468494,-0.482743,-1.279348,0.454416,1.573077,-0.149261,0.884764,0.186899,-0.356274,-0.167552,1.288663,0.482991,-0.089211,0.733325,1.475181,-0.392159,0.349408,-0.134074,1.045351,-1.082497,-0.012449,1.516284,1.822398,-0.107957,-0.631318,1.331858,1.32807,-0.802026,0.242439,0.512463,-1.314584,1.016519,1.071409,-0.961601,-0.750532,0.415972,0.86082,-0.733997,P
