"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","binaryClass"
-0.642959,0.202655,0.169636,1.018751,-0.270753,-0.012893,-0.778786,0.551475,-1.426701,0.535087,1.636133,0.855486,1.492556,0.527796,-1.395632,-0.577153,-1.057848,1.393994,1.464164,0.623612,-0.666323,1.526514,1.242757,-0.583263,0.214682,N
-1.001072,-1.635634,-0.511727,-0.192878,-0.546773,0.326898,0.40656,-0.169832,-0.802575,0.312582,-1.313982,-1.60069,-1.209757,-0.81321,-1.652821,0.209459,-0.019873,-0.666555,-1.106198,0.859342,-0.594822,0.854235,0.910125,-0.881603,0.240759,P
0.35101,-0.094593,0.552291,1.336647,0.462545,-0.153976,-0.815823,-1.654611,1.07917,1.473536,-0.103257,1.231172,1.35413,0.964808,0.558042,1.521567,1.593446,0.934172,1.584929,-0.434916,-0.17167,-1.506058,-1.036072,-0.040004,-0.627151,N
0.765622,1.02834,-0.634121,-0.965563,-0.372517,-0.67329,-1.243461,0.317385,-0.999266,-0.579386,-0.608107,-1.39531,0.008782,1.63634,1.683937,-0.390677,-0.834029,0.667054,-0.071944,0.757691,-0.671111,1.349167,-0.389999,0.952189,1.294299,P
1.098697,0.981549,2.142194,1.633294,2.497952,0.581866,1.601037,-1.137352,1.531992,0.52809,1.470538,-0.08328,-0.09352,1.093965,1.060327,-1.099048,0.17137,1.616305,-0.470003,1.507174,-0.420385,1.073126,0.67846,-1.621363,0.555759,N
0.170304,-0.29331,-0.287529,-0.335463,-0.270752,-1.110729,-1.751226,-1.557741,-0.44851,0.991677,-0.131269,-1.240383,-1.085882,0.700721,0.011054,1.587351,1.660299,1.492896,-1.674017,1.519173,1.009314,-0.360837,1.434583,0.785438,0.052519,N
-0.898769,-0.369529,-0.760956,-1.45979,-1.091889,-0.938472,1.24299,-1.232162,1.764406,-1.69686,-0.794137,0.891655,0.954201,-1.254567,-0.630631,1.624362,1.517596,-1.202438,1.698135,0.527292,-1.568182,-1.232198,0.236836,-0.340117,-1.597507,N
-0.528315,-0.50796,-0.017736,1.396327,-0.293384,1.91415,1.332849,0.854013,0.328775,0.06603,-0.017575,-1.211357,1.512402,-0.910734,-0.182236,1.274477,-0.873955,-0.580672,-0.53025,0.648749,-1.457927,1.200784,0.688767,-0.977728,-0.922758,N
1.192704,0.646739,0.536002,0.010211,0.90156,-0.040399,0.409998,-0.847143,-0.513282,-0.119147,0.733956,0.015919,-1.507931,0.194629,0.331665,0.534308,-0.240793,-1.709606,-1.656363,1.80257,0.320322,-0.459739,0.200901,0.648495,-0.678591,P
2.30888,1.760225,1.738645,0.840374,3.058472,-1.07939,-0.946372,-1.334534,-0.156041,0.533924,-1.547506,-0.745488,0.894994,0.892005,0.093293,1.51511,1.501263,-0.938745,-1.084817,0.656432,1.420737,1.229103,-1.071534,1.165766,1.550971,N
-0.143467,0.607177,0.903866,-0.496965,0.17879,1.955061,1.458604,-0.064606,0.641641,1.611805,0.572887,-1.341625,0.006362,-1.028504,0.644218,-1.558728,0.106559,0.616187,0.281133,-0.370299,0.707943,-1.739394,-1.091848,-0.739358,0.489985,P
-0.619531,-1.41953,-0.902963,1.159335,-0.808057,1.762568,0.92872,0.893877,-1.389549,1.577377,-1.585509,-0.332674,1.673158,0.313605,-0.935288,1.752341,1.47663,1.232137,0.350193,1.692215,1.365458,1.405139,-0.148281,0.23658,-0.369566,N
-1.58002,-1.261461,-0.07984,0.619432,-0.466036,1.302827,0.23398,1.511919,-1.363619,1.664052,-0.896032,-1.016686,-1.48407,1.182066,1.796992,1.688259,1.634894,0.825436,1.661295,-0.660983,0.980643,0.396798,-0.542102,-0.041901,0.087683,N
0.077505,0.921225,0.348932,0.219796,0.06142,1.77778,0.371293,1.728243,0.693355,0.041112,-0.310933,-1.300421,0.082202,-0.681037,-0.946969,-0.514172,1.434461,0.899804,-1.239858,-1.053472,0.782359,0.827857,-0.173042,-1.628988,-1.25115,P
-0.227601,-1.033958,-1.083817,0.932839,-0.806925,-0.074558,-0.748422,0.29579,-1.756226,0.536685,0.135063,1.081532,1.155969,-0.860647,-1.389732,-1.37796,-1.259062,0.341633,0.089587,0.816812,-1.193063,-0.897535,-0.057387,0.955093,-1.155641,N
0.582736,1.139116,-1.350613,-1.75092,-0.967937,-0.299052,0.301785,-0.850465,0.027853,0.00821,1.19635,-1.222315,-0.206336,1.078428,1.467788,-0.03625,1.093681,-0.842509,0.974621,-0.029673,-1.522399,1.612088,1.210305,-0.672713,-0.732163,P
0.68454,-0.26164,-0.503782,0.418471,-0.311702,-1.011142,-1.669131,-1.376095,1.732897,0.128977,-0.145822,0.054591,-0.284038,-1.487929,-0.823931,0.869527,1.405276,1.497747,1.407749,-1.410545,-0.743338,1.671408,-0.131592,0.746393,1.643827,N
-1.350482,-0.740382,0.03481,0.400873,-0.943062,0.21263,-0.056484,-0.427232,0.733501,0.529568,0.113563,1.421281,-1.124526,0.784221,-1.530416,-0.553921,-1.073335,0.401995,-0.83667,0.600971,-0.248929,-1.318244,-1.201776,0.499366,-0.663865,P
-0.168141,-0.548722,-0.87536,-0.951323,-0.650085,-0.858893,-1.00487,-0.054824,-0.443272,-1.509609,1.130462,-0.366284,-1.661867,-0.901583,0.846374,-1.207663,1.139484,0.67664,1.406769,0.799008,-0.952636,1.560355,-0.642268,-0.128115,0.816584,N
0.244256,1.292601,-0.486364,-1.3704,-0.487228,0.812828,1.237165,-0.702057,-0.07272,0.414309,0.094037,0.89553,-0.36136,0.790541,1.054413,-0.678402,1.515667,-0.204432,0.857669,-0.196962,1.505908,0.712656,-0.571927,-1.621956,0.395815,P
