"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
1.013492,-0.06985,0.551462,0.496015,0.741046,0.646028,1.433764,0.289619,1.520302,-0.756623,P
-1.853579,-1.734771,-0.530432,1.32369,-0.955115,-1.437164,1.48195,1.154049,0.670374,0.615713,P
0.077068,0.638356,1.050597,0.574334,0.656123,1.223594,0.446268,-1.536952,0.368156,1.088705,P
-0.287888,-0.929245,-0.870266,1.265887,-1.050585,-1.193424,-1.308106,-0.569701,-0.444109,0.065396,N
-0.916922,-0.775992,-0.50129,0.721688,-0.715291,-0.360457,1.235529,1.079174,-0.308495,-0.050897,N
0.645054,0.284935,0.566317,0.111193,0.5703,1.220277,-1.146849,-0.835053,-1.187334,-1.037898,P
-0.183834,0.41917,-0.985662,-1.25934,-0.705042,1.239106,1.68988,0.00226,-1.557396,-0.06981,N
-0.383844,-0.689181,-0.480545,-0.727808,-0.865772,-0.015306,0.308974,-1.103062,-0.889009,-0.310869,N
0.750205,0.507077,0.788802,0.608091,0.929219,1.783555,-0.61466,0.818561,-1.196389,0.376114,P
-0.705275,-1.166343,-0.398803,-1.344501,-0.83007,1.853959,1.511243,0.128459,-0.610946,1.577546,P
-0.016097,0.901638,0.148084,-1.392633,-0.285336,0.811639,1.198398,-0.853792,0.948657,1.629227,P
-0.30282,-1.45239,-0.417116,0.38596,-0.441841,-1.720942,1.283554,0.578593,-0.583576,-0.908001,N
-1.405058,-0.589715,-0.87279,-0.196312,-0.764708,0.693516,-0.370287,0.695742,-0.421925,-1.508274,N
-0.356774,-0.194673,-0.850888,-0.441347,-0.635092,1.070922,0.404133,0.144003,0.797019,-1.733403,N
0.306706,1.110976,-0.61101,-1.288387,-0.543496,-1.247549,0.376385,1.213293,-0.472588,0.221763,P
-1.013303,-0.975414,-0.902375,-0.15049,-0.924587,-0.976746,-1.588097,1.083317,-0.323303,1.395236,N
-0.214302,-0.119843,-1.104328,-1.013275,-0.773537,-1.661955,1.593641,0.010059,1.090082,1.742231,N
-0.60156,-0.405116,0.467317,0.36288,-0.197965,-0.18255,-0.746447,0.108591,-0.336409,-0.077638,N
1.250473,1.750774,0.159289,-0.911437,0.536098,0.370708,0.335259,1.450604,-1.049861,-0.940118,N
0.041674,0.511888,0.50923,0.445493,0.435,1.119589,0.496003,0.161479,-1.563204,-0.505149,P
1.765692,1.51243,2.04204,1.435595,2.685763,1.525084,1.360091,1.191356,1.467359,-0.3503,N
-0.345841,-0.29667,-0.697495,-1.354338,-0.757326,-0.435214,-0.147161,-1.834466,1.404704,-0.074683,N
-0.839277,-0.84204,-0.140533,-0.05812,-0.278901,0.509338,-1.57775,1.155561,-0.318835,-0.692913,N
1.381708,1.606546,0.678501,-0.282799,0.964948,1.54805,-0.856124,0.418232,0.71153,1.514688,N
-0.728692,-0.07065,-0.727602,-0.455341,-0.757287,1.252808,1.296334,-0.811504,-0.953686,1.51713,N
0.872942,1.197133,2.590773,1.448124,2.364713,0.61722,-1.530237,-0.885029,1.262515,-0.189478,N
-0.890058,-0.756245,-1.130325,-1.447317,-1.033819,-1.117325,0.846858,1.290176,-0.959172,-0.89727,N
0.916613,0.596227,-0.038483,0.389117,0.438689,-0.572896,-0.743727,-1.482072,-0.738861,1.355024,P
-0.710487,-0.060923,0.243518,0.535548,-0.338442,1.811566,0.904628,0.530795,0.514376,0.214528,N
-0.058017,0.437858,0.599652,0.066836,0.087052,1.481827,0.083096,0.175591,-0.501109,1.046797,P
1.376493,1.639435,1.762189,1.075081,2.360044,-0.20462,-0.288071,1.494609,0.437511,-0.494368,N
