"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
-0.531625,-0.166552,0.710757,1.472966,-0.188466,-1.018317,-1.393816,-1.041569,0.48854,0.156159,N
-0.201111,0.616861,1.269835,0.915577,0.529244,1.574915,0.983076,0.943144,-0.915702,1.110059,N
0.884573,1.286423,1.763193,0.98321,1.554588,-0.066275,-1.185776,1.351016,-0.540948,0.059014,P
1.123549,1.530523,1.902128,1.001439,2.181501,-0.283498,-0.532131,0.15133,-0.19819,-1.224875,N
0.885309,0.525285,-0.092551,-0.045502,-0.110581,-1.05825,-1.439472,-1.292743,-0.035914,-0.818917,P
-1.18803,-0.989523,-0.894702,-0.464608,-0.876067,-0.518602,0.359913,0.976397,0.393456,-1.347185,N
0.25255,0.745556,1.23985,0.495303,0.754092,0.274515,-0.477888,0.893359,-0.518612,-1.094333,P
-0.078287,0.424146,-0.404042,-1.269949,-0.472468,2.803657,1.755153,0.502194,-0.302183,1.625958,P
-0.705991,-0.897418,-0.848077,-0.925737,-0.602961,0.125781,-0.12278,0.545166,-0.851708,0.603348,N
1.105794,1.660236,1.109578,0.250354,0.869489,-0.236813,-0.896503,-0.319711,-1.036359,1.418703,N
-0.584364,0.086078,-0.647265,0.244577,-0.660371,-1.426723,-1.358029,1.196395,0.445155,-1.699622,N
-0.171887,-0.593228,0.22557,0.812795,-0.047127,2.412816,1.708384,1.658011,-1.061234,-0.193857,N
1.106651,1.033448,1.183,0.94716,1.250002,1.811709,1.361007,0.749203,0.112948,1.403544,P
0.317803,-0.38159,-0.525021,-0.941386,-0.172532,0.934706,-0.119627,0.778718,-1.742904,1.527625,N
0.857754,1.121968,1.738498,1.166934,1.685872,1.566874,1.000219,-0.995029,0.220566,1.660292,P
0.198152,-0.541758,-0.009072,1.587182,0.102009,-0.858979,-0.455765,-0.859356,-0.921845,-0.877362,N
-0.118315,-0.806107,-0.442244,-1.268967,-0.470785,0.234372,-0.262148,1.62629,0.70919,1.552378,N
0.495509,0.998681,1.467914,0.446478,1.106988,1.83097,0.952248,1.116467,0.561929,-0.515754,P
-0.695792,-0.937065,0.244316,0.80335,-0.205009,1.027187,1.719072,1.014832,-0.474045,-1.557575,N
-0.749586,-1.530068,-1.85822,-0.415163,-1.337824,-0.293409,-0.621258,0.239809,-1.159374,-0.954441,N
-1.226166,-1.53961,-0.70517,-1.556499,-0.651918,-1.326177,-1.0381,-1.246614,-1.313582,1.457043,P
1.17068,1.172112,-1.251803,-1.46886,-0.916914,-0.659767,1.618801,-1.517273,1.51863,-0.27553,P
1.049437,1.198722,1.498121,1.099172,1.507318,0.969547,1.714462,0.442954,1.60368,-1.426946,P
-1.275148,-0.931742,-0.301572,-0.787374,-0.599313,-0.260576,-0.767003,1.337246,-1.15039,-0.726247,P
0.817464,1.218804,1.523023,0.567491,1.516082,-1.331135,-1.037433,-0.817745,-0.76878,1.217437,P
-0.830996,0.034247,0.211035,0.599935,-0.313401,0.18529,1.670221,-0.883301,0.649918,-1.417556,N
-0.588102,-0.239003,-0.702408,-1.236742,-0.45841,-0.361119,-1.14611,0.016308,0.465594,-1.57456,N
-1.471104,-1.501427,-1.501683,0.090357,-0.768975,-0.082142,0.031385,-1.115449,0.975153,0.545862,N
0.867869,0.165084,0.680957,0.755005,0.800471,-0.589815,-0.102244,1.545573,-0.243133,-1.30061,P
-0.173402,-0.07331,1.024663,1.398908,0.692215,2.330668,1.064794,1.659923,-1.385736,1.332055,N
0.612328,1.557413,0.4111,-1.32621,0.335837,-0.582278,-0.560055,0.703455,-1.50387,0.647736,P
-1.85177,-1.343781,-1.361918,1.522695,-0.587532,-0.075763,-0.231074,1.413918,1.041059,1.32006,N
-0.079212,0.597214,0.722219,0.603271,0.329762,-0.398287,-0.520902,0.718848,-1.195311,1.481623,P
0.762481,0.171689,-0.790698,-0.965259,-0.531639,-0.909461,-0.068757,-1.538409,-0.934685,-1.24819,P
-0.501075,-0.896694,0.308266,0.170881,-0.099078,0.432479,0.76572,0.788513,0.617313,-1.339153,N
-0.398898,0.037886,-0.514304,-0.437159,-0.424478,2.334551,1.398799,0.692663,0.329066,0.875951,N
-0.074903,0.253524,-0.637443,-1.552509,-0.634599,-1.455453,-1.487916,1.493811,-0.654008,0.585772,P
-1.173482,-0.635516,-0.151553,1.377007,-0.844052,-0.14757,0.773971,0.761761,1.051654,-1.328838,N
1.313547,1.060944,0.278107,-0.400142,0.617488,-0.399465,-1.041927,-1.711662,0.036085,1.68045,P
-1.881558,-1.328226,-0.980349,-1.552067,-1.006425,1.903561,1.716172,-0.001316,-1.008511,1.26778,P
-0.129872,-0.193923,-0.063651,-0.627653,0.074828,-1.212423,-1.516644,0.049798,-0.116192,-0.855963,N
1.265408,1.331664,-0.990996,-1.333704,-0.95978,0.619708,-0.017566,1.145041,1.762257,-1.667846,P
-1.552183,-1.40848,-1.168543,1.360634,-0.727286,-0.810737,-0.777867,-0.733035,0.707535,0.83674,N
-0.185646,0.115933,-0.519037,-0.44051,-0.622397,-0.614536,-0.791195,-1.676322,-1.75639,0.220674,N
0.64539,0.182557,0.855591,0.892339,0.653623,-0.597856,-0.183335,-1.757354,0.38215,-0.355386,P
1.516636,1.406841,1.802831,0.937506,2.168245,-0.305946,1.42737,-0.500136,1.628777,-1.35627,N
-1.71211,-1.258503,-0.29895,-1.304753,-0.609012,-1.283664,-0.614401,-1.669939,-0.326221,0.117507,P
1.564981,1.067903,0.147563,-0.937079,0.466636,0.684542,0.394931,0.524606,1.717188,0.818247,P
-0.500029,-1.266744,-1.673956,1.117648,-1.132338,1.108218,0.02892,1.048778,1.512826,0.630564,N
0.02638,-0.454186,-1.197047,-1.447518,-0.822991,0.106548,0.780138,1.143963,1.479871,-1.551167,N
1.985874,1.502353,2.78008,1.205635,3.963995,1.092698,1.380455,-0.252376,-0.660225,-0.288374,N
-0.29198,-0.724877,-1.12601,-1.296254,-0.981244,0.325475,0.033388,-0.43466,1.430812,0.692067,N
0.19333,-0.461436,0.266249,0.552241,0.043702,-1.365682,-1.385891,0.041521,0.638468,-0.886556,N
0.623071,-0.04024,0.323923,0.343225,0.26703,-1.043001,-1.297673,0.380453,1.622791,0.710337,N
-1.08056,-1.439814,-0.413823,1.075812,-0.762463,-0.733665,1.3718,-1.09208,-1.024561,-1.503215,P
1.497992,1.054342,1.613019,0.178906,2.039379,0.959574,0.779269,-0.735705,1.180591,1.575432,N
1.783429,1.525578,-0.291262,-1.025472,-0.090446,-0.517208,-0.646867,-0.072755,-0.09144,1.102997,N
0.429261,0.138812,0.434445,-0.547408,0.239715,-0.465813,-0.766286,0.830814,1.702053,-0.351548,P
-2.428605,-1.659184,-1.676824,0.972108,-0.647725,-1.231688,-1.483905,-0.574995,0.69227,-1.27247,N
-0.839863,-1.176397,-0.879175,-0.549065,-0.510548,0.312007,-0.01295,1.011739,0.867537,-1.307922,P
0.480459,0.200838,0.598535,0.491926,0.788699,0.630849,0.445503,1.149548,-0.2616,-0.492849,P
-0.466512,-1.108349,-0.224897,1.598532,-0.27912,-0.143633,0.366149,-1.809778,0.651713,0.355909,N
0.657121,1.497405,2.573011,1.043754,2.361175,-1.146594,-1.338557,1.635557,-0.53503,1.686436,N
0.616518,0.526752,-0.933485,-1.394349,-0.630058,-1.203949,-0.597493,-0.707231,-0.830634,-1.595319,P
-1.397622,-1.690641,-1.676621,-1.010097,-0.959689,-0.378841,-0.882662,-1.800459,-1.050474,-1.681696,P
-0.808803,-0.217731,-0.534248,-0.274623,-0.553449,-0.056084,0.968702,-0.055202,1.068238,-1.102074,N
-0.913186,-1.658083,-0.928847,0.246128,-0.992724,-0.523888,-0.953045,0.525908,-1.866788,-0.209242,P
0.468939,0.347581,-0.026152,-0.341599,-0.060703,1.102533,1.426832,-0.10982,-0.630342,1.479683,P
0.739718,0.232003,-1.042922,-1.463132,-0.407268,-0.360148,-0.920432,0.14756,0.614785,1.704592,P
1.148408,0.852762,1.589905,1.192009,1.803303,-1.221476,-1.508477,-1.166346,1.617529,0.135763,P
0.499524,-0.397522,-0.384867,-0.597802,-0.406592,0.421064,1.833112,-0.181755,0.053868,-1.237475,P
-0.174632,-1.071035,-0.726684,-0.739116,-0.769096,-1.881828,-1.461491,1.507341,-1.858228,0.036858,N
-0.439383,0.584359,-0.595138,-1.294153,-0.507496,-0.96188,-0.412903,-0.349013,0.682785,-0.627693,P
-0.85965,-1.627606,-1.290911,-0.141678,-1.030087,-0.412348,-0.253713,0.504886,-0.817844,-1.672992,P
0.349752,0.488323,-0.637769,-0.879387,-0.31138,0.100104,0.093608,-1.06832,1.267765,1.578814,P
0.806094,1.629472,-0.658337,-1.423938,-0.350847,-0.412691,-1.09403,0.879733,0.589017,-0.529041,P
2.118594,1.646973,-0.997465,-1.65184,-0.705201,-0.010906,-0.63519,-1.591904,1.327526,0.214131,P
1.363608,1.510453,0.37658,-0.370061,0.818493,1.000527,1.785193,-0.82127,0.895399,0.771047,N
0.030825,1.083872,-0.38936,-0.662316,-0.23224,-0.386298,0.780395,-1.484567,-0.594912,-0.070661,P
-0.598869,-0.110636,-0.617422,-0.337374,-0.507568,0.017884,0.330262,0.607833,0.059782,-0.739104,N
-1.053487,-0.617543,-0.44833,-0.859683,-0.51795,-0.906928,-1.372374,-0.03238,-1.165495,1.728537,N
0.96991,0.430708,-0.900952,-0.739088,-1.016447,-0.785895,-0.852543,1.147143,0.273548,0.461909,P
-1.195686,-0.728703,-0.327655,0.087067,-0.622959,-0.370831,-0.754013,0.256974,-1.854939,-0.272744,N
-0.061464,0.45745,-0.879953,-0.77253,-0.709598,2.462944,1.097946,1.488889,0.426925,0.813887,P
-0.347327,0.234546,0.908337,0.954387,0.178294,-0.258603,-0.755542,1.096951,1.333353,-1.498087,N
-1.534164,-1.678392,-0.815152,1.298722,-0.861874,-0.635357,-0.706002,1.055385,1.279914,0.940638,P
1.235765,1.377157,-0.805222,-1.566834,-0.681781,1.080414,1.740455,-1.126871,1.083128,1.299356,P
-2.03164,-1.685111,-0.956069,-0.099672,-0.813232,-1.310898,-0.883928,0.409551,-0.227599,-1.548186,P
-0.247334,0.387925,-0.122371,-0.180794,-0.138716,-2.272033,-0.631123,-1.646802,1.708108,-1.527862,N
0.084534,0.179782,0.936248,0.958725,0.584998,-0.016072,0.860844,0.369538,-1.426282,-1.048638,N
-0.358773,0.217449,-0.515486,-0.471461,-0.531871,0.041323,-1.147562,-0.050711,1.524505,-0.724938,N
-0.340448,-0.744403,-0.919219,-1.038761,-0.752903,1.831016,1.350859,0.437296,-0.851486,-0.003362,N
-0.56736,0.03355,1.534824,0.892332,0.50658,-0.099293,-1.089072,0.702527,-1.219624,0.348506,N
0.052947,0.164144,0.196974,0.79931,-0.237644,-0.815595,0.419488,-0.898489,1.176864,-0.982747,N
-0.041556,0.586205,-0.319323,-0.289697,-0.622372,0.088728,0.124741,0.22183,1.182361,0.913583,P
0.509063,0.694704,0.107066,-1.058071,-0.011599,-0.219016,0.078306,0.831708,-0.001891,-0.055708,P
-1.576115,-1.535301,-0.63411,0.663749,-0.773026,-0.446277,-0.7458,1.063964,-1.648024,-0.220641,P
-0.086037,0.501556,-0.476442,0.211011,-0.187317,0.083627,0.092714,-0.789135,-1.134765,0.788006,N
1.190554,0.289274,0.348,0.858963,0.553897,1.3282,1.458159,-0.347666,0.110597,0.565803,P
-1.81765,-1.36344,-0.53471,-0.933944,-0.726013,0.65547,0.744581,0.491861,1.397711,0.196633,P
0.558916,0.6442,0.760299,0.69777,0.886563,-0.604838,0.749211,-1.575633,-1.146551,-1.541117,P
-1.733428,-1.610498,-1.171402,-0.439578,-0.950232,0.792612,1.055198,0.150762,-0.831653,0.549536,P
-0.426496,-0.344718,-0.948071,-0.90607,-0.704918,-1.240114,-1.563991,-0.00238,-1.368763,0.904352,N
0.904487,0.557409,-0.094479,-1.012419,0.218402,-0.41179,-0.178908,0.000256,0.052208,-0.700514,P
-0.753701,-0.568462,-0.84441,-0.3124,-0.804939,-0.993323,-1.017183,-0.454247,0.741425,1.074442,N
0.366134,-0.099029,-0.67075,-0.543568,-0.784037,-0.290088,-0.498231,-0.724448,-0.67679,0.070602,P
1.720692,1.507391,1.360889,0.609775,1.80665,1.637967,1.883452,1.246371,-1.082437,-0.189037,N
-0.685261,-0.47793,0.395904,1.105483,-0.380845,-0.712158,-0.913027,-1.05528,-0.375682,1.600314,N
-0.81966,-1.186753,-0.708939,-0.006955,-0.876713,-1.048232,-1.341885,0.326838,-0.281653,1.626413,N
-0.486809,-1.084457,-0.422413,-1.617791,-0.412873,-0.24758,-0.198854,-0.753791,-1.25846,-0.11432,P
0.963804,1.347938,0.312054,-0.30745,0.310013,0.073489,-0.277393,0.160777,-0.133487,0.387069,P
-1.699869,-0.889783,-0.663733,-0.784727,-0.818752,1.52035,0.795767,0.106423,1.055831,1.724933,P
1.65985,1.25771,-0.463394,-1.449994,-0.070224,0.134603,0.135954,0.524351,-0.159203,-1.100992,N
0.47299,-0.131419,-0.99444,-0.945252,-0.823283,0.227703,0.290109,-0.901571,-0.370837,1.059986,P
-0.012679,-0.032178,1.071679,0.895063,0.500174,1.473649,1.237408,0.445836,0.126851,0.056453,N
-0.669373,-1.417178,-0.374829,1.293327,-0.655171,0.862991,0.57598,0.583681,0.459219,-0.261937,N
-0.541216,-0.641574,-0.619779,0.48673,-0.674602,-0.289242,-1.082465,0.815671,1.64619,-0.413514,N
0.110911,-0.149994,0.091516,0.305623,0.05352,-1.138788,-1.125404,0.642142,1.753129,-0.576279,N
-1.476658,-1.123834,-1.063936,0.531655,-0.958516,-0.807901,-0.886943,-1.448346,0.607672,0.832637,P
-0.350667,-0.449381,0.280226,-1.434669,-0.466213,-0.888432,-1.255164,-1.238852,-0.195919,-1.559056,P
-1.423698,-0.782996,-0.946535,0.176415,-0.861955,-0.466459,-1.17928,-0.649007,0.973261,0.682163,P
-0.350276,-0.762181,-1.198279,0.109187,-0.856981,1.538332,1.30015,1.006338,-0.884867,0.495564,N
-0.555845,-1.317937,-1.917103,-0.97903,-1.358841,2.553225,1.189197,1.59301,1.320704,0.938299,N
-0.258277,-1.122162,-0.777702,-0.705361,-0.675955,-0.348514,-0.647617,-0.704184,0.943373,-0.249026,P
0.546798,0.896767,0.392935,0.622522,0.52276,-1.310485,-1.566081,-0.239601,-0.420584,-0.378736,P
0.775296,1.349281,2.778151,1.541142,2.331472,-0.150685,0.366941,-1.065366,-0.103188,0.959553,N
-1.15471,-1.212328,-0.832671,0.020042,-1.158476,0.443732,1.607501,-0.593905,-1.211892,-1.078469,P
0.777095,0.315011,1.233565,1.557702,1.105823,-0.426151,-1.33303,1.328665,0.827447,-0.04719,P
-0.198184,-0.709877,-1.004517,-1.271283,-0.905926,0.73118,1.861218,-1.638906,-1.086039,0.67032,N
-0.293084,-0.887173,0.450357,1.279667,-0.313112,-0.287095,-1.366662,1.13971,-0.148174,-0.103731,N
1.355803,1.145221,0.436592,-0.307797,0.581235,0.251539,1.082888,-0.293943,-0.85235,-0.269444,P
-0.944426,-1.552442,-0.748807,0.350423,-0.816313,0.178372,0.357927,0.326449,0.99698,-0.389663,P
-0.945658,-1.082788,-0.697751,1.067266,-0.746847,2.288735,1.265811,1.220662,-1.543241,1.658706,N
1.994002,1.490477,2.520253,1.353096,3.594275,-0.502617,-0.257526,0.06526,-1.113899,-1.077648,N
1.165652,1.191481,0.51639,-0.581195,0.607995,0.240216,1.792044,0.104612,-1.095268,-1.393014,P
0.582572,0.557412,0.429897,-0.002074,0.176512,0.489488,-0.067511,0.41783,-0.644502,0.937882,P
0.24851,0.257205,1.600137,1.541918,0.920429,0.771782,1.066073,0.647636,-1.314306,-1.106002,N
