"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
-0.121608,0.615667,-0.346069,-1.09289,-0.833773,0.348163,-1.557225,1.102618,-0.637037,-0.880653,-1.08754,1.480955,0.47955,0.038417,-0.627339,-1.043164,1.327548,1.661868,0.15558,-0.777716,-0.37763,0.810838,0.602283,-0.158232,1.496586,-0.586713,-1.344732,1.517013,0.822925,-0.158817,0.470403,-1.366769,-0.746241,1.596426,1.704535,0.759041,-1.507193,0.29416,1.413161,1.035076,1.269133,-0.638931,-1.546699,-1.418126,1.532484,1.026654,-0.09909,-1.120898,-1.007501,0.205164,P
-1.796373,-1.298017,-0.752426,1.198709,-0.67754,0.046973,1.382707,-0.29405,1.326446,-0.552696,-0.452023,0.909592,-1.492159,0.295801,-0.712043,0.588487,-0.86181,1.026684,1.572645,0.174768,-0.677962,0.046768,-0.203879,-1.0715,-0.867763,-1.462872,-0.146372,-1.219547,-0.750187,-0.772715,-1.210081,-1.238615,-1.280486,0.158224,0.373028,0.412593,0.412214,0.073784,1.719431,1.30757,0.355378,1.645918,-0.002071,1.637264,1.66438,-1.50066,0.085134,0.373536,-0.536865,0.676189,N
0.808672,1.250045,-0.681162,-0.832866,-0.648405,-1.101556,1.375176,-0.024728,0.863727,-1.249217,-0.386638,1.183668,1.770831,-1.288708,1.558389,-0.50301,-0.442201,-0.010901,0.594269,-1.128268,0.649722,-1.467656,1.378291,0.932721,-1.65877,-0.327766,0.452545,-1.454314,-0.455385,-0.082285,-0.297322,0.582575,0.876155,-0.334098,0.723253,-0.656962,1.412679,1.428702,-0.008819,0.180341,-1.062526,1.19598,-1.328331,1.497985,-0.563443,-0.486352,1.378976,-0.499473,1.089803,0.617409,P
-1.515641,-1.23102,-1.152722,-0.794957,-0.947546,1.79167,-1.695824,-1.20998,-0.908778,-0.691479,-1.101401,1.391162,-0.532528,-0.379959,-1.42047,1.342281,-0.595058,1.614466,1.134216,1.403245,0.306879,-0.152674,-1.552286,-1.507112,0.081098,1.358537,0.409396,0.576745,-0.240167,1.500902,-0.013225,1.0354,-0.113393,1.211777,1.158923,-0.756458,0.642167,-1.733633,1.230135,0.157752,0.601504,0.205701,0.15702,0.06042,-0.990537,-0.599574,-0.893211,-1.568651,-0.632136,0.671785,P
-1.286571,-0.9353,-0.709398,-0.737995,-0.768924,-0.639045,-1.701882,-0.044899,0.440154,-0.966328,-1.175672,0.732697,0.27356,-1.43828,1.651968,1.313494,-1.829037,1.824673,1.381432,0.512376,-0.458754,-1.199689,0.235711,1.720115,-0.827237,0.311048,-0.648295,1.540416,1.146703,-0.172791,-1.445484,-0.14499,0.67047,-0.729168,-1.326138,1.255289,-0.700424,-1.529807,-1.480463,-0.077406,1.000538,-0.533756,1.264626,0.681248,-0.763427,-0.463869,-1.558122,-0.911819,0.669533,-1.038555,P
0.949744,0.667902,0.831715,1.168813,0.911595,0.250224,0.694835,-0.256389,-0.330573,0.37376,0.236814,-1.287596,0.653312,-0.634789,-1.371902,-1.565499,0.022524,0.759949,-0.718554,1.305879,1.682465,-0.694844,1.028996,0.702444,-0.140308,0.854451,0.961404,-0.552673,0.844047,0.455,-1.606153,-0.80795,-0.956446,-0.050121,-0.123889,-0.945866,0.124515,-0.457303,-1.63589,-0.28017,0.118957,0.612364,0.963422,0.030798,-0.619225,0.896386,-1.102261,0.541983,-0.041427,0.399448,P
-0.95292,-1.563565,-0.690011,1.150591,-0.961984,0.092164,-1.20317,-1.633108,-0.214536,-0.458717,-1.622779,-1.262631,-0.646524,-0.217997,0.556442,0.10429,0.176439,1.020013,-1.604906,-1.622542,-0.947081,-0.520568,1.562513,-0.556776,-1.231909,-1.297776,-1.410907,1.192458,-1.630621,-1.427363,0.158676,1.525609,1.660485,0.777535,-1.194863,-0.835229,-1.254986,-1.295901,0.691577,1.61299,0.775582,-0.351579,1.120409,-0.850553,-1.075292,-1.484896,0.086902,0.58196,-0.958283,-0.293523,N
-1.499615,-1.28599,-0.311953,1.296816,-0.742635,-0.185223,1.352281,-0.09554,0.852243,1.121657,-1.150907,0.613121,1.394801,-0.840218,-0.516083,-0.890045,0.52821,0.189866,-0.06887,1.059678,-1.498662,1.387559,-0.257426,1.031204,1.318912,-1.047027,0.176982,-1.652152,0.925028,0.481985,-0.277036,1.204578,-0.169871,0.102669,-0.383467,1.443388,1.046831,0.776102,0.695459,-0.099963,-0.523093,0.732007,0.113616,-0.615724,-1.092131,0.46671,-1.333602,0.992949,-0.675939,-1.279702,P
-1.081701,-0.783436,-0.646861,-1.54602,-0.884603,-0.989153,-0.865552,1.457279,1.451473,-0.519198,-0.829661,1.644112,-0.968829,-0.406933,1.597709,1.597135,-0.654776,-1.18593,0.433516,-0.774531,-0.321905,0.436757,-0.099146,0.6848,0.978892,-0.445592,1.3683,1.460937,-0.172757,0.366938,-0.866718,-0.876725,0.534975,0.596509,-1.091784,0.632854,0.112458,-0.388107,-0.323709,0.166461,1.69302,1.255811,-0.53065,0.516054,1.357232,1.126517,-0.549365,-0.216732,1.152703,0.296895,P
-0.831308,-0.596541,-0.756009,-1.161186,-0.966207,1.365844,1.51892,0.374966,-0.574801,0.131836,1.554678,-0.949351,-0.310467,-0.87022,-1.181233,-0.941158,-1.153259,0.79931,0.804839,-0.760814,-0.955465,1.665075,-0.218766,-0.348434,-0.874385,1.641479,-1.358252,0.797754,-1.481899,-0.018289,1.147247,-0.049523,0.449623,0.36415,1.215301,0.812479,0.826044,-0.027491,0.085406,-0.424491,-0.957925,0.288708,-1.528328,0.321701,-1.737795,0.737648,-0.333354,1.130067,-1.123744,0.783715,N
