"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
0.795285,0.266024,-0.23616,-0.992629,-0.156918,-0.615337,-0.98833,0.66172,-0.625128,1.014543,1.712792,0.521185,0.574851,0.396684,-0.694083,-1.053286,-0.393368,-1.213503,0.77635,-1.808701,-1.20829,0.750042,-1.695431,-1.289026,0.488088,1.893087,-0.020004,0.759831,-0.307745,-0.688692,-1.397345,0.527185,1.144786,-0.708962,1.334617,-0.111992,-1.581079,-0.297747,-0.353031,-1.102471,-0.839271,-0.059744,-0.957909,-1.301574,-1.267317,0.977572,1.456569,-0.74637,0.451311,-0.338022,P
-0.11233,0.285531,0.181466,0.095295,0.094159,0.115504,-0.970318,1.214671,-0.743767,1.191334,-0.991837,0.732706,0.636613,1.67599,0.030705,-0.523102,0.314854,-0.69688,0.498724,1.209308,-0.16596,-0.155307,-0.707272,-1.143079,-1.283792,0.64562,-1.065481,-1.467767,-0.007347,-0.082046,-0.967379,0.863451,-0.465168,0.519169,0.458813,-0.375821,-1.41411,0.045927,0.051504,-0.945343,0.175955,-0.682579,0.374,-1.305554,0.772863,-0.295054,0.039502,0.165349,-0.376204,-0.271711,N
-0.53253,-0.309777,0.516895,1.62014,0.229263,2.206161,0.734188,0.945106,1.294366,1.334425,1.230001,0.601996,-0.644945,1.472817,-0.313504,0.29783,-0.511186,0.835555,0.889244,0.097731,-1.120646,-0.875028,-0.325261,-0.881907,0.17047,0.167822,-1.217803,-1.727612,0.689637,-1.357649,0.576249,1.441251,0.188695,1.592221,1.204744,0.650007,-1.689434,1.060431,1.264088,-1.467305,0.307639,1.474397,-0.489195,0.375623,-1.569485,-0.333091,1.391912,-1.148646,1.55994,-1.12688,N
-2.005165,-1.487807,-1.466828,-1.326435,-0.794732,0.865448,1.72771,-1.222317,-0.735548,0.393581,-0.192041,-0.99562,-1.382411,-1.23688,-1.922841,-0.054108,-0.680404,-1.328509,-1.067279,-1.288043,1.501975,0.007185,1.252713,-0.971472,-1.478831,1.614758,-1.84274,0.458116,1.471426,-1.288592,1.153588,0.738374,-1.267694,1.49023,1.326356,1.601224,0.559493,1.616099,0.048964,0.220093,1.876205,-0.257393,-0.06704,0.942388,0.500227,0.543807,0.90424,-1.539859,1.622066,0.54221,P
-0.310201,-0.832491,-0.486016,-1.493046,-0.321764,-0.140279,0.867009,0.208861,-0.644233,-1.44785,-1.156464,-1.4,0.072501,-0.349656,-0.322804,0.991647,1.634685,-0.812449,0.367882,0.061995,0.218538,-0.957816,-1.362771,1.156824,1.122955,0.285938,0.202305,-1.005825,-1.209581,1.401957,1.454779,0.122281,1.005379,-1.444886,-0.413677,0.499498,1.479575,0.965099,0.360584,0.353577,0.673998,0.962326,-0.747508,0.195886,0.172916,0.183828,1.002959,-0.374187,-0.502165,-0.290632,N
0.995377,1.542336,1.37834,0.283377,1.530542,-1.380303,-1.574255,0.171223,-0.834027,0.23667,0.081224,0.543955,0.790207,0.080799,-0.280638,-0.226593,1.392219,0.677576,1.557636,-1.341199,1.384637,-1.192586,0.326074,0.302128,0.169112,-0.485176,-1.735436,1.531289,-1.207715,1.494971,0.941781,-1.029963,0.840788,-0.139722,1.028734,-0.884197,-1.142822,0.058426,-0.092302,-0.799639,-1.12691,0.853616,-1.583971,1.133911,-0.9025,1.297629,1.266051,1.681924,-1.133379,-0.739432,P
1.035644,0.805468,0.890038,0.70664,1.116561,-1.130366,-0.64688,-1.427301,-0.350064,-1.560875,0.052503,0.1481,1.195373,-1.579933,0.670232,0.008904,0.63988,-0.864643,-0.999455,-0.791593,0.476126,-1.465882,-0.638545,-0.663986,-0.626944,-0.095183,0.809374,-1.391639,0.453866,-1.330268,-0.542711,0.006334,1.396797,0.641912,-0.469488,-0.33493,-0.371957,1.683214,0.07062,-1.133544,-0.890224,1.482313,0.964662,0.42093,0.512813,1.471451,1.122995,0.523572,-0.323953,-0.448384,P
0.396785,0.987195,1.979717,1.168743,1.475632,-0.947589,-0.66944,0.499444,-1.398931,0.275836,0.383661,-1.249632,-1.360774,0.51195,1.437328,-1.310447,-1.079425,1.002606,-0.08734,-1.2663,1.38542,1.294671,-0.453369,1.521535,-0.950104,1.115666,0.923778,0.57339,1.223094,0.931745,-0.483656,-0.817866,-0.741934,-1.470271,-0.558641,-1.160785,-0.269485,-1.013758,-1.79888,0.014796,-0.166238,-0.351061,-1.298806,-0.083058,1.161298,0.572611,1.283272,1.331985,-0.312368,-0.670845,P
-0.27541,0.717255,-0.898869,-1.081108,-0.683908,0.324207,0.839072,-0.603736,0.611478,-0.310635,-0.437459,-0.374549,0.805186,0.663917,0.619233,-0.11009,0.194886,-0.548561,-1.867301,0.113161,1.045468,0.229065,0.658144,-0.288044,-1.514458,-0.174249,-0.951563,-0.260739,0.252965,-1.715897,0.131296,0.006252,-0.733502,0.447598,0.970962,-0.597039,-0.354247,-0.892251,-1.423197,0.065696,-0.066203,0.370023,0.165524,-0.77598,0.957199,-0.30292,1.065142,-0.081745,0.096232,1.041507,P
-1.068093,-0.682493,0.357795,1.629845,-0.241686,-1.513862,-1.566559,0.677321,-1.139119,-1.405953,-1.507326,0.910689,0.372521,-0.301932,0.506649,1.491786,0.387766,-0.861106,0.047828,-0.135679,-0.066406,-1.193135,1.708538,-0.210385,1.496012,0.546178,1.787189,-1.200652,1.351563,-1.269614,-0.270857,-1.529072,1.455029,-1.385839,0.368269,-0.137926,0.100186,0.533254,1.176171,1.256153,0.35347,0.250521,0.861376,0.495537,0.199033,-0.885668,0.264575,-0.62415,-0.870688,0.581809,N
0.272219,0.213953,-0.518537,-0.003685,-0.326183,0.325615,0.3636,0.575852,-1.581096,-1.169005,0.777466,-1.55211,-0.411666,-1.451618,1.856175,1.140095,-1.560266,-0.600357,-1.588011,0.178214,-1.470911,1.576672,1.27896,-1.745521,1.308348,0.877864,-0.515152,0.054129,-1.014845,-0.784868,0.453718,1.348839,0.625828,-0.47397,-1.386635,1.445215,-0.955369,-1.599026,0.982553,1.75412,0.90189,-0.91361,-1.045931,1.940197,1.516378,0.811321,-1.012144,-0.063368,-1.578264,-0.543376,N
-1.226055,-0.658781,-0.721232,-0.662488,-0.540461,-0.734534,-0.949104,-0.659105,-1.515565,1.273884,-1.140665,0.659057,0.818246,0.658884,-0.549831,0.603617,1.02224,-1.605173,0.121448,1.281208,-0.504075,1.322321,1.644415,0.003991,1.127221,0.602048,0.336004,0.982763,0.895737,-0.718699,1.835536,1.969517,1.059793,-1.561379,-0.179776,1.138229,-0.78311,-1.006746,-0.996419,-1.101627,1.240813,-0.494913,-0.212327,0.988646,0.634589,-1.035621,-1.563278,1.57312,-0.944103,0.089481,N
0.773254,1.226312,-0.392896,-0.736617,-0.129627,2.384297,1.642209,-0.30353,-0.63451,1.487684,1.572909,-1.14877,1.392021,0.348501,0.127746,-0.539214,1.39423,-0.772671,1.614047,-1.303772,-0.962164,0.790267,-0.74597,-1.715036,0.464468,0.208375,1.699756,-1.018232,-1.527367,0.94661,1.338152,1.514363,0.662967,0.106423,-0.590488,-0.765596,0.096987,1.708141,0.475696,0.093768,-1.032209,-0.683404,0.712266,-1.671624,0.898891,0.864356,-0.74108,-0.797234,-0.332453,0.955685,P
-0.217,-0.777206,-1.042273,-0.432417,-0.903305,-1.234017,-0.999605,-0.961694,-0.993662,-1.550494,-0.866552,-0.199256,0.688131,1.598803,-0.765563,-0.567886,-0.770591,-1.118749,0.825891,1.107402,-0.142355,-1.421099,-1.50311,-1.560657,-0.26679,1.01436,0.332131,0.887103,-0.564515,-1.644155,0.50346,-0.384436,-1.395135,-1.005971,1.670574,-1.212878,-0.843778,-0.59594,0.660284,-1.541899,0.603839,-1.758385,0.709496,-0.403945,-0.381036,0.690292,-1.483999,0.426012,-0.518414,-0.112886,N
-0.759745,-0.951817,0.156327,0.829763,-0.225893,0.730696,0.44808,1.187804,1.242856,-1.309648,-1.426405,-0.837504,0.636132,1.382972,-0.097596,0.194297,0.655041,1.577487,0.169186,0.679561,-1.340937,-1.482081,0.387085,0.962223,1.204404,1.425756,0.381841,0.237327,-0.070909,-0.175698,-0.489056,0.65178,-0.467378,0.528003,-1.219041,0.277677,-1.585694,-0.737113,0.929442,-0.153184,-0.90283,0.716151,-1.212045,0.664377,0.731543,0.156065,-1.310308,-0.00064,-0.60982,0.620758,N
0.29739,-0.226492,-1.126219,-1.42632,-0.730642,-0.914818,-0.897331,-1.193483,1.100927,-1.142986,1.285554,0.354079,-1.69354,-0.628765,1.268884,0.055763,0.476314,0.03613,0.015985,-0.675857,1.100458,1.174184,-0.464635,1.503534,-0.402219,0.000899,0.906915,0.615124,1.718171,1.552772,-0.623464,-0.223017,-0.102691,1.617039,-0.489961,-1.45476,0.221365,-0.175735,1.271216,-1.475158,-1.526691,0.984409,0.781743,-0.677417,-1.161049,-1.15357,-0.105341,-0.594955,-1.81288,1.657191,N
2.195111,1.845352,2.2584,1.171942,2.934206,1.22345,0.321801,-0.207013,-1.30521,1.31012,1.654609,-0.187494,-0.230617,0.75031,1.064662,-0.906103,0.398539,-0.805389,0.638186,-0.101643,-0.071586,0.013997,0.58975,1.172315,0.025523,0.483268,-0.233331,1.295398,1.265215,-0.04457,1.023542,-0.29374,1.322493,-1.614079,-0.105064,-1.598753,0.840129,-0.36299,0.945956,1.324915,0.188008,-0.711179,-0.392063,0.951413,0.482787,0.204627,-0.458226,-0.893628,0.787689,0.873914,N
0.831542,0.579377,0.402225,-0.310317,0.56717,0.977968,0.386943,1.359878,0.284536,1.585263,-1.500188,0.744016,1.227826,-1.031418,-0.29629,-1.27464,0.369487,-0.381372,0.416976,-0.541553,-0.919057,0.34648,0.212556,0.025048,0.799026,0.568173,0.695692,-1.340181,0.2846,-1.317596,0.399123,-1.265574,-0.055875,-0.097098,-1.075811,-0.003925,0.493622,-0.70658,0.278329,-0.279011,-1.571732,0.884205,1.405768,-1.221639,1.666377,-1.342395,-0.805874,0.234855,1.791584,-1.022359,P
