"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
-0.352082,-1.032805,-0.211478,0.484735,1.037599,-1.575628,-1.695075,-0.551342,1.302392,-0.33655,0.736053,-0.642749,0.094835,-1.52355,-0.994851,-1.243924,-0.217908,-0.135286,-1.071337,-0.708541,-0.13248,-1.049849,-1.595044,0.322811,-0.875085,-1.078602,0.646033,-0.747034,-0.158716,1.600659,0.020292,0.555904,-0.565458,0.706132,1.033805,0.589327,1.01294,-0.266527,0.436186,-1.678787,0.945327,-0.759039,-1.097872,-1.144835,1.35667,-0.702133,0.817353,0.460377,-1.386681,-0.304302,N
0.887414,1.678967,-0.753086,-1.515889,-0.425171,0.132159,0.146177,1.376517,-0.574301,1.423382,0.10312,-0.205601,-1.223271,0.35348,-0.289649,0.776253,1.037244,-0.845824,-0.727521,1.036689,-0.62728,-1.695119,1.696391,-1.243099,-0.603302,1.486377,1.270852,-0.765549,0.999394,-1.347576,-1.549472,-0.822214,-0.368597,1.29059,-1.541818,-0.731618,0.202113,1.415489,-1.002309,0.982716,1.419989,-0.013752,0.112931,-0.289364,-0.962668,-0.438257,-1.61555,1.474771,-0.277908,-0.845006,P
-0.190546,0.003375,0.842308,0.003611,0.202761,0.94869,-0.2352,-1.172613,-0.119153,-1.23571,-0.278425,1.587514,1.237997,-0.464189,-0.241805,-0.570196,-0.13275,-0.568974,-0.646941,-1.71057,-1.248163,1.34816,1.176036,-0.103401,1.388889,-0.238307,1.426522,1.464891,-0.687587,-0.392727,-0.444541,-1.562014,-0.732509,-0.201022,0.865204,-1.729021,1.316909,-0.626041,-0.202096,-1.188617,-0.709794,0.617881,1.166975,1.289497,0.653542,1.414843,-1.370582,-0.106582,-1.510245,-1.354789,N
0.719965,0.064043,-0.448009,0.062032,-0.117467,0.467304,-1.6722,0.686363,0.582456,1.628029,0.082274,1.149696,0.193016,-1.584303,-0.280228,0.174659,-1.206106,-0.842568,-0.629964,1.28976,-1.378419,1.480011,0.065343,1.056231,1.159756,0.31451,0.795761,-0.494377,0.753663,-1.136961,-0.401784,0.122677,0.425145,1.13631,-1.486923,1.432702,-0.367689,-0.273223,1.113042,0.970355,-0.132248,-1.41703,0.745282,0.965615,-1.544922,1.526131,0.421444,0.134296,-0.131302,-1.53528,P
0.632724,0.408589,0.012596,-0.034825,1.603213,0.114574,0.124762,0.111848,0.918245,1.495741,-0.054414,-0.806721,-0.146536,0.998161,-0.519087,1.585045,0.13612,-0.19478,-1.22507,-0.089587,0.540086,-0.497759,1.676921,-0.817164,-0.47408,-0.86602,1.465839,0.10737,-0.688059,-0.306147,-0.537737,0.044708,1.358948,0.705533,-0.937146,1.269681,0.351321,-0.019448,0.305206,-1.593933,-0.304256,1.360036,-0.029197,-1.109734,-1.061696,0.986313,-1.207494,-1.002787,1.692767,-1.288479,P
0.996303,1.076926,0.778345,-0.020299,-0.043445,-0.439026,0.108713,-1.561838,-0.995055,-1.316472,-1.458948,-0.377187,-1.42733,0.548882,-0.449914,-1.215981,-0.729017,-0.51983,-0.019575,-1.646252,0.457941,-0.103977,-1.492978,1.108041,-1.549593,-1.125895,-1.412281,0.78363,1.455218,0.414828,1.01508,0.717213,-1.076103,-0.200637,1.334417,1.422037,0.206274,1.019157,1.30059,-0.06938,1.251978,-1.603954,-0.202138,1.092564,-1.666812,-1.576153,1.587695,0.817195,0.244578,-1.446753,P
-0.85603,-0.13115,-0.511372,-0.353994,1.77746,1.085068,0.215836,1.550222,-0.05663,-0.546934,-1.526323,-1.595155,-0.35057,-0.846424,0.302354,1.625593,1.395434,-1.359981,0.644636,0.820036,-1.649154,-1.039457,-1.379962,-0.834866,-1.40694,0.017708,1.54596,0.855768,1.100335,-1.203866,-0.815857,-0.340835,1.012579,1.455566,-1.44492,0.857441,0.732568,-1.137028,-1.405991,-0.622787,1.116229,-0.557312,-0.515222,-0.203005,-0.612581,-1.688789,-0.285363,0.482215,1.538293,-0.553541,N
-1.621746,-1.431324,-1.093039,-0.638213,1.660727,-0.916124,-0.818839,0.832105,-0.995041,1.42178,0.642891,-1.405421,-1.062935,0.825506,-0.147392,-0.554483,1.224937,-1.606635,1.538507,-1.038531,-1.051089,-1.662772,-1.452209,-0.46464,0.350995,-0.839368,-1.365263,0.40008,0.29772,-1.293505,-1.059178,-0.374667,-0.731338,0.943335,1.12388,-0.36354,-0.725282,1.330847,-1.286332,-0.92589,1.041699,1.339868,1.397337,-0.155118,1.603463,0.310908,-0.383048,0.88865,0.927768,-0.638517,N
0.124048,0.168141,-0.001475,1.161366,1.35956,-0.891331,-1.172359,0.9241,1.216987,1.45263,-1.502718,-1.400892,1.189272,0.45144,0.127312,1.636809,-1.071263,0.30858,1.162888,-0.613512,0.238524,-1.169639,-1.191865,0.790227,0.22493,-1.386151,-1.582102,0.055143,-1.541037,1.097881,-1.744122,0.034154,-0.765945,-1.548285,0.090698,1.049176,1.588729,-0.544104,0.655662,0.006726,0.834171,1.008577,-1.432513,1.188464,0.791512,-1.674365,-0.345259,1.135283,-0.668789,0.541068,N
0.577641,0.838255,0.91405,0.162291,1.424392,0.255772,-0.814655,0.461848,-0.700511,0.247278,1.429304,0.148858,1.440074,0.906072,0.753962,0.309825,0.126409,-0.4207,0.981262,1.112007,0.878916,0.038583,-1.275389,1.110019,-0.682509,-0.216536,0.209544,-0.534647,0.713138,-1.515954,1.039121,-0.220852,1.363212,-0.353883,-0.551553,-1.22125,-1.547451,-0.692595,-1.476971,1.356301,1.488617,-0.987793,-0.320767,0.155022,0.43155,-1.414723,1.42131,1.08334,-1.274689,-1.473049,P
