"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
-1.045058,-1.782002,1.357693,-1.059372,1.094106,-0.678273,-0.535533,-0.257718,0.289227,0.613846,N
-0.096155,0.477176,-0.769111,-1.208602,-0.182603,-1.886245,-0.086584,-1.464114,-0.594743,-0.783409,P
0.887456,0.656815,0.919839,0.155503,-1.395393,1.161331,0.289332,-0.774063,0.371676,-0.68694,P
1.453194,1.163814,0.026848,-0.120429,-1.304088,0.373418,1.853964,1.314261,0.167198,-0.045157,P
-0.322629,0.589976,-1.201197,-0.562899,0.47672,0.911678,0.05015,0.547421,1.44398,0.637031,P
0.888414,1.411294,-0.412976,1.1419,0.108995,-0.00862,-0.996353,-0.245112,1.26135,-0.704521,N
-0.135766,0.315746,-0.968274,-0.549237,-0.567578,0.145588,-1.045744,1.027067,0.399549,0.363494,P
-1.970805,-2.038375,-0.797974,0.680557,-0.603648,0.660623,-0.157548,0.491534,0.243852,0.874889,P
-0.857112,-1.142617,0.712337,1.554593,0.185666,-1.214313,0.005364,-0.085215,0.054853,-0.955717,N
-0.643534,0.300855,-1.685974,-1.655128,-0.769449,1.111051,-1.541321,0.981779,-0.611568,-0.0633,N
0.156968,-0.209215,0.56335,-0.723114,-1.360757,-0.264589,-0.325054,0.144016,-0.885648,1.344293,P
-0.623114,-0.577496,-0.237645,-0.582191,0.710818,-0.914011,0.165183,0.419454,0.700703,-1.063669,N
0.695572,1.245392,-0.570706,-1.497234,0.56786,1.184574,-1.605977,-0.477395,-1.408531,-1.537347,P
1.07755,0.289752,1.277674,-1.001733,0.632329,1.007015,0.705228,0.497596,1.470711,-1.262349,P
-0.477873,-0.269443,-0.370595,1.593514,1.683022,-0.734844,-0.098994,-0.020834,0.625655,1.284324,N
1.404335,0.865239,1.184815,-1.629129,-1.049349,-0.698964,-1.568293,-0.278704,1.011436,-1.252629,P
1.50801,1.558169,0.822479,0.142968,-1.429983,-0.08368,0.308148,1.519456,-1.486957,-0.414698,N
0.040916,-1.002956,1.516916,-0.277622,-1.642122,0.071812,0.625397,0.98056,-0.566672,0.765116,N
-1.48795,-1.70605,-0.500534,1.072256,-0.548813,0.058623,1.313579,-0.765436,-0.738247,-1.595716,N
-0.841342,-0.762297,-0.687023,0.91387,1.298096,-0.227067,-0.699668,0.93107,-0.556278,-0.294528,N
0.929256,0.679569,0.682166,0.693719,0.910013,0.27304,1.835719,-1.551446,0.072185,1.387705,P
-2.60672,-2.049066,-1.164767,-1.130322,-0.539789,0.518221,0.931972,1.388319,1.397877,1.432636,P
-1.071476,-0.539905,-1.308934,1.111865,-1.559928,1.597898,-0.829815,1.526237,-1.328706,-1.626901,N
1.386384,1.507666,-0.394536,0.81109,0.920196,-1.891813,-0.993999,0.71798,-1.169862,1.238147,N
1.13601,0.404491,1.491417,-0.947149,-0.706762,-1.106317,-0.869029,1.406241,1.58196,-0.841238,P
0.038016,0.064113,0.257155,-0.070765,0.284062,-0.167099,1.665617,1.299085,1.229133,-0.703739,N
0.995212,1.011284,0.116973,0.355625,-1.418553,-1.053451,-1.247664,0.205046,0.849851,-0.327568,P
-0.538278,-0.517903,0.185326,1.204071,-0.103114,0.5371,0.463675,-1.077894,1.037652,1.007729,N
0.79871,1.533853,-1.011955,1.217903,0.224619,0.618936,1.175388,1.430291,0.665689,0.71321,N
