"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
-0.485042,0.225742,-0.558874,-0.316376,1.267483,1.654857,0.764032,1.027253,0.512673,0.112733,0.431862,0.629006,0.082842,0.906119,-1.086715,-1.652559,-1.198044,0.916719,1.180163,0.585583,-1.170337,0.715105,0.437793,-0.46035,-1.365603,0.506031,-0.144363,1.537372,-0.789357,-0.339864,-1.471409,-1.573759,1.12142,-0.051174,0.263056,-1.5258,-1.188633,1.22707,-0.919468,-0.976686,-1.277836,0.341,1.010684,1.539153,-0.322621,-1.168121,-1.107419,0.748218,-0.477912,-0.965992,N
-1.364267,-0.446166,0.839114,1.6463,0.61199,-0.503598,1.032227,0.178609,-0.679773,0.107581,1.778082,-1.405445,0.358405,1.166824,-1.692118,-1.640271,-0.258991,1.046447,1.119409,0.463787,0.028146,-1.732671,-1.576583,1.447952,0.913197,0.179833,-1.027795,-0.063853,0.93405,-1.531893,-1.737032,-1.621384,1.153968,1.353231,-0.71221,-0.32424,0.211063,-0.035685,1.243015,1.449957,-1.076875,-1.611217,-0.281436,0.974992,1.666597,0.538188,-0.378849,0.16684,-1.155017,1.063413,N
0.669678,0.445206,0.897191,-1.027196,-1.207674,-0.35519,-0.684157,-1.066471,0.763379,-0.423354,-1.239084,0.695348,0.103341,0.041094,-1.188783,-1.239426,1.173715,0.01168,-0.120606,0.056478,0.952528,-1.639309,0.763302,0.306163,-0.971914,-1.076787,1.660546,0.186192,-1.082901,0.498861,-0.437886,0.717629,-0.041958,0.924345,-1.192219,1.134766,-0.182575,-0.870934,0.82225,-1.510426,1.476658,-0.482087,1.575888,-0.31252,-0.213424,0.770549,-0.437312,0.252816,-0.322363,1.343566,N
0.910665,-1.248713,0.885076,-0.587663,-0.535655,0.656952,-1.511118,1.759159,0.730006,1.105882,-0.253173,-0.342707,-0.763211,0.715896,0.607154,1.767586,-0.238167,-1.035463,-1.093947,-1.434748,1.837608,-1.628191,1.630468,1.183226,-0.92673,-0.445566,-0.030851,1.195479,0.400353,-0.734058,1.575219,1.345224,-1.357909,0.442016,-0.399771,1.2203,0.725816,-0.429587,-0.229913,0.085902,-1.275784,1.027051,1.662693,1.669954,-1.406132,-0.167203,-1.004416,-1.557975,-0.176345,0.673125,P
-1.287951,-0.965367,-0.295552,0.105456,0.163856,0.875047,-1.034251,1.769645,1.294914,-0.903307,0.407137,-1.691673,1.345646,-0.949566,-1.156461,-0.046022,-1.331939,0.059162,1.257515,0.643174,-0.852359,-0.059184,0.910621,-1.376162,-0.9368,-1.311941,-1.190703,-0.000184,1.457872,1.373179,-0.755486,1.727652,-0.357273,-1.674816,0.699823,-0.907671,0.936668,0.106564,-0.307352,-1.157364,-1.779098,0.073208,-0.015666,0.342373,0.963991,1.167632,-0.484707,-0.949728,1.224522,-0.895987,P
0.031596,-1.159477,1.183256,-0.82338,-0.599737,1.374686,-0.400592,-1.359237,-1.223715,0.988092,1.091971,-0.79778,0.952381,1.390708,-0.069541,-1.250269,0.618422,1.369104,1.645227,-1.248535,-0.464529,-0.806844,1.368274,0.172096,0.909549,1.60276,-0.273628,0.966199,1.022229,-0.07862,-0.177691,1.780035,0.76712,-0.834569,0.29843,-0.183261,-1.27384,0.44135,-1.214197,0.957713,1.620504,-0.372624,-1.672803,0.394994,-1.248043,-0.736359,1.200717,-0.885004,-1.143658,-0.014036,P
-0.206747,-0.994919,-1.376364,1.057014,-1.046362,1.51303,0.538922,1.418813,0.363133,-0.96212,-0.523615,-1.017034,0.697583,0.719115,0.309407,1.437181,0.306562,-0.123724,0.006677,-0.097893,1.642037,0.769166,0.352399,-0.668082,-1.006717,0.645091,0.177967,1.111798,1.590231,0.505846,0.242522,-1.609212,0.586818,-0.718418,0.152587,-0.197326,-0.633521,0.553422,-1.523131,-1.492517,-0.310997,-0.936693,-0.828109,0.069847,0.191553,0.825288,-1.30246,0.892044,-0.036887,-0.465735,P
-0.009003,0.5395,-0.050275,0.673214,-1.538663,0.048976,-0.522971,1.662512,1.325297,0.701124,1.038319,-1.487214,-0.434368,0.690769,-0.197317,0.920818,0.884422,-1.233092,1.24673,-1.548359,1.617691,0.721629,-0.137782,0.119045,-0.471461,1.62291,-1.221516,0.518916,-0.997785,0.344054,-0.409307,-0.711751,0.39839,1.472195,0.972365,0.440774,1.295884,-0.832728,-1.054097,-1.500122,0.760263,-0.921892,1.209438,1.645996,0.125214,0.110917,0.856276,0.079761,-0.556714,1.17104,N
0.418207,-1.323968,-0.002081,1.038135,0.609896,1.410034,1.675168,-1.350387,-0.316732,-0.924643,-0.255725,-1.679032,0.755518,1.47558,0.654635,0.224983,-0.736569,1.468106,-1.261412,-0.154556,-1.34185,0.215833,-0.887782,1.395081,-0.069258,-0.662429,0.94924,1.175618,-1.436681,1.029993,-0.34482,0.134262,-1.083643,-1.047849,0.901784,-1.124372,1.461716,-0.408809,1.044196,0.304009,1.579225,0.475127,-0.890982,1.504072,-0.299501,0.381579,0.933031,-1.371976,1.528184,1.313423,P
0.806031,-0.069811,1.441535,-1.680714,1.489857,0.48798,-0.825434,-0.286249,-1.453837,-0.375218,-1.031691,0.987612,0.742074,0.144126,1.539472,0.267529,0.818827,0.314021,-1.368863,0.969373,1.859694,-0.091995,1.017857,-1.519743,-0.674813,-1.543686,-1.03771,1.767848,0.756516,-1.588033,1.179551,-1.370273,-0.726528,-0.429251,1.650873,1.026706,1.402526,1.290324,-1.031158,1.126397,-0.962221,0.577889,-0.347023,0.049303,-0.230739,1.073438,1.362007,-1.280296,0.611976,-1.564418,N
