"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
-0.131331,-0.740271,1.470037,-1.00649,0.382682,1.510703,0.135142,-0.983733,-1.568228,-1.097852,N
-1.568566,-1.417031,-0.866602,-0.440028,-1.157621,-0.462024,-0.305086,1.292456,1.244658,-1.161871,P
-1.214876,-1.731509,0.566648,-1.447824,-0.78726,-1.224079,-1.336319,0.01569,0.543585,-0.474572,P
0.75869,1.363859,-0.845047,0.443047,-1.128438,0.791644,0.558782,-0.317406,-1.332104,0.45843,P
-0.599134,-0.781129,0.079098,1.174417,-0.382671,1.619256,0.781715,0.285455,-0.631978,1.204204,N
-0.314664,-1.054278,1.172018,0.318237,-0.504227,0.366189,-0.821731,-1.668196,0.440672,1.296262,N
0.900881,1.152829,-0.503426,-0.633248,1.350291,-1.697089,-1.477959,-0.319338,0.783438,-1.533983,P
-0.412137,-0.744625,0.864334,-0.599602,0.999694,-0.317854,-1.485136,-0.979522,1.563771,-0.78766,N
0.839314,-0.021619,1.629632,-0.461601,-1.265027,-1.012666,0.914966,0.64347,0.700998,-0.015353,P
0.119334,-0.938321,1.67767,-0.260191,-1.295296,0.762523,1.262591,-0.832413,0.969671,1.539545,N
-0.192522,0.519514,-1.532499,1.263604,1.550344,0.441208,-1.391566,0.105792,-1.571264,0.814657,N
0.056706,0.833794,-1.437063,-1.236538,-1.210862,-0.838396,-0.302211,-1.069842,1.424775,1.130025,P
-1.009705,-1.320216,0.343661,-1.4557,0.12771,-1.124797,-1.136833,1.305502,0.904409,0.768738,P
-1.012091,-1.608395,0.739829,0.322931,0.692784,-1.140312,0.196261,1.033827,-0.942849,-0.057202,N
1.505467,1.594391,0.302591,-1.176724,0.358387,-0.436973,-0.270099,-0.721769,-1.678522,1.685667,N
-0.669593,-1.483383,1.077659,1.141419,0.225202,1.513418,0.531901,1.708528,-1.390508,0.616831,N
-1.209072,-1.339893,-0.237375,0.260511,-0.685691,0.187277,0.807971,1.561338,1.513736,1.567791,P
0.496309,0.351598,-0.173543,-1.287763,-0.699672,-0.660964,-0.640381,-0.577631,1.537798,1.833211,P
-0.492193,-1.01716,0.427789,0.133861,1.326029,-0.858909,0.083034,0.840659,-1.362641,-1.062015,N
-1.036806,-0.72911,-1.39707,1.241411,0.573678,-1.6736,0.784434,-0.842886,0.421473,0.416816,N
0.624308,0.091103,1.362056,1.602129,-0.718041,-1.139717,-0.613515,-1.549534,-1.225747,-1.050893,N
0.590039,0.029205,1.096305,0.653702,-0.143426,1.663951,-1.733896,0.122516,1.28473,1.02359,P
-0.358254,-0.132966,-0.342196,0.656599,-0.398767,0.771975,-0.818338,1.26894,-0.655513,1.840021,N
-0.661008,-0.752458,-0.507112,-0.361793,0.264612,-0.029822,-1.37464,1.372186,1.556278,0.547832,N
-1.100159,-1.126399,-0.383156,-1.495278,-1.579491,-1.154394,-0.392386,-1.088964,1.206391,-0.38045,P
-0.473312,-0.40276,-0.298773,1.543667,1.015856,-0.811315,-0.311912,-0.238234,1.426192,0.378424,N
-0.98149,-1.389879,0.550043,-0.936054,0.422266,0.84304,-1.418232,-1.65803,-0.96053,0.695524,P
-0.375197,0.327729,-1.607473,-0.559923,-1.707345,0.86671,-1.059791,-0.647086,-1.687571,-0.603157,N
-1.449287,-1.452697,0.086474,-0.190606,-1.033368,-0.208442,0.590117,-1.24436,-0.616676,-0.86963,P
1.731162,1.35911,1.251474,-1.392174,-0.933254,-0.352314,-1.562968,0.933247,-1.102259,-1.401447,N
-0.646245,-0.015634,-1.49699,1.279382,0.604135,0.473005,0.229658,-1.026421,0.501958,0.22705,N
-0.10405,0.184487,-1.045314,0.784493,-0.255883,-1.628347,1.447025,0.340887,-0.41985,-0.675201,N
1.30313,1.511622,0.130669,1.597377,-1.613743,-0.250736,1.006865,-1.531652,0.651277,0.624069,N
0.2485,0.707511,-1.190365,-0.221195,1.524273,0.994685,1.119012,-0.858136,-1.442175,0.755782,P
0.545728,0.183052,0.81765,-0.87292,0.387241,-0.125321,-1.32284,-0.227377,0.920242,-0.727501,P
0.09391,-0.195904,0.150935,-1.030756,0.308472,-0.296499,-0.342872,1.681724,0.566415,-1.030939,N
1.169341,0.899135,1.158383,0.917893,0.184381,-0.622876,-0.591716,1.51178,-0.792447,0.572163,P
-0.4369,-0.056494,-1.271123,-0.782891,-1.144871,-0.360822,-1.178842,1.282624,0.958875,-0.048341,N
-0.847087,-1.087487,0.557257,-1.419481,0.843677,-1.440262,0.128854,1.2017,-0.179032,0.509232,N
-1.307122,-0.679258,-1.209579,-0.360054,-0.673116,1.154318,-1.575614,0.585421,-0.288198,0.413526,N
-1.784743,-1.655667,-1.176727,0.971112,1.152288,-0.7189,-1.764155,-0.388781,-0.059693,-1.775029,N
1.745577,1.5537,0.951869,1.212231,-0.791575,0.615656,0.907471,0.845872,-1.181464,-0.956825,N
0.286079,0.714163,-1.016863,-1.386105,0.941815,1.353146,-0.903892,1.098815,1.084422,-1.746182,P
1.327903,0.921924,1.093052,-1.59253,0.063458,-1.215087,-1.748149,0.533604,-0.465103,1.518131,P
-1.436763,-1.308659,-0.109424,0.344805,1.626258,0.440665,1.084986,1.163395,0.985662,-1.574658,N
0.798462,0.426269,1.222005,0.333303,0.103898,0.500557,-1.613894,0.243984,-1.709621,0.040008,P
1.697627,1.027418,1.365661,-0.659155,1.373669,-0.760483,0.755794,-1.248464,0.602878,-0.021227,N
-1.274612,-0.796561,-1.751534,1.256026,-1.529102,-0.776492,1.725215,1.004878,1.255924,-1.651882,N
0.057244,0.488814,-0.755793,0.643744,-0.773174,-0.078275,-0.715705,-1.216166,-0.131712,0.767029,P
-0.050509,-0.548585,0.947259,1.024065,1.542515,1.639801,1.023613,-1.448972,-0.727882,1.118928,N
0.296317,0.633578,-0.489775,0.939274,1.575443,-0.276064,1.675773,-1.273081,1.30697,-1.011581,P
-0.33547,-0.896757,1.28648,-0.928644,-0.466505,0.272843,1.077948,1.432018,-0.796554,-0.97183,N
0.788573,0.769447,0.422131,1.02361,0.133875,-1.543959,0.635478,0.763503,-0.212038,-1.296021,P
-0.068465,0.474815,-1.141923,0.777654,0.014905,-0.362656,-0.616002,0.678802,0.969289,0.997129,N
0.549498,1.352114,-1.252952,0.019352,1.255913,1.565619,-1.754547,-1.658684,1.20931,1.149358,P
0.902425,0.643664,0.718101,0.404923,0.952604,0.082274,-0.867166,0.901429,0.55521,-0.057254,P
0.194099,0.177664,0.051988,1.05754,-0.50489,0.768012,0.853622,1.061174,1.308223,0.287585,P
-0.962386,-1.768435,1.224031,-1.622039,-0.623731,-1.524451,-1.464794,-0.070345,-1.668908,1.154053,P
