"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","binaryClass"
-0.587167,-1.275268,0.826234,-1.022758,-1.644971,0.364076,-0.35893,0.996504,0.059575,1.293327,1.129255,0.249854,0.179988,-1.032919,1.067751,0.96181,0.116309,0.007317,-0.431251,-0.932515,1.147634,-1.54248,0.419186,-1.5867,1.436868,P
0.575974,0.191409,1.241292,0.079867,0.416644,-1.24892,1.278737,-0.167945,0.251073,1.589794,-0.1795,0.459257,1.554048,1.07705,-1.059789,-0.419878,0.38643,-1.38235,-0.062105,-0.471548,-1.161905,-0.1626,0.632328,-0.569346,-1.190398,P
1.189955,1.426482,-0.009678,-0.934533,-1.320726,0.505049,-0.791755,-1.044143,0.199317,-1.651445,0.170542,-0.605189,-1.176893,1.439648,1.294475,-0.5243,1.009778,0.748595,-0.220688,-0.920666,-1.587681,-0.205929,1.198076,0.929113,-0.539786,P
0.875645,0.395066,0.476536,-0.268874,1.248434,-0.326102,-1.71144,-0.148424,1.302062,0.054736,1.07646,-0.416401,-0.206025,0.834274,0.13067,-0.496149,-0.741535,-0.448884,1.53336,1.483661,-1.052256,-0.783417,1.741328,0.308617,1.247726,P
1.824942,1.771446,0.382778,-1.082409,0.784401,1.262498,0.960547,1.171768,-0.171828,1.648436,1.176594,0.195803,-0.697032,0.841213,1.139126,1.722444,0.648989,0.604835,-0.734128,-1.428641,-0.949401,0.596304,1.071077,1.425873,-0.39267,N
0.793802,1.09795,-0.624509,0.935157,1.288171,-0.499599,-0.068077,0.725292,1.322368,0.793585,0.906443,-0.92664,-0.529735,-0.060596,0.285658,0.799503,1.480433,0.712747,-1.653379,-0.282778,-0.437982,-0.712272,1.626193,-0.377596,0.887962,P
-0.309427,-0.218913,-0.616707,0.465754,-0.260588,-0.230348,-0.128959,-1.134541,0.570091,-0.987461,-0.638399,0.807625,1.660861,-0.464489,-1.218633,-0.589658,-0.605178,1.353911,0.996263,-1.116196,-0.936025,1.165796,0.221895,0.516827,1.5854,N
-1.00048,-0.998449,0.03486,1.354179,1.527824,-1.347356,-1.036692,-1.229928,-1.142974,-1.339306,-0.165896,-0.578408,0.206876,-1.239375,1.752408,1.187742,0.820102,-0.283113,0.743968,0.237861,-0.819359,-1.327984,1.523134,-0.561034,1.62763,N
0.412784,0.629377,-0.229354,-0.776016,0.603288,1.36807,1.269063,0.77011,-1.02537,0.529671,-0.321763,-0.8646,-1.522638,-1.536154,0.178488,-1.488325,-1.710917,-1.194164,0.749265,1.628025,0.188387,0.15695,-0.559826,-1.433044,-0.573458,P
0.611579,0.183622,1.06677,0.391627,-1.427825,-0.540366,0.685413,1.390927,-0.044565,1.079305,0.161518,-0.66444,-0.008563,1.603456,0.433517,0.236758,-0.234956,0.937034,1.149477,0.301666,0.49409,1.232236,-1.422521,-1.658997,-0.45815,P
-1.60733,-1.329573,-0.880104,1.150328,0.693194,-0.296154,-1.392978,-1.519197,-0.665715,1.01435,-0.336312,1.199754,1.228113,-0.268454,-1.052429,0.018523,-1.202179,-0.738069,1.592302,-1.491147,-1.615058,1.492256,1.536512,-1.610283,0.5803,N
0.235594,0.099353,0.003029,1.260302,-0.317439,1.147621,-1.463695,1.2784,-0.456114,1.598789,-0.991658,0.489044,-1.576143,0.699807,1.082608,1.59932,0.846532,1.077499,-1.447065,-1.581345,-0.448834,1.560782,1.78754,-0.319284,-0.812892,N
1.416731,1.071993,0.860676,0.531348,1.284403,-1.267918,0.909058,1.083174,1.615161,0.655842,1.359844,1.171352,0.050408,0.449151,0.652451,1.462173,1.610371,-0.267242,1.225442,-1.22514,-1.514941,1.52153,0.914607,-0.011443,-0.029032,P
-0.917246,-0.697507,-0.258109,-0.135577,0.404165,0.102011,-1.260387,-1.552662,0.418061,1.179894,-0.805361,0.138573,-1.035875,0.027521,0.59015,-1.285645,-0.828907,1.327558,0.650391,0.639602,-1.236333,-0.194155,-1.374581,-0.403148,1.440036,N
1.009521,0.404165,1.62231,-1.450851,-0.721827,-1.121298,-1.554979,-0.200704,0.70744,0.211523,-1.573258,-0.313747,0.413921,0.010321,-1.564934,0.318347,0.052975,1.372921,-0.895066,0.134765,1.253083,-1.172696,1.008786,1.246008,-0.123133,P
1.133756,1.707016,-1.004175,0.822259,-1.267186,0.834996,-1.702946,-0.765422,1.515232,-0.786502,-0.122811,1.052664,0.829988,0.541023,-1.02022,1.636957,-0.364926,-0.222293,0.208171,-0.856664,1.535245,-0.101465,1.386122,-0.432831,-1.355327,N
-0.262089,0.085365,-0.709485,0.359541,-1.106794,1.01617,0.99146,0.860539,1.222665,0.107963,-0.647785,0.506907,-0.511786,-1.063221,1.325873,1.520803,-0.635501,-1.481409,1.342836,-1.066839,-1.013649,-0.840178,1.241705,0.868607,0.457592,N
1.656627,1.541225,0.625764,0.872417,-1.495003,0.126397,1.57536,-0.204029,1.747474,0.641998,1.585126,-1.53906,0.361689,0.003488,-0.260973,-0.910482,0.276516,1.439216,-0.90958,-0.03719,0.98417,0.011633,0.895897,-1.201181,-0.55873,N
-0.619141,-0.092111,-1.353467,0.006397,0.937153,1.066692,0.136979,0.684976,0.605127,0.406509,-1.571362,0.260708,0.516023,-0.36152,-0.340859,1.490101,0.298832,-1.203712,-1.298793,-0.673341,-1.581574,-1.379644,-1.514153,-0.887232,0.839189,N
-1.70298,-1.313781,-1.350529,1.681215,-0.422747,-0.412206,-0.825759,0.463544,0.901931,0.856714,-1.42032,1.361818,0.857646,0.491826,-0.784325,1.433584,1.652385,-0.188978,-1.428363,0.322575,0.090159,-1.317762,1.242246,1.404403,-0.575873,N
-0.820087,-1.53241,0.894267,-0.185653,-0.930064,1.715365,0.99291,-1.441458,0.600262,-1.769983,-1.539035,0.452484,-0.095465,-1.144054,1.03031,-0.592819,1.558672,0.552886,1.360167,0.704401,0.913387,-0.429734,-0.991153,1.027014,-0.90058,P
0.341197,-0.178782,1.106125,-1.023428,-0.244174,1.423376,-1.377416,0.976387,-0.352617,-0.85874,0.14282,-1.211988,0.816482,0.894744,-0.840832,-1.091561,-0.985861,-1.617406,0.889607,-0.7781,-1.626352,-0.502834,0.602188,-0.365527,0.575923,N
-0.281058,0.047356,-0.634908,0.355564,0.583627,-1.240005,-0.107466,0.422217,-1.2208,0.243175,-0.689277,0.459537,0.566717,1.290261,1.438851,1.489908,-1.217263,1.479444,0.255179,0.727409,1.084387,-0.222895,-1.059773,0.928427,1.393368,N
0.266042,-0.230169,0.784286,0.762184,1.191651,-1.08954,0.206856,1.29781,-1.667028,-0.932393,-1.434792,0.618252,-0.301085,-1.066696,-1.452689,1.693316,0.352684,0.066618,1.600406,-1.620412,-1.022881,-0.861376,-0.872646,1.24096,0.946485,N
0.464,0.560123,0.436262,0.064911,-1.275025,-0.902707,-0.173363,-0.609966,0.230276,-0.125805,-1.646971,0.724231,-1.015148,-1.733934,-0.897352,0.933352,-1.748704,1.126557,-1.363387,-1.332445,0.530081,-0.442891,-0.503512,0.577619,0.428738,P
-0.103806,-0.219467,0.619216,-0.818987,1.038,-1.026005,1.454412,0.110915,-1.51801,1.05481,-0.955177,-0.66183,0.571073,0.49606,0.80647,0.01765,0.434386,0.358785,0.813532,0.428951,-0.577244,-1.195607,0.308043,-0.415665,0.1104,N
-0.293068,-0.6807,0.950687,-0.690682,-0.742105,0.140203,-0.431275,0.294876,0.423071,0.436296,-1.502997,-0.001137,-0.982158,1.12525,0.266866,-1.01903,-1.087121,1.095858,-0.698252,1.052735,-1.346788,0.965372,-0.005765,1.263079,1.103928,N
1.610458,1.557995,0.423368,0.670135,-1.328628,0.689107,1.035651,0.661192,1.180599,0.170159,0.091102,-0.276581,-0.00288,0.086654,-0.7381,0.899639,1.082683,0.619428,-0.350413,-1.287067,1.556007,-0.40785,-1.185592,-1.007981,-0.925421,N
1.436624,0.89682,0.964545,1.749856,0.102525,0.068216,0.715327,-0.330714,-1.008078,1.390419,0.8564,-0.899307,0.670702,-0.789345,0.722187,-0.786897,0.043917,-1.611676,-0.144715,0.142648,-1.43059,0.233303,0.094343,0.311848,0.591855,P
-0.620416,-0.358608,-0.61526,0.169611,0.627226,-1.19542,1.273382,-1.081573,1.703316,-0.810068,-1.727161,0.565104,0.390631,-0.555337,-0.11099,1.017084,-1.455324,-0.839563,0.706134,-1.00135,0.33617,-1.4352,-0.910798,1.601186,-1.392051,N
0.220527,0.819386,-0.667798,-0.236581,1.086739,-0.759557,-0.081936,-1.368214,0.086175,-1.011425,-0.694514,-0.302538,-1.193917,0.55606,1.204381,-0.787384,-0.495484,0.642816,1.506083,0.048259,1.068962,0.750767,-0.846904,-0.536563,-0.955133,P
0.871402,1.275168,-1.313296,-0.155174,0.470201,0.127261,1.458145,1.263826,0.146975,-1.135469,0.938816,0.68009,1.615234,0.606601,0.898184,-0.984561,0.286435,-0.051054,0.890784,0.706655,1.446241,-1.211086,-1.434434,0.288148,1.764051,P
-1.221737,-0.838383,-0.379198,0.008256,1.489574,-0.724847,-1.275354,-1.123983,0.107711,-0.341876,-1.234777,-0.508449,1.2857,0.995124,1.235552,0.769366,0.317473,0.694113,0.274307,-1.353912,-0.420406,1.096687,-0.671771,-0.854053,0.705304,N
-1.591323,-1.233287,-1.112086,-0.773906,-1.473114,-0.084204,1.085948,0.035345,0.933868,0.217558,-1.634299,0.953756,1.589806,-0.286796,-0.916813,0.357186,0.624387,-0.577496,1.492037,-1.089541,1.646371,0.527742,0.430614,0.713096,-1.127209,P
-0.913349,-1.233593,0.580278,-1.641687,0.799146,1.647301,-1.507754,1.54955,-1.689453,1.284528,-1.017169,0.562082,0.540311,1.104492,-0.369618,-1.683187,-0.096422,-0.507893,0.228854,1.354898,-1.395224,-0.827206,-0.215692,0.457033,-1.512259,P
0.779756,0.852676,-0.29251,-0.970046,-1.251081,-0.511921,0.478169,1.224701,0.981404,1.15713,0.061819,1.608752,-0.414847,-1.265544,0.233361,-0.834985,1.202577,-0.228735,1.526426,-1.486694,-0.234064,-0.519277,1.391247,1.396897,-1.104731,P
0.042461,-0.487721,0.315873,-1.713021,0.199608,0.256697,1.394185,0.755445,-1.50368,0.545384,-0.989815,1.653035,1.629798,-0.482888,-1.136893,1.62126,0.032001,-1.372988,0.001358,-0.175132,1.453647,1.300167,-0.652477,0.362764,0.900787,P
-0.66519,-1.018793,0.398066,1.204207,0.205661,1.536319,0.263723,1.227799,1.338809,0.199717,0.270578,0.50832,-1.614284,-1.024003,1.659094,-1.626102,0.573048,0.965689,0.836527,0.607819,-0.693871,0.001826,0.088701,-0.518199,-1.353415,N
-0.121955,0.179849,-0.941178,0.531412,0.705628,-1.09172,-0.353356,1.324957,0.625768,-0.877628,0.653197,0.57106,-1.448303,1.231792,1.161236,-0.310432,-1.277294,0.538321,-1.016468,1.126659,0.222667,-0.296274,-0.669754,-0.92397,0.274225,N
-1.988286,-1.655097,-1.646359,1.607184,-0.161892,0.302239,0.309865,-1.338781,-1.484742,0.773433,-1.58739,0.396398,-1.506772,1.209766,-0.271682,0.85977,-1.65312,-0.941471,0.70176,0.428424,0.975492,1.383008,-0.228732,0.474133,1.355577,N
0.860405,1.191938,-0.291056,-0.329625,1.551399,-0.792433,0.542524,-1.013193,0.824823,-1.575413,-0.372996,-0.261594,0.569709,0.272667,-0.880526,-1.213482,0.393377,-0.779112,0.307271,-1.607474,1.097688,0.901305,0.179871,-0.911326,1.532843,P
0.17542,-0.244014,0.537534,-0.861825,0.512125,0.199115,1.055258,0.599348,0.008075,1.313342,0.386077,-1.254913,-1.275138,0.527435,-0.585557,0.327458,-0.285783,1.631141,1.496033,-0.991883,1.613702,1.599054,-0.659644,0.759072,0.701763,N
0.206114,0.899031,-1.07818,-0.775474,0.672111,1.501888,-0.836477,0.117305,-1.450352,1.003646,-1.670265,1.593856,-0.475485,0.12112,0.01154,0.477672,0.645043,0.089906,-1.637933,-0.201309,-1.212868,-0.436869,0.568074,-1.243089,-1.21329,P
