"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
1.722461,1.55497,0.663946,0.37612,-0.786412,-1.292726,1.503525,-1.275596,0.819026,1.165722,0.765247,-1.202575,0.171678,-1.394609,1.06173,-0.338021,-1.606762,0.871082,0.42714,0.756589,-0.48294,-0.463807,-0.914654,-0.682353,-1.050065,-0.404139,0.702764,-1.643867,-1.142098,0.779422,0.501315,0.768049,-0.550723,1.132145,0.171095,1.049065,0.584355,1.099546,-0.433931,0.36586,1.070679,-1.680489,-1.275117,1.119182,0.978033,-0.559319,0.298715,-0.949894,1.42729,-1.463512,N
1.048197,0.869158,1.418718,-0.713204,0.637046,-0.864596,0.747573,0.879913,1.379191,1.02205,-0.610989,0.798579,0.441028,-1.047476,-1.059776,0.926088,-0.217391,-0.775552,-0.902082,0.857395,-1.59071,0.708156,-1.369918,1.704452,0.162105,-1.580022,0.276314,0.335284,-0.382057,-0.054407,1.067078,0.302599,0.558316,-1.471836,0.761556,0.317065,-0.561817,-1.245248,0.876343,0.283157,1.35534,-0.254088,0.848759,1.08471,-0.566275,1.126167,-1.000742,-1.1808,0.727182,-0.879587,P
-0.191793,-0.147243,-0.268526,0.747773,-1.322796,-0.037974,1.519695,-0.325558,0.893916,0.97073,1.212599,0.111614,-1.321637,-1.297874,-0.360278,0.596172,1.513275,-1.084859,0.631415,1.674048,0.283077,0.227015,0.762957,0.303615,0.180836,0.575934,-0.757072,-0.632378,1.798137,-1.347415,1.501886,0.453875,0.057935,1.233907,-1.086141,1.255239,-1.148309,0.797636,-1.518176,0.310714,-0.98856,0.882276,-0.774711,0.362967,1.519458,0.652299,-1.117146,0.295863,-1.003331,1.39845,N
1.193594,1.110625,0.77627,0.252208,-1.244172,1.36264,1.508818,1.338719,1.675509,-1.404975,1.333988,0.171638,-1.428518,-1.535124,1.459793,1.008518,0.365452,-0.247087,1.683421,-1.020588,0.640493,-0.784895,-0.303918,0.120891,0.723816,-0.184424,0.370306,-0.176313,-1.375653,0.8684,0.879554,0.470117,0.33445,0.389438,-1.077627,0.616003,0.161201,0.842233,-0.962527,0.616881,-1.153128,-1.59292,-0.787389,-0.206428,-1.297962,1.313391,1.732368,0.237481,0.464481,-1.295262,P
-1.516763,-1.229825,-1.124794,0.682889,-0.610551,-0.654272,-1.274542,-0.144344,1.254489,-1.1757,0.042026,-1.33707,0.136682,1.169804,1.506424,-0.686613,-0.306521,0.439948,0.162652,0.502227,-1.395387,0.819655,0.300765,0.657935,-0.432155,1.124109,0.524332,0.921032,0.346229,0.32672,0.368623,0.219311,-0.866925,1.524383,0.084078,-1.047688,0.980105,-1.268343,0.535775,-1.61861,-1.187209,1.512285,0.828572,1.41125,-0.604119,1.01588,0.503906,-0.509222,1.408466,-1.20567,N
2.000495,1.509355,1.735218,-0.333084,0.363212,-1.108819,-0.813793,-0.589483,0.561697,-1.612073,1.512533,1.559847,1.217083,-1.643808,-0.561111,0.969211,-0.568115,-0.507584,0.282006,0.902432,0.515623,0.716713,-1.704374,1.216788,-0.088876,-0.153023,1.318834,1.497528,1.491855,-1.439271,0.152794,0.394771,0.363655,-1.618683,-1.109391,0.367889,-0.832527,0.735361,1.037774,0.628947,-0.818937,-1.39537,0.686097,1.393145,0.291795,1.118723,-0.93153,0.616687,-0.101432,-0.077188,N
1.515684,1.052685,1.471255,-1.616566,-0.431492,0.071878,0.433404,-1.440539,-0.237904,-0.050823,-1.602264,0.324446,-1.331219,0.378796,0.202617,1.339646,-1.341187,1.69538,1.014885,0.670016,-0.605084,1.21296,-1.031571,0.690119,0.982002,1.663944,0.332859,-1.216321,-0.858388,0.958789,-0.192307,-0.741513,1.009772,1.617593,-0.27442,-1.479222,1.354208,1.269174,0.430149,-1.455783,-0.573446,-1.253566,-1.544432,-0.39598,-0.607786,-1.668457,0.369599,-0.359117,-1.446108,-1.109955,P
0.373637,0.211127,0.176419,-1.155193,1.217315,-1.23451,-0.555978,-0.266984,0.611775,1.469716,0.513647,1.047882,0.721146,-0.743812,-1.191192,1.42444,1.527353,-0.387768,1.525734,-1.392727,0.6072,-0.414217,0.94755,0.7135,1.617736,0.472658,1.527076,0.815584,-1.062336,-1.579781,-1.521272,-1.076798,-0.796627,-1.044753,-0.983767,1.393298,0.238859,1.305247,0.163756,0.26958,-0.209513,-0.409605,1.785238,-1.053594,-0.85255,-0.248376,1.652675,1.125418,0.675608,1.492516,P
0.730228,0.849955,-0.050029,0.630958,0.793745,-1.042741,1.101637,-1.360832,-1.026192,0.485822,0.325823,-0.804635,-1.774459,0.188536,-0.573093,1.378635,0.278099,1.535262,0.618649,-0.515293,0.784865,1.065905,0.263979,-0.415222,-0.727485,-0.464756,-1.242406,-1.118442,-0.91557,-1.940669,0.495876,1.191784,1.72468,1.535594,0.001562,1.332843,0.84445,-0.55697,0.393468,1.265914,1.224485,-0.392434,0.50729,-0.414002,0.48616,-1.09866,0.138097,0.465063,-1.390015,0.145728,P
-1.581993,-1.160949,-1.262139,1.559514,-0.27885,0.38738,1.330099,1.256382,1.153066,0.922221,1.360847,-0.81127,-1.120614,0.777027,0.836686,0.506746,-0.96373,-0.684177,-1.02396,1.812537,-1.645099,-0.944117,-0.824247,-0.876212,-1.267235,0.476624,-1.418534,-1.31292,-0.245724,1.169544,-1.285074,1.118436,-1.28656,1.263445,-0.890366,0.222969,-0.380061,-1.095577,-0.960629,1.200633,1.285022,1.524853,-0.434194,1.425881,-1.212845,-1.538514,-1.526628,-1.615217,-1.265085,1.063535,N
-0.703973,-0.701727,-0.206406,-1.342119,0.896041,-0.943939,1.639413,-0.008308,-1.322142,0.169721,-1.804229,-1.264707,1.171587,-1.527475,1.254739,0.199779,1.16273,-1.359243,-0.912222,0.103303,1.066002,1.653345,-1.714497,1.716491,0.892282,-0.803611,-0.120022,-0.420346,1.515901,1.147417,-0.396818,-1.00459,0.383357,0.923639,1.549113,-0.834066,1.182673,0.659443,0.074955,-1.346271,1.229021,1.39369,1.363921,-1.004421,1.165742,-0.637269,-0.011222,1.441012,-0.104853,-0.318982,P
