"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
0.1836,0.445963,0.032726,-0.172018,0.479583,-1.323086,-0.129977,0.475801,-0.17167,-1.566382,P
0.136704,-0.204772,-0.593439,-0.198238,-0.309773,-1.481635,-0.872522,-0.797379,0.691568,-1.628828,N
0.743468,0.248154,-0.312359,-0.299351,-1.112209,0.966464,1.04302,0.810568,-0.318813,-1.453131,P
0.37038,-0.047819,-0.383488,-1.330399,1.212017,-1.031537,0.603254,-1.224464,-0.29064,1.15175,N
0.97477,0.73161,1.605449,1.409702,0.2306,1.648941,0.130976,-0.525544,0.834035,1.512775,P
-1.577893,-0.993207,-0.638903,-1.057047,-0.706559,-0.186741,-0.843504,-1.4074,1.019356,0.145613,P
-0.786985,-0.397093,-0.655655,0.177143,0.453607,1.707499,1.467438,1.725094,-1.586748,-1.529141,N
-1.300091,-0.582917,-1.301248,-1.505004,-0.06406,0.047244,-0.17456,-0.506998,0.375417,0.769654,N
0.4981,-0.399513,-0.055677,-1.593334,-1.48813,-0.459388,0.401162,0.184316,-0.010822,0.30637,P
-1.506607,-1.511531,-0.434283,0.1665,-0.824579,1.257159,0.887856,1.567444,0.636554,1.703882,P
0.940797,1.387009,1.10317,0.278238,0.658509,0.805244,-0.031792,-0.427238,-0.923088,-0.766918,P
-0.858835,0.158161,-0.066133,-0.514045,-1.26771,-1.371132,0.86922,1.770139,1.412753,-0.674826,N
-0.600543,-1.087533,-0.780795,0.793212,0.025284,0.686629,-0.221887,-0.827203,1.251646,0.201625,N
0.611426,0.701053,1.106893,0.641482,-0.303752,-0.346236,0.275932,0.498654,0.19031,0.171593,P
1.052171,1.057767,0.349935,-0.42527,1.249398,-0.860274,-0.249549,-0.886942,-1.268106,-1.376586,P
1.369605,0.966576,1.726251,1.659177,1.248556,-1.6064,0.753679,1.782021,-1.222792,-0.298833,P
1.418526,1.479655,-0.517313,-1.306598,0.266854,0.404314,1.423471,0.390527,0.371386,-0.176903,N
0.453319,0.382229,0.486933,-0.038536,-0.258868,1.225962,-1.722488,-0.744356,-0.348675,1.554941,P
1.651417,1.485095,2.234051,1.285932,0.092645,-1.125976,-0.490027,0.277246,0.841849,0.149994,N
-1.328424,-1.037356,-1.049834,-0.608561,-0.211989,-0.697656,-0.116325,-1.445491,1.21954,0.899648,N
-0.903173,-0.860485,-0.982701,-1.688223,-0.335098,-0.685396,-1.623639,0.063004,-1.09134,-0.25138,N
1.440121,1.299798,2.168948,0.974481,-0.448377,0.304511,1.493479,0.834077,-1.313646,-0.047335,P
0.132486,0.487546,-0.24141,-0.25063,1.552166,-1.452583,-1.500098,-1.043513,0.787776,-0.867586,P
0.1102,0.176565,1.453883,0.921399,-0.894013,-1.560465,1.60013,-0.605314,1.436316,0.717787,N
-1.148798,-1.550533,-1.884541,1.028374,-1.642231,0.397184,-0.829242,0.72067,-0.171012,-1.590805,N
-1.065441,-1.065288,-0.919229,-0.200027,-0.480585,-1.105123,-1.08999,-0.808719,-1.179885,1.342925,N
-0.670392,-1.401543,-0.641392,0.728527,-1.457453,0.93424,0.584115,1.366474,0.866877,0.614344,P
-0.164234,-0.034489,0.108345,-0.526878,-0.740609,1.578862,-1.274715,0.908806,0.505152,-0.81734,N
1.208752,0.924149,0.61227,1.130904,1.005102,-0.435209,-0.829263,0.312726,-1.514838,-0.373815,P
1.681264,1.770242,-0.428861,-1.552908,-1.261091,0.705986,-1.608614,1.745571,1.184649,0.950955,N
2.060743,1.665154,1.989811,0.77909,-1.688684,-1.399272,1.601601,-0.105354,1.431927,0.3768,N
-0.927952,-0.536296,-0.648059,-0.046091,1.496176,0.402262,-0.898594,0.989534,-1.422864,-1.399513,N
-0.025833,0.556919,0.326092,0.846853,-1.467292,-1.422065,0.913326,-0.757671,1.244142,1.093516,P
-0.219986,-0.563459,0.75289,1.535642,0.250512,-0.231522,1.081235,-0.634149,-1.293389,0.01441,N
-0.086395,-0.150159,-0.468968,-1.080814,-1.063663,1.272354,1.391265,0.11775,-1.49785,-0.513656,N
-0.881629,-1.04422,-0.430099,1.16,-1.47364,0.629048,-1.795024,1.256891,1.216781,-1.078518,N
1.262284,0.981879,0.903491,0.097303,0.910365,-0.024784,1.615328,0.433094,0.620315,-1.329459,P
-0.572619,-0.35936,-0.190093,1.129126,-0.195362,-0.188464,0.459515,0.361465,0.87574,-0.402455,N
-0.638194,-1.097314,-0.599979,-0.342998,0.024574,1.592546,-1.394188,-1.321457,-1.111976,-0.895499,N
-1.825139,-1.481818,-0.975147,0.836284,-0.712055,-0.16747,0.388889,0.125869,-0.960241,-0.480291,N
1.020335,0.954281,-0.662971,-1.269666,-0.236741,-1.356176,1.125067,-1.257884,-0.850601,1.326206,P
-2.068291,-1.324016,-0.019502,1.669261,1.660588,1.400256,0.401138,-0.47634,1.622651,0.381467,N
-0.097101,0.371658,-0.65997,-1.696378,-1.542889,-1.28936,-1.649747,1.017445,-0.294855,-0.0037,P
1.781649,1.357225,0.132782,-0.015634,0.583354,-1.581114,0.594442,0.938434,-0.778314,1.307384,N
-0.653378,-1.342139,-0.978952,-0.379324,0.018503,-0.070374,1.649529,-1.615415,-1.228094,0.089999,P
-0.864119,-0.084652,0.302042,0.576635,-1.489558,-1.497152,0.099694,1.295373,-0.831361,1.237398,N
-0.30083,-0.144306,0.050712,0.0527,0.829782,-0.500177,-0.828517,0.094526,-0.420195,1.758504,N
-1.714967,-1.534057,-0.973259,1.056664,0.879948,-0.98945,0.618961,-1.057348,-0.449876,0.968805,N
-0.580573,-0.930743,-1.554611,-1.510699,-1.330805,-0.191246,-1.483284,-0.980497,0.278912,0.773437,N
0.283992,-0.421603,-0.202929,-0.093756,1.297373,-0.03451,1.165571,1.156378,-1.40516,-0.910983,N
1.171034,1.611046,1.206944,0.176579,0.480387,0.76192,-0.930302,1.342495,-1.07147,-0.601358,N
-1.120042,-1.561075,-1.48526,-1.42739,-0.06913,-0.085538,-0.551018,1.261691,0.80687,-0.707499,P
1.498077,1.669012,2.805234,1.564102,0.776416,1.722454,-0.076722,1.386911,0.427532,1.366975,N
0.16009,0.762044,-1.706897,-1.724925,-0.222634,0.400021,0.675467,0.906423,-1.436321,-1.157868,P
-0.102631,-0.707923,-0.568651,0.636208,1.269994,-1.114698,0.297983,0.254547,-0.490388,-1.167962,N
-1.615988,-1.258128,-0.909297,1.660376,-0.379296,0.998399,-0.110556,-1.377755,-1.043895,-0.735556,N
-0.412463,-0.786563,-0.589032,-0.085598,0.203083,1.647182,1.773192,-0.200211,-0.866871,1.725941,N
0.183256,0.216357,-1.413553,-1.523471,-1.347336,0.44798,1.223883,-0.927172,1.280006,-1.302065,N
1.651933,1.545038,0.636484,-0.826734,-1.439801,0.759828,1.471416,-1.286385,-1.161402,0.51835,N
-1.820758,-1.50128,-0.8887,1.301054,0.840253,-0.796748,-0.70735,0.141697,1.65011,-0.223552,N
0.584526,1.261607,0.410292,-0.687333,-0.884383,-0.867397,-1.066433,1.083879,1.688676,-0.167948,P
-1.41468,-1.613936,-0.641391,-1.103662,0.640046,0.378479,-1.497378,0.340988,-1.276246,0.651573,P
0.461386,0.089242,-0.253067,1.007413,0.893041,0.091637,-1.13403,-1.468953,0.892404,-0.816532,N
-1.346207,-1.47719,-0.733323,-0.410009,0.073348,-1.022133,0.780355,1.321238,-1.375923,-1.030442,P
