"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
1.881058,1.742775,2.515854,1.154145,-1.268065,1.074035,1.028122,-0.549604,0.307466,-0.760015,0.961754,-0.704763,0.871887,-0.455398,-0.61397,-0.920504,-1.339767,1.134548,-0.894818,0.148352,0.68425,0.055957,-1.481495,1.295738,-1.234677,0.801571,0.012379,-0.871973,1.31501,0.50426,-1.039016,0.619033,0.787018,-0.870369,1.26078,1.185492,0.187649,0.450221,-1.787122,-1.247859,0.608417,-0.857837,1.211703,-0.832698,1.416177,1.260154,-0.528754,1.560178,-0.787609,-1.325316,N
-0.183721,-0.299415,-0.353101,-0.135397,-0.793882,1.754361,0.033766,0.503398,-1.776401,0.281779,-1.077811,-1.163927,-1.106085,-0.275263,-1.298725,-1.217365,-1.079636,-1.702745,-1.040409,-0.355512,0.664969,0.177538,0.367112,-0.186328,0.973404,-1.210749,0.167115,-1.4257,0.00804,-1.460604,-0.726404,1.031524,-0.498478,-0.972127,0.84811,0.424367,1.673292,-0.751603,-0.099036,0.528782,0.55355,1.696213,0.886393,-1.420502,1.032083,-1.038191,0.495447,1.075218,-0.501877,1.241779,N
0.938491,1.138352,1.451797,0.657946,0.903645,-0.196562,0.845175,-1.528073,0.015254,-0.481629,-0.140369,0.827163,0.348933,1.289309,-0.103172,-0.139883,-0.112193,-0.405863,0.299734,-1.501248,-0.024328,0.749576,0.22974,-0.887505,0.655617,-0.761424,0.540222,-0.373448,0.392157,-1.023838,-1.589796,-0.737024,1.351714,-1.379743,0.653863,-0.928676,-1.457329,-0.170866,-0.03111,-1.111889,0.844045,-0.190191,1.186484,-0.678232,1.201299,-0.90797,-1.360309,0.359604,-0.921111,0.176093,P
1.865311,1.646909,2.874531,1.339873,0.195575,0.963521,-0.344384,0.413995,-0.50103,-0.310603,-0.256639,-0.239615,1.248898,0.136719,0.243863,0.32593,0.039598,-1.673935,0.982714,-1.138726,-1.325755,0.227897,-1.647663,1.414033,1.556633,1.611152,-1.479472,0.131999,-1.334205,0.77613,0.93991,-1.03757,0.956594,0.175623,-0.672975,-0.057495,0.121323,1.699573,1.088935,-1.539056,-1.191844,-0.943847,-1.500071,0.200661,-0.691601,-0.114171,-0.295917,-1.079765,1.151327,0.748136,N
-0.666403,-1.045066,-0.174589,1.113097,0.591189,-0.553196,0.388722,-1.00618,-0.376125,-0.177889,0.678326,0.442619,-0.160777,0.894297,0.034611,-1.350194,-1.468862,0.836772,-0.820218,0.683421,0.0148,-0.205851,0.988761,-0.215472,-0.000789,0.566638,0.612417,-0.118711,-0.097671,1.673605,-1.51849,-0.272196,0.490334,0.240515,-1.368298,-1.074444,-1.081793,-0.298621,-0.122914,0.768648,0.915429,-0.923017,-1.268098,0.660029,-0.892053,0.782264,-0.734755,0.261885,-0.893136,0.835055,N
1.22534,0.8146,-0.213011,-0.782785,-0.159907,0.512968,0.926968,-0.484622,-0.818382,0.564305,-1.42542,0.428724,0.935823,-0.710717,-1.583741,1.203734,-1.155587,-1.486027,-0.970451,-1.403712,1.316303,1.61135,0.733357,-1.228747,-1.21476,1.64217,1.004346,1.148475,-1.297278,0.322667,1.344294,-0.707971,0.510522,0.547891,1.484443,0.185058,0.252935,0.667924,0.133316,-1.42532,1.040064,0.59894,1.479398,1.358887,0.717627,0.612773,0.294903,-1.304246,-1.113666,-1.223438,P
0.24231,0.767786,-0.758516,-1.389238,1.358961,-0.196874,-1.592845,1.063381,1.181248,1.4959,-0.735862,0.338411,-0.459049,-0.129751,0.264247,-1.11172,0.298405,0.726566,-0.127984,1.534974,-1.24863,-0.98508,-0.56132,0.356443,-0.577147,0.283576,0.69971,-1.227853,-0.938627,-1.387176,0.967869,-0.187952,1.098223,0.445783,-0.427073,0.977011,-0.067308,-0.880308,0.943372,1.488025,0.714252,0.934494,-0.003066,-0.261343,-1.351513,1.0413,0.493491,1.611397,-1.319947,-1.105995,P
-1.22759,-0.782441,0.196934,1.246382,-1.114462,0.201028,-1.197789,-1.42312,0.079865,-0.893164,-1.642877,-0.83892,1.379548,0.786986,-1.253965,1.471803,-0.667633,-0.830798,0.339783,0.30514,1.605164,-0.358236,-1.401967,1.226939,1.603674,-0.405407,0.743277,-0.037064,-1.085954,0.525008,-0.324708,0.285794,-1.228863,0.350835,1.123136,0.802455,0.766231,0.18889,-1.134137,0.325353,1.028128,-1.306213,1.010808,0.500164,1.293634,0.639111,1.51445,-1.395636,-1.314322,-1.607744,N
-0.510882,-0.588219,0.271511,1.460743,-1.47923,-1.371123,1.470795,0.683988,1.622189,1.765012,-0.953345,-1.07021,-0.759931,-1.141378,1.729659,-0.244126,1.759121,0.44058,-1.470385,-0.561111,-0.804901,-0.515376,-1.137053,-0.144143,-1.705211,0.247706,0.347358,-0.716602,-0.591629,-0.407557,-0.010686,0.530329,1.15092,-0.759488,-0.539426,-0.189291,1.433875,0.439285,0.216541,-0.671389,1.008508,-0.939943,-1.235799,-0.262251,-1.693552,-0.877642,-1.022099,-1.492138,0.251021,1.337669,N
-0.946066,-1.298614,-1.349412,-1.589689,-0.172474,-1.535522,0.718872,-0.309907,0.832533,0.505283,-0.747611,1.160553,-1.644771,-0.582271,-0.184261,-1.700388,-0.803996,-1.500589,-1.07989,-1.323708,1.086863,0.331398,-1.156428,-1.224635,-0.916168,-1.261773,-0.098394,-0.501743,0.449528,-0.309237,-0.188787,-0.945782,0.809711,-1.322575,-0.490799,-0.895837,0.610224,-1.302973,0.323472,0.7927,-0.813419,-0.574255,1.120201,1.145023,-0.654297,0.96537,-1.319101,1.804121,0.332978,0.449687,N
