"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","binaryClass"
0.379173,0.566608,0.271844,-1.465527,-0.464141,-1.052155,-1.699067,-1.051199,-1.34997,-1.22452,0.710651,-1.493169,0.712645,-0.196677,0.906768,-0.399476,0.804941,1.607366,-0.056719,0.051851,-0.985217,-0.937858,0.415323,1.379168,-1.726846,N
-1.256782,1.125508,1.16675,0.320089,1.23678,0.689624,-1.728425,1.186078,-0.173829,-0.535034,0.026519,-0.600696,-1.742853,1.16877,1.629004,-1.257831,1.158927,-0.788943,-0.790607,-0.67112,1.129194,0.530484,0.615226,-1.37165,-1.750914,N
-0.270107,-1.36298,-0.012137,-1.359262,-0.47873,-1.152437,0.131084,1.223212,0.124055,0.424073,-0.846904,0.718387,1.179749,-0.89327,-1.042153,-1.537993,1.554421,-0.814202,1.051178,1.442093,0.877768,-1.528052,0.713025,-0.990828,1.210377,P
0.190743,-0.400964,-0.271066,-0.14408,1.373478,-0.768584,-0.77465,0.046957,-0.683139,-1.00569,1.575171,1.490677,-0.087682,-0.001424,0.715369,0.94211,-0.00586,0.707796,0.589512,1.374748,-0.924402,-0.616563,1.526251,1.387693,1.10069,N
-0.757503,1.082149,0.487586,0.563355,-1.65915,-0.890913,1.3425,1.579029,-1.319984,1.456749,-0.860244,0.102941,0.743231,0.106238,-0.568118,0.454883,-0.01207,-0.982606,-0.100273,-0.93442,0.906794,-0.984005,-1.474305,-0.81356,-0.685662,P
1.780659,-1.273283,-0.970231,0.56648,-1.18226,0.031961,-0.944865,-0.347726,-1.2259,-0.740514,1.484854,-1.518646,-1.682332,-1.008223,0.663699,0.827596,0.705901,1.566433,1.171089,0.843492,-1.210764,-1.487767,0.006165,0.804281,0.628389,P
-0.39085,-0.25551,0.365047,-1.72566,-1.498387,-1.001629,0.427749,-0.298413,-0.138844,-1.194889,1.036966,1.458301,-1.615761,0.753492,0.799157,1.140905,-1.72898,1.39433,-0.42524,1.394279,0.877979,-1.40259,0.92286,0.628971,-1.837225,P
-1.231587,1.403019,0.355784,1.423509,-0.472044,-0.909876,-0.595116,-1.09774,-1.572446,-1.320591,1.618862,-0.774366,0.133244,0.425829,-0.009043,-0.196865,0.462647,0.99952,-1.341747,-0.669072,-1.081955,0.744412,-0.094321,1.485548,-1.324716,P
0.272434,0.05977,-1.140051,0.354644,1.439581,-1.139029,-0.643245,-0.717636,-1.12357,-1.326286,-0.920818,-1.243557,0.767659,0.514401,-1.379947,-0.634872,-0.046108,-0.81642,-0.927422,0.985185,-0.809256,0.591581,1.538881,-0.731377,0.596036,N
-0.315929,0.177219,-0.950049,0.649053,0.587923,0.218986,1.189355,0.664297,0.980736,-1.531412,-0.918556,1.549262,1.53851,1.341159,-1.01614,-0.731552,0.440401,1.172436,0.291716,-1.068307,0.081783,-0.05025,0.811731,0.058508,0.757671,N
-1.235909,0.287111,0.928216,0.599869,-1.666019,1.611983,0.905482,0.589293,-1.550045,-1.228612,0.089563,-0.472987,0.352315,-0.262184,0.095094,-1.507421,1.12992,-1.091546,0.107063,0.178569,1.374878,1.440463,0.42383,0.418448,-1.864478,P
-0.441646,-1.315351,1.50936,-1.326944,-0.105019,0.124164,-1.234372,1.167215,0.15586,-1.159557,1.501818,-0.339393,1.22578,-0.32545,0.994384,-1.189352,1.436808,-0.711329,-0.369633,1.223425,1.03554,-0.867106,0.311031,0.974243,-0.124969,P
1.712379,-1.06481,0.046395,-0.240605,1.523675,1.101473,0.735664,-0.129427,-0.072095,-0.822529,0.52935,-0.920279,-0.776652,-1.673374,-1.333856,0.691484,1.480986,1.383649,-0.079225,0.559886,-0.543845,1.009291,-1.056405,0.880653,0.610928,N
1.257627,0.167119,0.894119,1.628423,0.050208,-0.118696,0.486085,-1.381426,0.358012,1.073328,1.012725,0.77927,0.630283,0.927444,0.920666,-1.761452,1.010039,-1.699008,0.957525,-0.38657,0.587607,1.428413,-1.294676,1.218837,1.434267,N
-1.317072,1.415344,-1.730075,1.129201,1.100934,0.915558,-1.296641,-1.160455,-0.642127,0.754487,-1.518584,-0.512192,-1.673684,1.338727,1.780741,0.788813,0.751579,-1.507911,0.701126,-1.561119,1.300193,0.101224,-0.788966,-1.019194,-1.67928,N
1.101517,1.185851,-1.555856,0.744294,-0.069885,-0.448463,1.04804,-0.479509,1.289703,1.490692,-0.293108,-0.984819,1.455811,-0.674727,0.690691,1.333547,0.681545,-1.586276,-1.265334,-0.775249,-0.97078,-1.265891,0.922468,-1.147593,0.936108,N
-1.17936,-0.248017,1.297124,0.260375,-1.590928,-0.512518,0.578692,-1.638833,0.404542,0.465203,0.111666,0.823998,-0.753833,0.798469,1.333902,0.299806,0.529159,1.456735,1.403095,1.515514,-0.787104,1.226337,-1.004212,0.941262,-1.396839,P
