"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","binaryClass"
1.369332,1.348053,1.245546,0.255949,0.095249,1.344574,1.267686,0.301357,-0.93933,0.277674,-0.023593,-1.115928,-1.506783,1.125904,-1.214169,0.139347,0.466503,0.735694,1.147137,-0.252866,-1.709447,1.427959,1.817673,1.691976,-1.488347,P
0.699379,1.356297,0.464627,-0.518112,-0.100324,1.327687,0.016989,-0.111052,-0.230803,1.408724,-1.090905,1.147919,1.155766,-0.727414,0.89349,0.121168,-0.928591,-0.698394,0.123011,-1.643069,1.37367,-0.970713,-0.070211,-1.361266,0.443797,P
0.122215,0.390102,0.355066,0.528076,-0.465258,0.099297,1.588123,1.0886,-0.872816,-1.416401,1.067191,1.512323,-1.275261,0.037511,1.122393,1.344445,0.948611,0.333686,-1.316199,1.276892,0.065366,1.638574,1.18968,-1.273613,-0.281817,P
0.56999,-0.012569,-0.159028,1.547892,-0.702307,-1.337401,-0.64013,0.470843,-1.349861,-1.541814,0.94746,-1.529999,0.658682,0.438282,-0.495931,0.553647,-1.661619,1.507752,1.469623,0.37771,1.148096,-1.291779,0.689598,0.78277,1.558731,N
-0.841718,-0.698022,-0.652951,0.021105,1.706582,0.778097,-0.688424,-1.693133,-0.78711,-1.397107,1.284357,0.283915,0.232631,-0.323889,1.201058,-0.330011,0.352606,0.912313,0.734768,-0.351515,0.540305,0.107928,1.334917,1.65794,1.154481,N
-0.250853,0.253984,0.089623,0.468978,-0.777966,-1.099629,0.642739,0.987641,0.590421,0.57613,-1.235454,0.071514,1.597845,0.018675,-1.20485,0.006351,-0.506419,-0.116074,0.126364,-0.491583,1.371724,-1.077054,1.076089,-1.669464,-0.942989,N
-1.016191,-0.29182,-0.498212,-0.27148,-0.720064,-1.070169,-0.761224,-1.65647,1.373059,-0.739485,0.791555,1.310032,-0.286278,-1.273253,-1.412168,-0.536612,0.07605,1.393151,-0.74406,0.224456,0.968852,-1.012552,1.126988,-1.01138,1.060027,N
0.511688,0.208885,0.320652,-0.683837,-0.976037,1.114362,-1.337985,1.64789,1.163204,1.511673,0.907348,1.328419,1.582381,-0.538116,-0.215751,0.591542,0.717442,-0.345201,-0.509052,1.620584,1.536866,-1.33278,-1.291088,1.512749,-1.064227,P
-0.560443,-0.779155,-0.713214,-0.465822,-1.49065,0.934771,0.606359,1.107394,0.925466,-0.492214,-1.00422,0.321849,1.36118,0.436888,0.599177,-1.610197,0.469245,-0.787321,1.498378,-0.567085,1.734502,-0.935922,0.119842,0.479967,-0.611251,N
0.624631,0.188736,-0.823076,-0.319042,1.581925,-0.698218,0.995781,-0.380736,1.046868,-1.212602,-0.610186,-0.653056,0.128312,-0.602864,0.563299,0.597875,1.053685,0.349939,-0.805821,0.529015,-0.013989,-0.969788,0.394556,-0.084395,0.177966,P
-0.580281,-0.819361,-0.044518,-0.396755,0.448896,0.785478,0.488589,-0.592896,0.398821,-0.426538,-1.248006,0.796572,0.218883,1.262618,-0.497268,0.420909,-1.727766,0.033565,0.739078,-0.650026,-0.433107,1.678494,1.717077,1.649706,1.436891,N
0.472986,0.344245,-0.078509,-0.391911,-0.421751,1.263614,-0.201995,1.263265,-0.783586,0.953427,-0.775042,0.264591,0.782178,0.286568,-0.033328,1.5695,-0.223423,-1.47996,0.123216,0.512346,0.150261,-0.057334,-1.448828,-1.661686,1.544,P
-1.127831,-0.729931,-0.48523,0.079752,1.29541,1.133307,0.31435,0.240593,-1.504087,-0.054525,0.258475,1.547192,1.332348,0.169714,-0.658199,0.591315,-1.473758,-1.690854,1.628999,-1.530706,0.729774,1.091123,0.716424,0.503497,0.5227,N
1.583154,1.693516,2.404869,0.886394,-1.096804,0.88451,-1.771362,0.002219,-0.856176,-0.260101,-0.039449,-0.938848,-1.100077,-1.076587,0.671059,1.318976,-1.385922,0.912469,-1.466999,1.085261,-0.384373,-0.894336,-0.936817,-1.175819,-0.053529,N
-0.77531,-1.151991,-1.058044,0.350039,0.286438,0.815703,-0.713945,1.296057,0.549012,-0.297735,-1.468214,1.324034,1.174998,0.87446,0.703227,-1.681538,-1.631624,-0.849802,0.55769,-1.337279,-1.755419,-0.295588,1.605109,0.694748,-0.532872,N
-1.532849,-1.449253,-0.908744,0.5536,-0.012141,-0.125081,1.418179,1.381308,-0.103716,-0.922794,0.662366,0.002149,-1.06458,-0.533419,0.028866,-1.415018,1.527583,0.57889,1.274651,-1.751198,1.301914,0.179025,0.127714,0.058115,1.527458,N
0.898701,0.199674,-0.032889,-0.066956,0.956908,0.484325,-0.707507,-0.084878,1.569902,-0.618825,0.102076,0.396947,1.035816,-0.614454,1.389069,0.784115,0.573545,1.087023,-1.73592,1.691176,1.270464,0.819971,0.518286,-0.721483,-1.685486,P
0.670296,1.321926,-0.06289,-0.373356,-1.645101,-0.556074,1.038577,-0.831241,-0.453826,-0.710005,0.738413,-1.657716,0.736086,-0.245022,0.357245,-0.021511,-1.027192,0.010617,-0.129803,0.664,0.065565,0.012576,-0.191494,-1.38942,-0.517316,P
1.187496,1.558749,1.321596,0.219616,1.212142,-0.803743,0.300093,-1.588021,-0.266112,1.037043,1.68269,-0.162508,0.249209,-0.680225,-0.573538,-1.682623,1.47473,1.369831,0.39016,-0.322782,0.064252,1.531509,0.833392,1.576991,1.15687,N
1.363445,0.93463,-0.165908,0.159303,1.299464,-0.37099,0.652413,-1.53456,-1.137963,-0.656685,0.011851,0.664647,1.514665,0.344294,-1.366666,-0.520061,-1.610235,0.169745,0.401346,-1.426221,-1.734529,-0.220571,-0.059481,0.241375,1.210913,P
-2.265622,-1.650844,-0.369873,1.744774,-1.572924,1.101377,0.622162,0.105824,-0.612815,0.047495,0.950942,-0.552892,-0.993672,0.359197,-0.796768,0.814145,-1.603898,-1.087094,0.822557,-0.858488,0.860085,-0.252947,1.464392,0.550688,0.784882,P
-0.463705,-1.038239,-1.374466,-1.565,0.16847,-1.228307,0.355448,0.393468,1.104982,0.236465,-1.41644,-1.778722,0.065098,-0.023252,-0.322944,0.900097,-0.106355,1.303452,0.510993,0.895261,1.386524,0.248009,-0.773358,-0.28645,-1.513777,N
1.798482,1.695706,-1.282647,-1.69331,1.416274,0.119812,1.09425,-0.723768,1.439032,1.426712,-0.361056,1.588988,-0.556554,0.893933,1.119491,0.301202,-0.459509,0.323333,-1.773281,-0.397249,1.419971,0.618777,-0.688411,0.208948,-1.325648,N
1.636629,1.626537,3.266526,1.389142,-0.760556,-0.405651,0.0379,1.361385,0.885661,-1.156447,0.618234,-0.5785,-0.571405,-0.696171,-0.247227,-0.816461,0.135822,-0.413699,0.207248,-1.556671,-1.747932,-1.287342,1.60451,1.125705,0.594471,N
-1.383473,-1.46832,-1.576705,-1.123059,0.776419,1.07907,1.066977,0.154941,1.361026,-1.304778,1.057088,-1.662046,1.685096,0.986439,0.951294,-0.495064,0.926969,-0.25961,0.947567,0.946792,-1.478935,0.483176,-1.22122,1.478104,-0.75908,N
0.229898,0.798929,0.405782,-0.621362,-1.579437,-1.341426,-1.473627,0.055296,-1.34218,-0.64313,-0.720879,-1.067678,1.182071,-1.542473,-0.184068,1.287973,0.591052,0.499599,-0.956159,-1.199141,1.191071,-0.907655,1.47087,1.046936,1.200898,P
0.194251,-0.213111,-1.0422,-1.672885,-1.32703,0.705917,1.359638,-1.537835,1.562349,0.615071,-0.193682,-0.335645,1.171451,0.119076,0.880199,1.007075,-1.089716,-0.820219,1.314783,0.17606,0.539954,0.188912,-1.232995,-0.667985,-1.630947,N
0.000288,-0.209761,0.757312,1.823784,0.097626,0.065763,0.763654,1.038221,-1.726603,0.730291,-0.469485,0.144606,-1.347787,0.889921,1.177036,0.265014,0.009973,0.310379,-0.337837,0.510755,0.948446,-1.586142,1.428897,-1.579573,0.413133,N
-1.792403,-1.347037,-0.674217,-0.831295,-1.072264,-1.533804,-0.338982,1.224671,-0.347303,0.654865,0.770698,1.268243,-1.337204,1.551681,0.172706,1.476665,0.272006,-1.12556,-1.091599,1.143285,0.563186,0.698933,-1.078574,-0.96415,-0.437655,P
-0.836377,-1.029585,-0.576859,1.109794,0.306687,1.395847,1.1629,1.392696,-1.000873,-1.182904,-1.014256,-1.515247,-0.011575,0.477223,1.152598,-1.759281,0.891393,0.270683,-0.922877,1.686979,1.657051,0.120838,0.739582,1.317275,0.320561,N
-0.506951,-0.839609,-0.907168,-1.352848,-0.467876,-1.472158,0.357812,-1.338709,-1.379224,1.390588,0.14585,-1.077773,-0.062342,0.618836,0.614299,-0.138685,0.60797,-1.006454,1.102653,0.419228,-1.230137,0.636343,1.571572,1.003091,1.05552,N
0.703135,0.321486,1.287866,0.94178,1.54457,1.203707,-0.866966,-1.554445,0.955105,-1.261129,0.803628,0.148781,-0.904695,0.644765,-1.049265,-1.68674,-1.184963,0.841575,0.255691,0.551956,-0.08807,0.553158,0.930642,-1.522596,-1.390672,P
-0.7208,-1.068611,-0.486006,0.906218,0.888787,1.506792,1.62879,0.865815,1.470521,-1.217918,1.104795,-0.651481,-1.117836,-1.026926,-1.428701,-1.152781,1.05852,1.19534,-0.983876,-1.507595,-1.619983,-1.414579,0.945597,1.631896,-0.042435,N
0.858928,0.939618,1.000691,0.39107,-0.196452,1.070012,-0.42942,-0.001899,-0.593034,-1.419399,1.67746,-1.452435,1.171145,-0.988412,-1.338841,-0.717716,0.795303,1.53714,-0.521557,-1.030209,0.459887,-0.231127,1.699676,-1.591854,-0.179933,P
0.513195,1.428932,2.900425,1.590516,1.428245,-0.985273,0.942223,1.312434,-1.749168,-1.644563,1.263391,-0.276213,0.00807,-0.846648,0.763495,-1.571622,-0.022804,0.687431,1.553101,1.678725,0.248604,-0.25175,-0.863224,0.803212,0.335457,P
-0.583253,-0.457541,-0.786526,-0.774164,-0.380399,0.777014,0.875582,-0.965627,0.049506,0.092803,0.338528,1.462071,0.04482,0.817413,-0.667795,-0.073103,0.381263,0.598409,-1.602675,0.503247,-0.912421,0.385376,-0.687892,0.708395,-0.988596,N
-1.039614,-0.825439,-0.508144,0.659518,-1.125887,-0.606056,1.576956,0.62944,-0.357786,0.658416,0.070545,0.98494,0.929075,0.684502,1.345445,0.212496,1.46204,0.090294,-0.98894,1.388213,-0.54468,0.114233,0.074225,-1.434235,-0.037857,N
0.040609,-0.534421,1.129712,1.585957,-1.38368,-0.151866,-0.228974,-0.832792,-0.430358,-1.622727,-0.090587,0.473896,-1.62778,-0.972246,1.560729,-0.33949,0.529298,-1.741096,-1.257414,0.255133,-0.555062,-1.046836,0.804106,-0.999416,-0.664196,N
-0.09851,-0.539538,0.215193,0.182211,1.258343,0.069053,1.060261,-0.846143,-1.077046,1.277553,1.593961,1.111383,1.583876,1.624117,-1.058774,0.050426,0.932108,-0.387357,-0.261515,-1.469663,-0.155698,-0.05738,-1.445985,-0.200116,-0.049769,N
-0.954774,-1.04597,-0.48845,0.26486,-1.283131,-1.54098,-0.551939,0.93748,1.312085,0.590267,1.303253,-1.043003,-0.327068,-1.269387,-0.147,0.518448,1.118134,1.441837,-0.528385,0.688497,-1.118217,-0.140998,-1.308346,-1.236184,-0.612227,N
-0.059646,-0.732638,-1.302235,-0.594538,0.333565,-1.021087,-0.260597,-1.051489,-1.813339,-1.076999,-0.952582,-0.318609,1.003929,0.993547,-1.577634,1.108103,1.215008,-0.473912,-1.227633,0.802031,-0.55257,1.552584,-1.461249,-1.433648,0.437603,N
-1.835632,-1.604071,-0.769617,0.420223,0.258475,-0.911733,-0.368885,-1.38883,-0.742838,0.120901,-1.423107,-1.257411,-0.151749,0.658921,0.979703,1.519969,1.349136,-0.954577,0.894026,0.809308,-0.047157,-1.527757,-0.535806,-1.203195,1.095582,N
-1.215116,-1.156137,-0.856532,-0.407577,-1.321809,0.306307,-1.454476,-0.047184,0.286977,-0.798509,-0.938118,-0.746059,-1.508666,1.601562,-1.519579,-0.198573,0.788703,-0.117017,1.241,0.852843,-1.202738,0.513762,-0.79651,-1.072037,0.344926,N
-0.253158,0.620811,0.275716,-1.075175,-1.220536,1.084953,1.044672,0.555777,0.118959,1.303824,-1.467843,-0.853477,-1.001972,-0.735749,-0.734693,-0.102894,-0.827662,-1.54095,0.508014,0.24645,0.194862,1.348735,-0.782406,1.331876,-1.465553,P
-0.512941,-0.755355,-0.654773,-0.638585,0.550511,-0.748644,1.656481,-0.781432,-0.253461,1.563329,0.319645,-0.394992,1.222195,0.700096,0.143448,-0.872535,-0.501599,-1.320807,1.355174,0.87029,-0.269439,0.320042,-0.179762,-0.020762,-1.64878,N
-0.229953,-0.390413,-0.583939,0.365511,0.489009,1.597374,-0.223976,-0.060356,0.706594,-0.167223,-1.571475,0.871244,0.905545,0.352382,1.238457,-0.419493,-1.134512,0.225092,0.584379,1.578126,-1.605236,-0.446583,0.738761,-0.981527,1.458577,N
0.617826,0.971685,2.306873,1.210406,1.370661,0.804932,0.486432,0.375602,0.824801,0.353101,-1.149813,-0.198915,1.694344,-0.769039,-0.071702,1.340685,1.017982,0.016277,-1.538832,-0.705071,0.276697,-1.687929,0.199952,0.494034,-1.593867,P
-1.087103,-0.564551,-0.020976,0.392967,-0.911561,0.279295,-1.396324,-0.635331,-0.852821,1.581558,1.014073,-0.449103,-0.011341,-1.630878,-1.691861,-0.030655,1.374864,0.27464,-1.270795,-0.524933,1.554426,1.492081,0.383661,-0.753449,0.174007,N
-1.15231,-1.481254,-0.466643,1.696268,-0.091672,-0.94002,1.150759,0.555671,-0.774889,-0.246091,-0.911786,1.564934,-1.597906,-1.001936,0.608817,0.184759,0.402297,-0.628431,-0.158321,1.016932,0.675481,-0.988299,-0.668714,0.281486,-0.066244,N
0.244781,0.509668,1.378092,1.592635,-0.613088,0.706145,0.290068,1.088314,1.006671,-0.239045,0.060498,0.790383,1.138768,0.377499,-0.951049,-0.338818,-1.107716,-0.977562,-1.599951,-0.592697,0.4788,1.744052,-0.240911,-0.736918,-1.123928,P
1.746876,1.506379,-1.387327,-1.422637,-0.753671,-0.582434,0.45204,-0.269189,0.143361,0.900871,0.853986,-0.256816,0.899587,1.506633,0.304799,-0.05808,1.498458,0.966316,1.381607,-1.754306,-1.064072,-1.320834,-0.309409,1.185825,0.654539,N
-1.704773,-1.312777,-0.57776,1.755149,-0.420217,-0.368616,0.319806,-1.510577,1.090453,0.726424,0.31692,-1.368453,1.161632,-1.043958,-0.766509,-0.284469,-0.236358,-0.816829,1.511524,1.606509,-1.527798,-0.287776,0.810861,0.735604,0.809992,N
-0.126056,0.43823,0.652394,0.298385,0.66367,-0.918728,-0.315935,-0.14133,1.61596,0.687977,0.106978,-0.982496,-0.931163,0.148262,0.302551,0.151045,1.072475,-0.572431,-1.738206,0.725333,-0.051889,-0.16103,1.482211,-1.144439,0.45318,N
1.274197,1.372659,1.405078,0.703841,0.598395,-0.329286,-0.496337,-1.621757,1.69712,-0.65109,1.158157,1.382504,0.063296,0.542192,-1.760876,-0.100746,-0.409205,1.618812,0.552817,1.396028,-1.166346,-0.225039,-0.259259,1.678729,0.393994,N
0.467767,0.055646,0.503351,-0.002165,-0.366713,-0.878965,-1.265169,-0.173297,0.792941,1.547378,0.721529,0.59028,-1.642233,0.923685,0.656215,0.497438,1.381012,1.504305,0.600765,0.894539,-0.980492,1.637436,-0.490093,-1.414616,1.249451,P
-0.117121,-0.629323,-0.662956,1.234564,1.278569,0.907653,1.086923,0.339689,-0.565845,-0.526757,0.564973,0.81923,-1.260766,-0.400013,-0.561581,0.527134,0.473724,0.043317,1.682019,-0.137804,0.679457,0.139896,-1.200839,1.64956,1.701812,N
-0.297125,-1.294696,-0.417032,0.39203,-1.016835,0.822944,-1.523054,0.693855,-1.048965,1.53684,1.577297,-1.026054,-0.725202,-1.287831,1.507393,-0.691814,0.792572,1.375421,-0.745484,1.157947,-0.728761,-0.028823,-0.50466,0.728197,-1.577767,N
0.222559,0.428602,1.849325,1.624576,-1.097432,1.662316,0.135503,-0.165913,0.789413,1.279011,-1.334214,-0.050444,-0.672249,1.656869,-1.779256,-1.653609,-0.350097,0.785625,1.044181,-1.383321,0.935858,0.422322,-1.551093,-0.938714,-1.101552,P
0.467812,-0.038305,-1.464925,-1.07892,-1.309959,-0.520077,-0.279283,1.184836,0.326102,1.053153,-0.788042,1.668093,0.321948,1.243104,-0.692466,1.443586,-0.062458,-1.170176,-0.144257,1.452981,1.58461,-0.242748,-1.360137,0.482283,0.418084,P
-1.201592,-1.338182,-1.131371,0.313281,-0.197938,-1.230498,-1.216449,1.44368,1.654049,0.16827,0.798794,-1.59078,-0.828295,0.958835,1.010456,-1.260126,-0.643312,-1.635698,1.111449,-0.984224,0.11347,0.079575,0.659462,0.775731,-0.291718,N
-0.69844,-1.25524,-0.60273,-1.267411,0.217171,-1.086017,0.767761,-0.716763,-1.707171,-0.078092,1.347426,-0.583594,-0.265265,0.813688,0.1495,0.150617,-0.016286,0.581037,-0.006751,1.005841,1.29012,0.336266,1.277398,0.151857,0.121529,P
0.211159,0.453829,-0.794112,-1.04076,0.392088,0.93504,-1.131888,-0.820787,0.501901,-0.361523,-1.246334,-0.477606,1.433765,-0.693805,1.154368,-0.346978,0.630589,0.419239,-0.401794,0.296745,0.694258,-0.754208,-1.094652,1.70858,-0.312971,P
1.829165,1.330545,1.794554,0.931675,-1.303374,0.918211,-1.175555,-0.827356,1.23077,1.607933,-1.174317,1.270206,1.281245,-1.401495,-0.365238,-1.689709,-1.695752,1.399595,-0.912175,-0.875607,0.675265,-1.424392,0.319742,0.039888,0.599876,N
0.77619,0.567331,1.267932,1.763699,-0.954356,-1.259121,-1.498223,1.518185,0.159756,0.880833,-1.208745,1.442794,0.248291,0.666778,-0.483829,1.499681,-0.49108,0.782988,1.200477,-0.353997,1.53554,0.795242,1.200559,0.73277,-0.642658,P
-1.249568,-1.100365,-1.308428,-1.404013,1.234088,1.460416,0.543189,-1.2353,-0.801908,0.261129,-0.814036,-0.54376,-0.935295,-0.470889,1.292282,0.576036,-0.276402,-0.217974,0.389959,0.041583,-0.558218,-1.224976,0.64633,-1.436267,1.519875,N
-0.249413,-0.743795,0.004666,-1.403014,-0.724961,0.730779,0.343905,0.487524,-0.106314,-0.376318,-1.683327,1.603539,0.95544,-1.640377,0.561666,0.723132,1.274966,0.231823,-0.746768,0.645096,0.448068,-0.89319,-0.118396,0.339944,-0.955072,N
