"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","binaryClass"
1.468629,-0.142241,0.447138,-0.690724,-1.61298,-0.017123,1.220834,-0.934909,0.690134,-1.51501,1.399387,0.590476,1.321188,-1.505065,0.775794,-0.837826,0.765268,1.055029,1.640312,0.628655,1.684475,0.770051,1.101737,0.454187,1.450594,-0.504365,-1.198268,0.339556,-0.077972,-0.006128,0.63776,1.181693,0.572567,-1.18944,-1.595001,-1.029707,0.170716,0.301023,0.719132,-0.174059,-0.20497,-0.665879,0.269727,1.667042,1.038221,-0.442318,0.41857,-0.768571,-0.353406,1.567386,P
-1.367475,1.040956,1.342343,-1.237268,1.104247,0.655501,1.40589,1.328615,0.026112,-0.15226,0.113203,-1.658343,1.447007,-0.853462,-0.519019,0.006688,-0.073353,-0.214539,0.4752,-1.543745,0.508643,0.871406,0.14454,1.740964,-1.060869,-1.290679,1.590616,-0.200758,1.082003,1.533969,0.830798,-1.506662,-0.100548,-1.106011,-0.016218,-0.091135,-0.473828,1.58022,0.07343,0.724526,1.283414,-1.104541,-0.433588,-0.133095,0.593654,-0.491836,-0.323477,-0.891873,0.448459,-0.933866,P
0.042451,1.121028,0.844621,1.274464,0.160693,-1.027758,1.255775,-1.338858,-0.773104,0.70108,-1.064739,0.498635,-1.308109,0.45265,-0.605344,-1.044885,-0.337775,-1.320439,-1.032005,-1.344615,-0.67607,0.793875,1.56111,-0.375742,-1.390608,-0.677708,-1.123355,1.701144,0.173531,-0.246911,-1.087775,-0.528544,-0.328489,0.998019,0.39368,-1.309967,-1.032376,1.076004,0.058776,-0.207984,0.476613,0.892406,0.139577,-1.072937,0.832477,1.381185,0.292178,0.440192,-1.340826,0.863684,N
0.153447,-1.220897,1.58947,-0.931971,-0.199993,0.513802,-0.757812,1.239848,1.296659,-0.054303,0.880543,0.366087,0.743956,0.082955,-0.130693,1.537138,-1.634707,-0.809894,-0.305913,-0.663713,-0.434072,0.672858,-1.304512,1.650883,-0.485714,1.510054,-1.450975,1.289673,-0.761413,1.512222,0.239093,1.731775,-0.605711,0.056602,0.321032,0.635424,-0.950109,0.798934,0.178621,0.808162,1.727884,-0.287575,0.417192,-1.344823,1.58969,0.480976,1.058174,-0.257676,-0.272963,0.287819,P
1.321731,0.347027,-0.79553,1.05749,1.664275,0.911294,1.700601,-0.159697,-0.426906,-0.569954,1.575033,1.516394,0.906664,1.309469,-1.485098,-1.559147,-1.227877,0.409145,0.508505,0.542893,-1.048806,-0.108603,0.139988,1.694666,-0.438376,-1.554144,-0.248139,-0.551041,1.546756,-1.029757,-1.238953,-1.768588,1.009157,0.060768,1.374614,-1.437728,0.308085,0.501401,1.249399,1.225286,0.907785,1.593622,0.704984,0.468641,-0.056173,0.173536,-1.495372,0.725027,0.566066,-0.335603,N
0.783583,-0.540937,1.257505,-0.706238,0.730343,-0.67624,1.511377,-0.27613,0.705133,1.65562,1.188524,-0.774819,1.261468,1.134893,-1.056927,1.593211,-0.561634,0.909864,-0.849799,-1.488263,-0.892411,-0.926097,1.070464,-1.075377,-1.310897,0.506715,-0.36864,0.390625,1.253053,1.108816,-0.16097,0.242216,1.069554,-0.212209,0.596748,-1.267577,0.209873,-0.350536,-1.583492,0.99927,0.309878,1.256055,-1.456239,0.177389,-1.507376,0.369628,1.346562,0.471686,-1.266678,0.494796,N
-0.013092,1.604182,0.46669,0.025534,1.224337,-0.911706,1.697781,-0.799518,-0.060323,-0.546089,-1.370788,0.742896,0.467156,0.339272,-1.546028,-1.281884,0.817256,-0.018684,1.439478,0.491471,-0.417547,0.540466,0.247449,-1.170923,1.591234,0.330923,1.570228,0.401588,-1.382297,-0.921653,-1.284568,-1.363859,-0.235363,-0.646387,-0.848353,-0.295304,1.549833,0.036478,1.161269,0.45473,-0.805156,-0.72385,1.365926,1.12731,-0.710109,1.719205,-0.720609,1.515151,-0.876242,1.475492,N
1.62752,0.737466,0.923073,1.508542,-1.555818,-1.548837,-0.717566,0.796264,0.361496,-0.400311,0.791498,1.294382,-0.82258,-0.380314,1.27208,-1.539906,0.140888,-1.075788,0.623936,0.315323,-1.56557,0.425264,-0.186706,-1.517673,-1.016406,-0.535453,-1.424746,-1.620908,-1.009938,0.093897,1.050594,-0.241482,-0.879137,-1.599364,0.231098,-1.33292,0.63432,-1.438288,0.761224,0.971976,-1.159708,-1.544875,-1.729097,-0.923202,1.174597,-1.690639,-1.84992,-0.276852,-1.30055,0.621435,N
0.110489,0.439059,1.423561,-0.417876,-1.402955,0.385121,-1.598503,0.617412,1.332246,-0.338039,-0.558572,1.253998,0.088455,-0.977567,-0.994349,0.004272,0.077099,-1.431358,-0.111452,1.048005,-0.203791,-0.080795,-0.252743,-0.561978,-0.077234,-1.299292,0.863186,0.075551,0.877645,-0.608011,0.698862,-0.538298,0.139507,-1.555515,0.834895,0.13998,0.046612,-1.362019,0.96162,1.166096,1.309825,0.926983,-1.674199,0.930014,-0.475531,0.149945,0.92851,-1.064061,-0.624867,0.138633,N
-0.143457,0.489684,-0.285996,1.044852,1.662089,0.27022,-0.686318,-0.09103,-1.135013,1.177339,-0.384654,-1.214668,-0.033249,0.222449,-0.079162,-0.081968,0.905025,-1.275696,1.063741,-0.424964,1.216446,1.256407,1.141173,0.483373,1.182658,0.201064,-0.672038,-1.099152,0.427752,0.970929,0.899777,-1.26243,1.564187,0.645228,-0.592298,1.142727,1.344944,-1.361696,-0.144291,-0.494859,1.110686,-1.659797,-1.531369,-0.287574,-1.477538,0.943965,1.021871,1.610897,1.14353,1.045694,N
-0.355454,0.002426,-0.384394,-0.004731,-0.904173,0.015467,-0.013165,0.353393,-1.781248,-1.549964,-1.35826,-0.791064,-0.926018,-0.573616,1.235252,1.464149,0.943218,-0.195741,0.296296,-0.008924,-0.106207,0.571639,-1.48544,-1.074888,0.447633,-0.912253,1.230496,0.864902,-0.11186,0.729471,-1.193391,0.568525,0.4359,-1.251439,0.973326,-1.457293,-0.812371,-1.094421,0.812293,0.754236,-0.434153,1.526144,1.623981,-1.521267,-0.946597,-1.589302,1.256906,0.191489,-0.166132,1.104481,P
-1.400259,0.764322,-1.244631,0.71877,-1.686016,1.77319,-1.221421,-1.727066,0.27176,-0.711072,-0.767756,-0.885743,0.379952,0.595961,-0.499856,-0.348006,0.691194,-1.604171,0.596154,-1.337838,1.679658,-0.338057,-0.887551,-0.246939,-0.076567,0.88364,-0.402742,1.459628,0.729886,-0.667716,-0.03274,1.026641,-1.016584,1.027793,0.426567,-0.79935,0.656314,0.153524,-1.220556,-1.168966,-1.288823,-1.449097,0.097029,-0.371342,-0.521002,-0.351157,1.006741,0.189244,-0.487705,-0.168859,P
-1.332898,-1.554233,-0.130288,-1.077972,0.329963,1.422281,-1.291893,-1.102332,1.553007,-1.253431,1.646306,0.962244,1.059424,-1.06716,-1.044353,-0.937452,1.611459,-1.488721,-0.264521,0.020598,-0.076209,-1.638049,-0.406181,-1.602821,0.267206,0.58951,1.503248,-0.791798,0.162857,-1.575103,0.23646,0.359903,-0.513456,-0.375216,0.342725,0.052363,1.188716,0.410362,1.714167,0.585711,0.917106,0.395575,-0.818444,-0.304699,-0.425243,-0.33506,0.500511,-0.587674,0.869304,-0.289369,P
