"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
0.316962,0.239019,0.94624,-1.31076,-0.032071,0.991241,0.048111,1.503877,1.282198,0.543569,P
-0.843982,1.58428,0.349053,0.92134,-1.078553,-1.04519,-0.708957,0.608337,1.1163,-0.938441,N
1.032719,-0.701184,-1.303375,-0.715495,1.10649,1.682076,-1.371473,-0.967083,-0.050551,1.61751,N
-0.511349,0.562392,0.978552,1.53638,0.853324,0.76069,1.77162,0.46459,1.312045,1.5824,N
-1.422507,1.173639,0.116172,-1.460721,-0.035559,-0.183698,0.597506,-1.511729,-1.69302,0.978531,P
0.286383,0.460948,-0.182041,-1.111693,0.566951,-0.063231,1.364867,0.655369,1.700323,0.324746,N
0.432976,1.358008,0.394116,-1.561453,1.062183,-1.56865,-0.024611,-0.416003,-1.370634,0.538131,N
1.575585,-1.204585,0.805914,1.135637,0.932905,-1.405652,1.751324,-1.862456,-1.280829,-0.576323,N
-0.360374,1.028136,-0.355269,0.733144,0.795554,1.194669,-1.247249,-0.391554,-0.350112,-1.424004,N
1.651364,-0.901278,-1.257029,-0.384997,0.339506,-0.45383,-0.703243,0.458007,0.321421,0.400722,N
1.037201,-0.853157,0.188698,-1.030352,0.521371,0.186487,-0.744952,-0.696359,-0.540827,1.176674,P
0.397641,1.039925,0.725714,0.382743,0.318307,-0.763045,1.372695,-0.245088,-1.476202,-1.634836,N
0.788859,0.427303,-0.823285,0.992064,-1.000172,-0.133193,1.734562,0.734101,1.343511,1.62299,N
0.999755,1.017796,0.54626,0.305794,0.120276,1.300382,0.128756,-1.279055,-1.380517,0.608409,N
1.076346,0.053088,-1.070286,0.414674,-0.467455,1.099117,-1.35488,-1.812152,1.09526,-1.170424,N
-0.965065,-1.418151,0.671578,0.893768,-0.64362,-1.076034,1.204305,-0.595195,-1.029436,1.058392,P
-1.347434,-0.500862,0.278699,1.178821,-0.897308,0.94267,-1.121104,1.641608,-0.370285,0.775678,P
1.286586,-0.655098,-1.061311,0.406508,0.290959,-0.457618,-0.887863,-1.489376,0.791966,0.138553,N
0.927671,-1.326138,0.020292,0.516423,0.907551,-0.301147,-0.331971,-0.268026,1.59979,-0.901546,P
-1.152999,-0.280614,-1.079303,-0.004384,-0.453006,0.928087,1.037463,-1.237922,0.377573,0.690823,P
0.292448,-1.505484,-0.855483,0.969865,1.3613,-1.285488,-1.14024,-0.177261,-0.75605,0.703479,P
1.067517,-1.529885,0.946334,-0.193395,-1.570298,0.152571,-0.333959,-1.567494,-0.505742,-0.681054,P
1.631638,-1.543792,1.432914,0.494808,0.163982,-1.225167,0.93561,1.174294,1.118554,-0.808949,P
-1.516023,0.844033,0.127178,0.383573,1.262616,0.907164,-0.857705,0.438616,0.537428,0.716838,P
-1.569269,-1.278887,1.005556,-1.67986,0.206274,0.793761,1.343452,-0.867529,-0.303463,0.108782,P
0.106443,-1.623006,0.502495,1.058166,-1.533216,-1.234163,-1.069105,0.86798,-1.675464,-1.308487,P
0.603688,1.457267,1.224001,0.609485,0.80505,0.052238,1.720807,1.458741,0.061212,0.94702,N
-0.727216,-0.046178,0.005784,0.091502,-1.625106,-0.655174,1.078876,0.404188,-0.270638,-1.229629,P
1.496518,-0.717906,0.84098,-0.512036,-1.653893,0.000001,1.421768,-1.137148,0.72434,-0.190766,P
1.331276,0.569377,1.544684,-0.353953,-0.788644,0.670077,-1.154155,0.757911,-0.393877,-1.821279,N
-0.405602,-0.058937,0.115068,-0.694484,-0.197026,0.019042,0.046042,0.206777,-0.989488,0.68845,P
-0.903437,-0.444012,1.283815,0.202269,-1.085386,-0.41822,1.738201,-1.533705,0.995568,1.522687,P
1.151657,-0.334329,-1.115968,1.31566,-0.395594,1.091919,-1.18337,1.135427,0.39152,1.326587,N
-1.345112,-1.066916,-0.505844,-0.487658,1.203919,1.24757,-1.296031,0.011112,-0.255889,0.953311,P
-1.643268,1.480799,0.298378,0.235629,1.093608,-1.544971,-0.746251,0.029616,-0.785911,-1.815183,P
1.233584,1.601912,-0.29837,-1.328632,0.041922,0.911599,-0.861629,-1.054409,0.85971,0.625998,P
-1.317529,1.336215,1.589462,1.501462,0.951705,-1.423143,0.493306,0.177654,-0.440478,-1.795989,N
-0.679814,0.317176,-0.899922,-0.327137,-1.377891,-0.252772,-1.407547,-0.482155,0.512074,-0.702539,P
-1.266901,1.050752,-1.439563,-0.684245,0.777517,-0.785869,0.714728,0.163996,-0.481697,0.009434,N
0.606371,1.343461,-0.530382,-1.762494,1.520615,0.275772,0.839708,1.156998,1.22017,-0.880866,P
0.612255,0.317802,0.3308,0.856171,-1.330243,0.70294,0.00583,-1.733696,1.126505,0.032435,N
-0.975304,-0.423204,0.705726,0.124504,-1.495498,1.726671,-1.330136,0.083211,-0.260359,0.299571,P
-0.923617,-0.247753,-0.620264,1.562226,-1.304748,-0.79141,-0.427303,-0.971895,0.692392,-1.81072,P
-1.595426,-1.356465,1.214188,0.874692,1.345009,-0.122497,1.103163,-1.191233,0.363896,-1.084204,N
-0.570717,1.601315,0.780146,-1.78435,-0.641942,-0.760767,0.65732,0.123901,-1.617875,0.069342,P
-0.10249,-1.43559,0.12992,-0.287671,1.630697,-0.207428,1.752048,-0.640599,1.519029,-0.155143,P
0.594467,1.087534,0.429379,-1.029196,-0.219102,-0.195966,-0.000192,-0.004021,-0.76757,-0.1281,P
-1.55487,0.553559,-1.66779,-1.367056,-0.285682,0.902855,-1.318091,1.211807,-1.328926,-1.663038,P
-0.461389,0.276365,0.196333,-0.694205,0.231602,-0.275184,-1.222669,0.729692,1.124451,1.22894,P
0.349937,1.06256,-0.740784,0.774516,-1.215039,-1.224526,-1.155704,-1.009997,-1.024156,-1.233621,N
-0.953104,-1.328708,-1.062846,-0.77118,-1.35981,0.322882,0.655248,1.663427,-0.182085,1.333662,P
-0.735603,0.120492,-0.009865,0.150894,-1.486461,-0.596214,1.223151,-0.921863,-0.036689,1.245709,P
1.526508,0.807157,-1.50149,-0.998545,-1.281039,0.448134,0.066519,-0.189312,-0.73568,-0.104979,P
-0.305958,0.792581,-1.039245,0.861289,-1.02909,-1.17859,-0.346112,0.388488,1.715776,-1.113248,N
1.472247,-1.5564,0.894096,1.049873,-1.259406,-1.517287,0.673957,0.64631,-0.31953,1.336508,P
-1.025347,0.594484,-1.602492,-0.477579,0.079518,0.062862,0.406167,0.258185,0.732359,-0.042851,P
-0.141233,-1.32344,0.687829,0.640982,0.288349,0.142383,0.226244,1.589604,1.506913,0.381031,P
0.164051,0.731586,1.289374,-1.654448,-1.258747,0.541964,-0.294047,1.684416,-0.291856,0.254292,P
0.260233,-1.576272,-1.513442,1.127694,-0.31379,-1.410313,-0.557675,1.51061,0.906569,0.268163,P
-1.361079,1.529523,0.768396,0.021604,-1.584498,0.1293,1.741698,-1.101152,-1.111775,-1.075264,P
-0.857831,0.168607,1.429073,1.208665,-0.047315,1.07845,-1.433864,-1.12304,0.398885,1.286077,N
0.176995,0.242983,-0.725079,0.351037,-1.156151,-1.414799,0.706061,-0.699505,0.771087,-1.141172,N
1.563615,-0.830064,1.079017,-1.501009,0.238901,-1.403913,0.757602,1.437423,0.407493,0.262664,P
-0.087747,0.657769,-1.710938,-0.410094,-1.040491,-1.233594,-0.305035,-0.959889,-0.900508,0.647107,N
0.764843,-1.600774,0.087824,0.411087,-1.62765,-0.871101,-1.021754,-1.05245,0.134212,-1.799708,P
-0.863936,-1.165889,-1.549811,0.352072,-0.793892,0.794218,-0.164239,-1.322859,-0.724918,0.860624,P
-0.273413,-0.697909,-1.054331,0.37519,-1.102945,-0.367982,-0.916338,1.474802,0.778121,-0.294841,P
-0.44764,0.457805,-1.508074,1.136393,0.454849,0.848443,-0.299317,0.208552,-0.316233,-1.075635,N
-0.396632,0.703941,-1.004872,0.622225,0.807893,1.085186,1.385826,-1.328217,-1.175706,-1.397757,N
0.433653,-0.124912,-0.205823,-0.065007,0.739006,-0.751805,-1.202161,-0.451162,-0.644572,0.012327,N
1.39542,0.075227,-1.007208,0.363554,-0.089048,1.384317,0.58699,0.118784,0.813571,-0.291719,N
0.984646,0.214218,1.200912,-0.224427,0.918695,0.799549,-1.402109,1.587841,-1.286184,-1.010255,N
1.582846,0.818815,0.077852,1.419879,0.744723,0.722184,-0.753038,0.247973,-1.635137,0.240591,N
1.35067,-0.632197,1.627696,1.53894,0.980232,0.870532,-0.085253,0.307707,-0.781368,1.178109,N
-0.631428,-0.509636,0.055409,0.802884,-0.429454,0.449643,0.84524,1.64248,0.387157,0.05941,P
-1.491572,1.484617,-1.233126,-1.532158,0.005804,1.369049,-0.037528,-0.045167,-0.257886,0.748796,P
-1.536449,-1.135794,-0.058631,-1.622869,1.130765,-1.245309,-0.926674,0.920287,1.449987,0.337744,P
0.523717,-1.255921,1.12354,-1.080364,-1.059124,1.0958,1.222909,-0.387333,-1.657124,0.609919,P
0.128967,0.0615,1.2478,0.498557,-0.847575,-1.644315,-0.851197,-0.79629,-0.528325,0.411481,N
-0.41746,1.264919,0.462753,-0.793725,1.687144,-0.088002,-1.115479,1.024596,0.731076,1.301609,N
1.590964,1.234419,-1.698842,-1.62621,1.766918,1.168737,-0.141403,-0.782942,-1.237238,-1.774596,N
1.055317,-1.222236,1.148711,1.358131,1.103996,-0.807594,-1.042134,0.955508,-1.715288,0.808773,N
-0.169453,-0.482145,-1.333905,-0.205253,1.083546,1.693148,1.234601,1.382052,0.900455,1.586034,N
-0.782434,-0.491646,0.37849,0.537942,1.414955,1.081285,-1.029389,0.664534,1.2848,-1.17271,N
-1.591336,0.823017,-1.338056,1.123246,1.469812,1.239189,1.347914,-0.17425,0.644426,1.343823,N
-0.902405,-0.23315,0.561468,-1.238542,-0.600281,1.002252,0.445148,0.522596,0.774265,-1.69921,P
-0.311375,0.866299,0.213334,-0.541764,-0.360782,1.036783,0.626858,1.662205,1.112869,1.087036,P
0.541965,-1.259159,1.318995,-1.090342,1.249945,1.63319,-0.541655,-0.189204,0.795348,-0.092503,P
0.1445,-1.114759,1.463221,-1.457461,1.121441,-1.516853,-0.501903,-0.635158,1.117234,0.627436,P
-0.678007,0.97438,-1.226476,-1.514258,-0.096521,1.1581,-0.897499,0.678408,-1.391124,-1.281775,P
-0.132577,-1.603349,0.687479,1.410532,-1.444045,0.719074,1.192992,1.060221,-1.382426,-0.291074,P
1.517475,0.473517,-1.520484,1.394365,1.206861,-1.319612,0.830784,-1.000829,-0.995125,0.123503,N
0.937989,0.359195,1.212965,0.876975,-0.135182,0.630321,0.720039,-0.144572,1.554848,-0.444794,N
0.273298,1.246644,1.150545,0.853618,0.123507,-1.651321,-1.406636,0.911347,-0.735372,-0.279118,N
-1.328412,-0.684965,-1.570572,0.624835,0.270861,1.398943,-0.675288,0.303024,1.151021,-0.157032,P
-1.173905,1.008162,0.161673,-1.639694,0.54209,-0.18206,-0.54968,1.191567,-0.73999,1.284867,P
-0.547283,0.800613,1.264305,-1.692463,0.358657,-0.815737,1.191086,-1.612935,-1.399969,-0.839927,P
1.405538,0.185898,0.292402,-0.431872,1.456129,-1.671281,-0.084805,-0.151414,1.138975,1.102994,N
0.488294,-1.375429,-1.587535,0.698095,1.299821,-1.286915,0.725548,-1.577003,-0.557457,-0.324529,N
0.133718,1.115135,0.259818,1.053108,-1.225263,-0.616889,-1.092046,-0.451069,0.744877,-0.370452,N
