"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","binaryClass"
1.262837,1.367741,0.250939,1.194385,-0.426281,1.042024,1.414185,1.419636,0.071424,0.727095,N
0.466952,0.193563,0.30207,-0.662642,-1.308575,-0.13248,-1.533128,1.179722,0.809687,-0.282259,P
0.386128,0.267796,0.139255,1.009296,-0.392022,-1.420148,1.053593,0.526986,0.185038,0.51232,P
0.536155,0.572806,0.604992,-1.028279,0.462238,-0.10465,-1.439162,-0.636967,-1.204536,0.373467,P
-1.518207,-1.354855,-0.648791,1.105511,0.073048,-0.782488,1.742676,-1.245415,0.794417,0.193589,N
0.341583,0.144098,0.010692,-1.129219,0.438044,-0.478181,1.624804,1.107569,0.802662,-1.259399,P
0.819684,1.250001,0.008733,-1.636844,-0.700574,-1.387322,-0.272294,-0.072529,0.886589,0.571122,P
1.206978,0.601031,1.719197,-1.403596,-1.51912,-0.845983,-0.388741,0.258187,-0.9303,-1.576993,P
-0.205958,-0.423698,-0.013616,0.430192,0.634986,-0.2979,0.738446,-1.409888,-1.23185,-0.895938,N
-1.398865,-1.36977,-0.405049,-0.252791,1.155392,1.155179,1.734385,1.411908,1.063601,1.207383,P
-0.801895,-0.972257,0.983663,1.404438,1.499842,-0.247204,-0.290306,1.483498,-0.260285,1.501059,N
0.121383,-0.076433,0.44978,0.257491,-1.754717,-0.784539,0.662249,-0.080563,0.195714,-1.47157,P
0.018014,-0.756417,1.526533,-0.505711,0.941581,1.54581,-1.449913,0.2062,-0.535811,-1.263098,N
0.22903,0.542029,-0.209517,-1.114996,1.315691,1.25314,-1.261334,0.554647,-0.265087,1.034098,P
-0.048378,0.262661,-1.046401,0.030064,-0.607133,-0.243001,0.896498,-1.15278,0.889178,-0.180377,N
0.272932,0.56873,-0.465443,1.526594,0.666539,-0.676814,0.505102,-1.035036,-0.372532,0.466764,P
-1.189844,-0.659447,-1.55848,0.679373,-0.049561,1.246462,-1.212179,0.79074,1.598077,1.04087,N
0.203664,0.274635,0.037128,-1.028491,-1.043431,0.421666,1.473859,-0.036534,-0.703287,0.969557,P
-1.069683,-1.000967,-0.400684,1.183224,1.095202,-1.306559,0.041425,-0.138397,-0.363159,0.624213,N
1.390435,1.335546,0.583725,0.565278,-1.334302,-1.387276,-0.712779,0.266204,1.641792,0.919286,N
1.612538,1.418797,0.537656,0.188182,0.712882,-0.583144,0.348074,-1.176496,-1.063792,0.068376,N
1.246851,1.199038,0.820913,-1.200733,0.02172,1.447348,0.825026,-1.494679,-1.402422,0.895025,P
0.158627,-0.164517,0.120256,1.445241,-1.326563,-1.663064,-0.058555,0.938406,1.694385,1.323731,N
0.893404,1.156233,0.030566,-0.248879,0.627761,1.698815,-0.962215,0.468156,0.623179,-1.594027,P
-0.012105,0.476282,-0.756872,0.42298,0.200091,-0.292464,0.861056,0.17448,0.280266,0.840906,N
-0.527681,-1.054929,0.692433,-1.190677,-0.804943,1.39839,1.342628,-0.413171,0.421552,0.965361,P
1.127873,0.289934,1.833785,-0.008718,-1.627908,-0.941514,-1.101708,-0.6128,-1.40952,0.364297,P
1.983244,1.500521,1.755051,-1.749727,-0.614237,0.561759,1.161766,0.99442,0.353847,1.611736,P
0.930101,1.627053,-0.840818,0.845303,-0.481924,-1.447273,-1.032265,1.360577,1.230911,-0.649693,N
1.294068,0.855246,1.2283,-1.353585,-1.738509,0.277779,-0.118449,0.429599,0.994726,-0.37597,P
-0.346795,-0.438623,0.197772,0.949288,0.23183,1.161723,-0.738867,-0.933901,-1.05721,0.586614,N
0.735326,1.139345,-0.688383,-1.667316,-0.213029,0.876514,0.340221,1.407927,-1.504487,-1.68403,P
0.991035,1.194417,0.053765,-0.770956,-1.074452,1.374516,-1.54058,-0.20591,0.669242,-0.415407,P
0.552803,1.509717,-0.956827,-0.976182,-0.436943,1.569689,-0.071749,0.498874,-0.41437,0.897175,P
-0.706431,-0.202336,-1.498786,0.742447,-1.564324,1.312896,-1.383167,0.108344,1.757575,1.205124,N
1.297461,1.208248,0.602497,-0.059066,-0.45236,-0.456432,-0.061693,0.670592,0.928291,0.975283,P
1.335902,1.284581,1.106952,-0.807002,-1.28134,1.461408,0.377353,1.400247,0.49127,1.076346,P
1.47576,1.507896,0.885259,-0.47315,0.42277,1.404387,-0.390045,1.254968,-0.131719,-1.54622,N
0.040378,-0.245365,0.827943,-1.613271,-1.505848,1.671425,-0.071164,-1.546334,-0.884821,-0.405152,P
0.923655,0.512966,0.718469,0.601813,-0.654986,0.771929,1.208019,0.195554,1.495946,0.234542,P
1.172957,0.971829,0.450943,1.134037,0.287762,-0.046675,0.394271,-0.057029,-0.48731,0.851082,P
-1.009491,-1.598212,0.456475,1.566021,1.342607,-1.067982,0.194504,0.317006,-1.070061,0.603364,N
-0.244942,-0.083755,-0.409818,0.016684,-1.038782,-0.817364,0.724645,1.131851,1.872949,-1.622482,N
-1.067859,-1.379416,0.047398,-1.457588,1.502852,-0.885036,-0.321678,-1.599628,-0.06313,-0.781337,P
-1.116989,-0.855085,-0.773926,-1.490302,1.068358,-0.47577,-1.431235,-1.359046,-1.26137,-0.893227,P
-0.070799,-0.671087,0.91884,-0.748322,0.499548,0.128393,0.852606,-0.918771,-1.317869,-1.61966,N
0.508724,0.877404,-0.749409,1.375176,0.436867,0.737348,0.098142,1.358917,1.843734,1.049017,P
1.115638,1.565664,-0.745536,-0.511473,-0.533645,-1.568787,0.871707,1.52788,0.848807,-1.442906,P
-1.303128,-1.379138,-0.01021,-1.272348,-0.176942,-1.188554,-1.187028,1.434772,1.542506,-1.047236,P
-0.428297,-0.003096,-1.250196,1.22093,-0.960697,1.700564,-1.289799,-1.593118,-0.065404,-1.206813,N
0.095161,-0.374815,0.532396,0.542602,-1.401993,1.258828,-0.669466,-1.128928,-0.021629,-0.274628,N
1.519126,1.597141,1.102681,-1.625086,0.292504,1.645289,1.500901,-0.999678,0.288792,1.156767,N
-0.37634,0.270631,-0.939753,-0.632738,-0.490998,-0.724424,-1.688105,1.546191,0.161247,-0.408912,N
0.159172,-0.272769,0.73135,1.442519,0.584425,-1.589507,1.360165,-1.09034,-1.196368,-0.846301,N
0.119735,-0.19091,0.429748,0.194111,-0.137382,1.056394,0.058857,-0.425335,0.735748,-1.191565,N
-0.19183,-0.257907,-0.009062,-0.078579,0.999887,-1.091986,-0.332375,-1.373394,0.189398,0.133743,N
0.695254,1.364563,-0.562542,0.239037,1.22922,1.389693,1.127381,-0.070681,-1.090434,-1.203522,P
-1.973787,-1.508753,-1.5437,0.68279,1.40894,1.445218,-0.409935,-1.558653,0.302089,-1.00123,N
-0.534297,-1.001532,0.803315,0.441397,-0.31338,1.40944,-0.925572,-0.851183,1.909033,1.428853,N
1.506798,1.600321,0.97967,1.287296,-0.282464,-1.130415,0.939853,-0.806151,-1.074486,1.544512,N
-0.836302,-0.450187,-0.745269,0.138874,-1.775056,-0.621533,0.26989,-0.055378,-0.76543,-0.603852,N
-1.347238,-0.899537,-1.376766,1.508253,-0.38253,0.428976,-1.650066,-0.774129,-0.55645,-0.252751,N
1.176947,0.765861,1.560326,0.26217,1.342412,0.510221,1.323892,-0.199032,-0.503726,1.148166,P
-0.100006,-0.436573,0.288083,1.528427,-0.696722,1.383691,1.197937,-0.829127,0.887558,-1.058857,N
-0.304009,0.010628,-0.899754,-1.668281,0.752223,0.923644,0.798608,-1.184982,-0.262324,-1.043992,N
-0.887916,-1.417376,0.624032,0.292145,0.619884,-0.225842,-1.086991,-1.362194,0.840787,-1.702528,N
0.249616,0.008523,0.959069,-0.993408,-0.29265,0.803244,-1.654847,-0.774457,-1.116804,-0.428226,P
0.872034,0.339121,1.270661,1.262446,0.655401,0.140739,-0.7622,1.114972,-0.639741,-1.725106,P
0.942056,0.597209,0.661042,-1.204533,-1.793165,0.363238,1.009028,0.469226,0.662655,-1.049354,P
1.742839,1.292153,1.270976,0.823707,-0.247535,0.68333,0.956363,-1.492286,-1.361917,-1.113154,N
-2.014097,-1.690989,-1.141654,1.050309,0.990045,0.806998,0.035086,-0.834986,-0.138684,0.209337,N
-0.129289,-0.527572,0.218593,1.628505,0.58904,0.533703,-0.785898,-1.282279,-1.265946,-0.332578,N
-1.216723,-1.318109,-0.248257,0.732165,-0.489047,1.177748,0.910703,-1.015565,-0.252235,-0.623595,N
-0.084827,-0.475741,0.787768,-1.725577,-0.378027,-0.451212,-1.238943,-0.63204,0.639505,0.31943,N
-1.083979,-0.968684,-0.44183,-0.903164,-1.046516,1.652381,-0.472882,1.591576,0.320909,0.074703,P
-1.034745,-0.886415,-0.18066,1.28678,0.832565,-0.734206,0.049234,-0.036263,-1.143375,1.034704,N
-1.116311,-0.979977,-1.227641,-0.091117,1.358986,-1.059238,-0.700648,-1.105292,-0.882018,-1.706858,N
0.571251,1.467102,-1.151345,-1.713066,-1.027193,-0.327187,0.195769,1.370524,1.196111,0.542466,P
0.403427,0.571411,0.266965,-1.332308,0.842411,-0.928118,-1.055048,-0.556272,-1.056403,-0.700173,P
0.620222,1.05434,-0.591388,1.545394,-0.238632,0.55649,-0.776492,-1.599673,0.679719,1.382812,P
-1.073797,-1.144078,-0.89851,1.588436,-0.792988,-0.162786,-0.505448,0.840462,0.989837,0.37048,N
-1.680982,-1.293317,-1.322967,-1.766692,-0.812477,0.470178,1.421218,1.444349,0.014438,1.472775,P
1.303569,0.819077,1.548101,-0.513631,-1.679296,1.709648,-0.004402,-1.481114,1.004028,0.438592,P
