4.08393 3.23526 0
2.81281 4.23599 0
3.60887 5.82836 0
3.27408 3.96298 0
6.40511 1.85368 0
4.52649 3.17722 0
4.39906 3.04039 0
3.50769 2.50659 0
4.86552 3.33058 0
4.98675 2.41945 0
3.34968 2.36393 0
4.38004 2.2676 0
4.20637 1.68195 0
3.75139 2.6812 0
3.64759 2.98112 0
3.00335 4.29477 0
6.07359 1.86764 0
3.29952 1.90736 0
4.24226 2.99631 0
3.11214 3.66697 0
4.89005 1.47909 0
5.49165 1.94367 0
4.51315 3.14704 0
5.6152 2.20603 0
-9.86113 -7.97675 1
-8.5859 -7.36152 1
-9.57075 -7.67074 1
-9.2697 -7.29902 1
-9.54729 -7.52403 1
-7.97342 -6.73322 1
-8.12181 -6.87584 1
-7.61493 -6.43748 1
-8.35678 -7.0993 1
-8.84101 -7.60308 1
-9.01259 -7.61594 1
-9.01353 -7.35075 1
-9.17318 -7.55789 1
-8.52672 -7.41685 1
-9.50981 -8.21756 1
0.728645 4.67582 2
-1.85854 6.60707 2
0.0464268 4.46403 2
-0.435646 4.95403 2
-1.29588 6.07032 2
-1.56228 6.63302 2
-0.621226 5.16512 2
0.945385 3.33613 2
-1.01746 5.67121 2
0.91043 4.29484 2
-0.670998 5.627 2
-1.00461 6.31395 2
-0.501036 4.89214 2
-2.02769 6.54924 2
-0.14467 5.12302 2
-1.4173 6.03966 2
-1.3199 6.09442 2
-9.0504 10.9719 3
-7.53824 9.11598 3
-5.2022 8.75979 3
-6.4665 9.70336 3
-9.72026 10.8246 3
-7.71885 9.02652 3
-6.56748 9.25559 3
-7.84801 9.91916 3
-8.09323 8.54001 3
-8.45534 10.1502 3
-7.82006 10.9023 3
-6.73589 8.3629 3
-7.36403 9.78883 3
-8.4497 10.5339 3
-6.04241 10.4713 3
-9.41141 10.6639 3
-8.65341 11.0976 3
-6.95294 9.84656 3
-6.44648 7.86497 3
-6.28606 9.13286 3
-8.54576 10.8512 3
-8.54959 10.5912 3
-6.62904 8.80887 3
-9.13994 11.1908 3
-7.15137 9.48477 3
-7.80824 10.2783 3
-7.48822 9.39299 3
-7.42224 9.50583 3
-7.14123 8.40378 3
-7.80751 10.0343 3
-8.95856 11.4671 3
-6.04092 8.78976 3
-6.53851 8.74657 3
-6.2833 8.56699 3
-6.12367 7.57659 3
-6.17621 9.69508 3
-8.45651 10.704 3
-8.39688 9.43805 3
-8.76299 9.84021 3
-6.57157 9.51272 3
-7.80516 9.35778 3
-8.25062 11.8055 3
-6.40682 8.35558 3
-7.24475 10.0906 3
-6.92045 10.3958 3
-7.10855 10.8663 3
-6.05538 7.89065 3
