0.0184622 -0.0536929 -0.0413932 0.0533962 0.0148977 0.0200401 0.0219833 -0.0853709 -0.0679224 -0.0310211 0.0245595 0.0281022 0.0217362 0.0176723 -0.0478038 -0.0839034 -0.0533045 0.0617453 -0.0321414 -0.0232791 -0.0503486 0.0439951 0.00762638 0.0368898 0.0916555 0.122689 -0.0454649 -0.0125981 -0.0248134 0.0114779 -0.0275275 -0.0193161 0.00835572 0.0362618 -0.0443682 -0.00884383 0.0232103 -0.0344284 0.0683602 0.106892 -0.0626191 -0.0135835 0.0132176 0.0351126 0.0424875 0.00196717 -0.0347471 0.0712936 -0.0441508 -0.0232714 0
-0.00544005 -0.147939 -0.0274297 0.11294 0.0992397 0.0449411 0.112375 -0.175245 -0.0661945 -0.0492946 0.0658765 0.0823561 -0.0308913 -0.114964 -0.0888938 -0.250633 -0.318147 0.0558985 -0.13423 0.0965171 -0.172511 0.0264427 0.00749679 0.0556985 0.112092 0.225553 -0.113015 -0.0157829 -0.197309 -0.0192761 -0.109569 -0.0799638 0.0971397 0.0132561 0.00763389 0.0685808 -0.0139578 -0.122802 0.138543 0.201645 -0.0249087 -0.0968074 0.041117 0.14457 -0.0197104 0.0766427 -0.0361444 0.122647 -0.114986 -0.0499943 0
0.0189354 -0.144663 -0.00948215 0.123499 0.0886368 0.0483044 0.130801 -0.182485 -0.0591425 -0.0517972 0.0673646 0.0754826 -0.0332582 -0.119599 -0.082005 -0.257495 -0.312053 0.0493547 -0.148783 0.0989767 -0.173804 0.0247603 0.0153859 0.0633706 0.114879 0.218903 -0.128122 -0.0142753 -0.206315 -0.0326622 -0.119512 -0.0861901 0.114326 0.0261279 -0.00348316 0.0560266 -0.0145555 -0.128605 0.130162 0.20176 -0.0357687 -0.112287 0.0398354 0.152397 -0.0262792 0.0894167 -0.0596729 0.127946 -0.118689 -0.0316491 0
0.0097208 -0.076375 -0.0500795 0.0806865 0.0408002 0.0110737 0.0731824 -0.116654 -0.0833343 -0.021961 0.0549717 0.0559804 0.00258431 -0.0355805 -0.0561095 -0.135368 -0.116052 0.0394287 -0.0422605 0.0109619 -0.0547854 0.0284397 -0.00372549 0.0365084 0.0882467 0.179056 -0.0942108 -0.0312694 -0.0640603 0.0141951 -0.0505823 -0.0332206 0.0266988 0.0248345 -0.0139759 0.0158153 0.0040864 -0.0541706 0.0718796 0.158525 -0.0543994 -0.0226795 0.0262052 0.0695536 0.027298 0.0152018 -0.0586943 0.0937542 -0.0830212 -0.0370724 0
0.00630769 -0.102355 -0.0370532 0.120562 0.0605837 0.0260384 0.135214 -0.157199 -0.046947 -0.0459604 0.0790098 0.0618775 -0.0762059 -0.0604164 -0.0742858 -0.209795 -0.263331 0.0246119 -0.100128 0.0869534 -0.138261 0.0846762 0.0103283 0.0380491 0.0866875 0.209309 -0.11053 -0.00916423 -0.176494 -0.0345552 -0.075417 -0.0461981 0.0926222 -0.00754237 -0.0267556 0.0566475 -0.0144912 -0.125032 0.137778 0.174542 -0.0188716 -0.110828 0.0160869 0.0862422 -0.023948 0.0668579 -0.00877415 0.121358 -0.0818274 -0.0892522 0
0.0111164 -0.108813 -0.038599 0.121663 0.0621532 0.0407162 0.0936936 -0.162804 -0.0768836 -0.0317318 0.0792714 0.113167 -0.0510949 -0.0490245 -0.085631 -0.200402 -0.26254 0.0587419 -0.101189 0.090314 -0.167504 -0.00529668 0.0292237 0.035725 0.1089 0.212928 -0.0924648 -0.0141016 -0.191346 -0.0275055 -0.0930894 -0.108839 0.0849926 0.012975 0.0304835 0.0676925 -0.0056269 -0.117647 0.143165 0.188337 -0.00613517 -0.0870049 0.0158894 0.117969 0.00313895 0.0725071 -0.0351202 0.122999 -0.0916212 -0.0488203 0
0.00499585 -0.0902518 -0.0513416 0.0351704 0.051935 0.0166856 0.0485635 -0.110563 -0.112149 -0.00323111 0.0256056 0.0400127 0.0088737 -0.0242608 -0.0392986 -0.153197 -0.172355 0.0669921 -0.0770987 0.0217747 -0.125044 0.0808148 -0.00630981 0.0703866 0.108085 0.146551 -0.091695 -0.00772592 -0.0862573 0.0125222 -0.039813 -0.0271159 0.0590824 0.0333813 -0.0479317 -0.0275137 0.028502 -0.0665539 0.0829239 0.166697 -0.0722754 -0.026446 0.0403252 0.0915411 0.00705537 0.022062 -0.063738 0.0822837 -0.0486777 -0.0248192 0
0.0183186 -0.0479503 -0.0526979 0.0482602 0.00397238 0.0274715 0.0146702 -0.0879518 -0.0677814 -0.039289 0.0220765 0.0231973 0.0355588 0.0311897 -0.037874 -0.0712579 -0.0256503 0.0704544 -0.0366955 -0.0412362 -0.0449627 0.0322761 0.0113166 0.0446965 0.0976965 0.12485 -0.0393538 -0.00955453 -0.0173382 0.00635482 -0.0245306 -0.00165281 -0.00706469 0.0260587 -0.0478864 -0.00634869 0.0265134 -0.0307535 0.0697297 0.106008 -0.0760119 -0.00287077 0.0106673 0.0115212 0.0412129 0.00529308 -0.0387884 0.0764585 -0.0470914 -0.0205939 0
0.00284638 -0.112354 -0.032643 0.081553 0.107562 0.0312172 0.0966408 -0.132435 -0.0516725 -0.0305064 0.078349 0.0706199 -0.0107838 -0.0831538 -0.0840301 -0.186259 -0.231007 0.0741652 -0.0800254 0.0674298 -0.12627 0.0185158 0.0286507 0.0274426 0.13118 0.209313 -0.12129 -0.0233135 -0.173154 0.0178657 -0.0973361 -0.0914786 0.0792041 0.0344746 -0.0106647 0.0454818 -0.0185031 -0.0967363 0.109628 0.160014 -0.0337264 -0.0880393 0.0562263 0.0901869 0.0241398 0.113674 -0.0560273 0.123039 -0.062634 -0.0101565 0
0.0121737 -0.0705027 -0.0394255 0.0633641 0.0298176 0.0184814 0.0391719 -0.103093 -0.0708142 -0.0334269 0.033957 0.0423743 0.0116337 -0.00843977 -0.0538688 -0.113774 -0.104076 0.06455 -0.0519087 -0.00282006 -0.0732386 0.0421918 0.00488712 0.0414716 0.100088 0.144006 -0.0569439 -0.00870789 -0.0572977 0.00430418 -0.0424727 -0.031708 0.0282613 0.0254173 -0.0393663 0.00668621 0.01589 -0.0498359 0.0796358 0.127434 -0.0560665 -0.0322736 0.029434 0.0572469 0.0288776 0.0174307 -0.0366825 0.080639 -0.0525915 -0.029382 0
