0.0555103 -0.0189491 0.0197504 0.0238588 0.00851729 -0.00018039 -0.0584868 -0.0262756 -0.0365273 -0.00646631 0.0268754 -0.051278 -0.0691048 -0.0278658 -0.0226191 -0.000700324 -0.015096 -0.00785197 -0.0135948 0.030831 0.0389574 -0.00232921 -0.00761858 0.00639987 0.0278671 -0.00190493 -0.0139791 -0.0141591 0.0370128 0.0163698 0.0112907 -0.0267259 -0.03868 0.0410355 -0.00687803 0.0268859 -0.0128416 -0.00223137 0.0196529 0.0262864 0.00078484 -0.0367103 0.010966 -0.0312998 -0.0354508 0.0271959 -0.00458919 -0.0156094 0.0342123 0.0463589 0.0300168 -0.0515236 0.0407699 0.029689 -0.0098167 -0.0342528 -0.0231362 -0.00168622 -0.0169376 0.0469641 -0.0249191 -0.0656401 -0.000354281 0.00332643 0.0258362 -0.0302218 -0.0127337 -0.0248775 0.00218875 0.0189923 -0.0242026 -0.041108 -0.00335448 -0.0100333 -0.0204955 0.00403735 -0.0215923 -0.0435529 0.000538686 -0.0359384 -0.0283938 0.00688795 0.0195639 -0.0318587 -0.0458414 0.0121737 -0.00715819 -0.0034425 0.0131506 -0.0222168 0.0173034 0.0136798 0.0337967 0.00259086 0.0180331 -0.0515954 -0.020145 0.0302945 0.0126399 -0.0882873 0
0.0837109 -0.146209 -0.0309488 -0.0676798 -0.0501429 -0.0782872 -0.142981 -0.0214232 -0.0582418 -0.0363338 0.112205 0.0212728 -0.160595 -0.0316646 -0.0812591 0.0346738 -0.0304958 0.0336078 -0.0568646 0.0672044 0.0718592 0.0445042 -0.0447633 -0.10541 0.0740219 0.0695918 -0.0108682 -0.0354707 0.0517137 -0.0162162 0.0591002 -0.0114376 -0.105265 0.12828 0.0310216 0.00260596 -0.0496608 -0.0147205 0.136439 0.104483 -0.086875 -0.0583974 -0.0380619 -0.0793929 -0.109602 0.120524 -0.0805044 0.0318953 -0.0145257 0.0376985 0.145064 -0.256677 0.0205002 0.0382747 0.0305084 -0.0740073 -0.0219821 -0.0730745 -0.0816535 0.130514 0.0443052 -0.138902 -0.160868 0.00343459 0.0110016 0.00110439 0.01286 -0.0765943 -0.0171556 0.136265 -0.0476755 -0.0255627 -0.157009 0.0519835 -0.124524 0.100735 -0.0166848 -0.111397 -0.0369954 -0.123851 -0.0381193 0.0383152 0.0655322 -0.102272 -0.0910063 0.0935593 -0.0452202 0.0220788 -0.00506823 0.0327212 -0.0126896 0.0881701 0.139891 0.0536737 0.000715595 -0.22362 -0.129385 0.0441144 -0.015081 -0.195222 0
0.0602652 -0.0657558 -0.00185913 -0.044673 -0.0002713 -0.0373156 -0.118499 -0.0430851 -0.0456299 -0.0240034 0.0725299 -0.0164491 -0.11067 -0.0281632 -0.0437859 0.0262142 -0.0264842 0.0167647 -0.0259429 0.056568 0.0620635 0.020137 -0.0379273 -0.0254829 0.0531765 0.0453986 -0.0107729 -0.0469437 0.0306609 0.000366874 0.0227225 -0.0267965 -0.0784185 0.096587 0.0200529 0.0208915 -0.0197016 -0.0130547 0.0812125 0.0771877 -0.0425465 -0.0491209 -0.0148315 -0.0734564 -0.0746795 0.077565 -0.056914 0.00068429 0.0218209 0.033543 0.0737288 -0.153068 0.0325884 0.0164739 0.0102303 -0.0659251 -0.0224134 -0.0487752 -0.0542476 0.096102 0.0118238 -0.120652 -0.0620551 0.0232126 0.0166198 -0.0110399 0.00615635 -0.051762 -0.0196293 0.0841 -0.0218031 -0.0339322 -0.0916621 0.0113593 -0.0738306 0.0466998 -0.0167642 -0.0705384 -0.0117566 -0.0979635 -0.0341008 0.007343 0.0384848 -0.0722806 -0.0947497 0.0476728 -0.0191123 0.0141183 0.0160444 0.00891255 0.00080067 0.0444791 0.0806284 0.034155 0.00250379 -0.133679 -0.0689712 0.0099245 -0.0100474 -0.14539 0
0.0557104 -0.0354063 0.00664824 0.00247274 -0.0168444 -0.00381747 -0.0640984 -0.0273249 -0.0336389 -0.0147619 0.0346705 -0.0392036 -0.0990838 -0.039391 -0.0343343 0.0098634 -0.0341907 -0.00566961 -0.0047089 0.0356308 0.0481727 0.0142672 -0.0231656 -0.0033408 0.0250843 -0.00260081 -0.0158769 -0.0209455 0.0410799 0.0369114 0.0269844 -0.0261373 -0.052082 0.0528612 0.00359316 0.0251633 -0.0269119 -0.0161408 0.0348331 0.0525824 -0.0225255 -0.0433731 0.00565222 -0.0368038 -0.0513195 0.0395315 -0.0365683 -0.00531375 0.0275178 0.044925 0.0513882 -0.0853478 0.0333113 0.0270864 -9.91793e-05 -0.0461603 -0.0351852 -0.0157449 -0.0143913 0.060114 -0.00850425 -0.0834533 -0.0234951 0.0166101 0.029586 -0.0270179 -0.00291584 -0.0495707 -0.0172325 0.0523024 -0.0453673 -0.0395959 -0.0463019 -0.00812321 -0.0201132 0.0270816 -0.0103422 -0.0439783 -0.0100789 -0.0530186 -0.0391824 0.00753992 0.0318452 -0.0776264 -0.0539075 0.0493176 -0.015054 -0.00175397 0.00128509 -0.0102738 0.00145864 0.0105714 0.0411735 0.0162185 0.0108011 -0.0675013 -0.0490923 0.00949984 -0.00575943 -0.0886981 0
0.0892345 -0.144704 -0.0208633 -0.0625512 -0.0497792 -0.0810409 -0.140788 -0.0277458 -0.0696246 -0.0427064 0.109183 0.00934286 -0.162092 -0.0447536 -0.0824171 0.0282221 -0.0348399 0.0339466 -0.0606071 0.0626258 0.0805551 0.0435525 -0.044734 -0.104146 0.0802578 0.0530348 -0.000208449 -0.039431 0.0422747 -0.00314517 0.0506271 -0.00559385 -0.100984 0.125655 0.0307578 0.00594439 -0.0519482 -0.0163138 0.133279 0.0956205 -0.0806212 -0.0566604 -0.0397053 -0.0832578 -0.104059 0.127296 -0.0832819 0.0325822 -0.0102497 0.0352613 0.143734 -0.25697 0.0241402 0.0257797 0.0381384 -0.0816237 -0.0187334 -0.0664302 -0.089354 0.124093 0.0358511 -0.128277 -0.159399 0.00810431 0.0130169 -0.000860892 0.0156039 -0.0833204 -0.0142686 0.137204 -0.0387264 -0.0267163 -0.157005 0.0507137 -0.124809 0.0990515 -0.0158355 -0.103092 -0.0292755 -0.118531 -0.0351976 0.0381424 0.0625505 -0.105854 -0.0866536 0.0976106 -0.0401389 0.0182549 -0.00655569 0.0289776 -0.0106483 0.079838 0.14354 0.052586 0.00541728 -0.232678 -0.133064 0.0551741 -0.018121 -0.189815 0
0.0503256 0.00610008 0.0297875 0.0405157 0.0203665 0.0157357 -0.0430357 -0.0271374 -0.03253 0.00106229 0.0122363 -0.0640572 -0.0521602 -0.0261885 -0.0115387 -0.00654407 -0.0129597 -0.0151339 -0.00605095 0.0238918 0.0314396 -0.0112361 -0.00172762 0.0280785 0.0187488 -0.0145767 -0.0137597 -0.00851984 0.0338022 0.0206 0.00380806 -0.0294058 -0.0265227 0.0238053 -0.0134431 0.02943 -0.00517028 -0.000604077 -0.00166241 0.0124407 0.0170775 -0.0353961 0.0215101 -0.021135 -0.021831 0.00870231 0.00927144 -0.0248866 0.0414932 0.0478745 0.0086669 -0.0122031 0.04367 0.0291273 -0.0169339 -0.0251834 -0.0265184 0.0110859 -0.00352948 0.0324412 -0.0382914 -0.0519773 0.0297251 0.00265071 0.0273195 -0.0359263 -0.0189969 -0.0145384 0.00601691 -0.00196313 -0.0198777 -0.0438748 0.0248749 -0.0214153 0.000600798 -0.0138049 -0.0236614 -0.0297301 0.00746423 -0.0195859 -0.0270913 0.000960739 0.0110027 -0.0181549 -0.0373515 -0.00196755 0.000382779 -0.00814031 0.0148979 -0.0310947 0.0217072 -0.000142312 0.0130792 -0.00786429 0.0206824 -0.0182698 9.29037e-05 0.0287434 0.0201027 -0.067726 0
0.0599877 -0.0773725 -0.00736006 -0.0148797 -0.0205393 -0.0310717 -0.080749 -0.0301795 -0.0413047 -0.0095622 0.0564714 -0.0146331 -0.100099 -0.0289691 -0.0387508 0.000180453 -0.0275872 0.00485472 -0.0301392 0.0512257 0.0503625 0.0101052 -0.0290747 -0.0375222 0.0456144 0.0309055 0.00555181 -0.0217815 0.0447007 -0.00949891 0.0260961 -0.0250872 -0.0625891 0.0709538 0.0204814 0.0153866 -0.0366337 -0.0130329 0.0637628 0.0550986 -0.0329282 -0.0527126 -0.00847918 -0.0653882 -0.0634693 0.0671855 -0.0382191 -0.000238997 0.0182296 0.0416362 0.0788003 -0.137057 0.0346795 0.0390048 0.0126763 -0.0462495 0.000329768 -0.0364762 -0.0525876 0.0723795 0.000426586 -0.0900368 -0.0680544 0.00197581 0.0349311 -0.0186174 -0.0157921 -0.0493834 -0.0121975 0.0716023 -0.0211351 -0.0446186 -0.0798037 0.0112455 -0.0586535 0.0331891 -0.016607 -0.077008 -0.0064741 -0.0706781 -0.0390916 0.0172016 0.0311427 -0.05779 -0.0578289 0.0505024 -0.0153429 0.0110567 0.00154993 -0.00755874 0.00223451 0.0243013 0.0840515 0.035164 0.0131387 -0.123298 -0.0556212 0.0474283 -0.000289505 -0.151259 0
0.0759503 -0.127127 -0.0048991 -0.0202695 -0.0288106 -0.0246403 -0.118987 -0.0350282 -0.0520607 -0.034267 0.0942368 -0.0236824 -0.140064 -0.0344735 -0.060688 0.0247523 -0.0113292 0.0150417 -0.0492865 0.0587058 0.0559105 0.0365501 -0.0196962 -0.0675022 0.0521804 0.0221916 -0.00977614 -0.036548 0.0447821 -0.0105765 0.0503435 -0.0086461 -0.0777218 0.112354 0.0485167 0.0114047 -0.0393748 -0.0111077 0.102827 0.0710008 -0.0669713 -0.0632701 -0.0123364 -0.0649193 -0.0847872 0.10323 -0.0639442 -0.00113218 -0.00863418 0.0434371 0.120817 -0.196001 0.00921395 0.0324963 0.00806507 -0.0587834 -0.0193907 -0.0643577 -0.0646252 0.110034 0.026799 -0.109609 -0.115377 -0.00359734 0.0219347 -0.0205925 0.0132433 -0.0506743 -0.0114638 0.0909205 -0.0495484 -0.0121175 -0.107758 0.0234992 -0.0813875 0.0755379 -0.0205272 -0.0715785 -0.0283928 -0.104195 -0.0360238 0.0437589 0.0418994 -0.0935548 -0.060536 0.0612733 -0.0242373 0.0175967 0.00199085 -0.00185798 0.00255618 0.0598058 0.117643 0.027081 0.0138122 -0.162696 -0.111666 0.0572016 -0.0243894 -0.178753 0
0.052681 -0.010702 0.0262175 0.0260371 0.0195997 0.00423414 -0.0413049 -0.0288934 -0.0290876 -0.00577329 0.0121754 -0.0678681 -0.0577154 -0.0207687 -0.0120711 -0.00955811 -0.00749181 -0.0171473 -0.00587945 0.0278274 0.0274362 -0.00625507 -0.00501818 0.0262176 0.0223608 -0.0150197 -0.0128059 0.000871952 0.0318478 0.0211708 0.00126019 -0.0286482 -0.0277096 0.0380376 -0.00785177 0.0249512 -0.0141583 0.00449845 0.00250917 0.0224335 0.0161031 -0.0445442 0.0213746 -0.0351871 -0.0246403 0.0107684 0.00649333 -0.0190224 0.0338632 0.0520681 0.0176566 -0.0240761 0.0441514 0.0243404 -0.0127556 -0.0287128 -0.0270317 -0.00032741 -0.0101953 0.0384136 -0.0340546 -0.0590409 0.00812555 0.00896699 0.0331503 -0.0350115 -0.0128841 -0.0218762 0.00934333 0.0115358 -0.0216438 -0.0417019 0.0109155 -0.0225579 -0.0147534 -0.0014712 -0.0261346 -0.0312951 -0.000384791 -0.0297089 -0.0286416 -0.00126588 0.00972401 -0.0246071 -0.0397554 0.00469321 0.00105037 -0.00659063 0.00754134 -0.0210728 0.0282523 0.00551345 0.0307842 -0.00989025 0.0262917 -0.0343157 -0.0152095 0.0292018 0.0161796 -0.071204 0
0.0599664 -0.0385951 0.0110896 0.00789302 5.45747e-05 -0.00715397 -0.0706169 -0.0281257 -0.041794 -0.011994 0.0398697 -0.0409102 -0.0872737 -0.0284807 -0.0318235 0.00307805 -0.0180359 -0.00101323 -0.0222298 0.0345527 0.0460863 0.00332428 -0.016542 -0.0103741 0.0377179 0.0100937 -0.010612 -0.0228524 0.0433106 0.0109369 0.0177503 -0.0203295 -0.0497557 0.0547636 -0.00341193 0.0204846 -0.021786 -0.00739971 0.0420523 0.0355112 -0.0124632 -0.0403382 0.00625481 -0.0352538 -0.042673 0.0428247 -0.0155425 -0.0062689 0.0316237 0.0423023 0.0493152 -0.081948 0.0365348 0.0309135 -0.00350462 -0.0415249 -0.0220008 -0.0121644 -0.0292671 0.0630501 -0.017647 -0.0773827 -0.0268363 0.00651918 0.0222596 -0.0261424 -0.0128678 -0.0394991 0.00294166 0.0375874 -0.0281882 -0.0311114 -0.0272532 -0.00123695 -0.0397475 0.0197922 -0.0218611 -0.0562427 -0.00234653 -0.0469956 -0.0304385 0.00721677 0.0292719 -0.0410225 -0.0536502 0.027603 -0.0114235 0.000874996 0.0134707 -0.0122123 0.01042 0.0248782 0.0487668 0.00846985 0.0163742 -0.0803736 -0.0358689 0.0337442 0.00693045 -0.103951 0
